======================== Summary ========================

Excluded 1 buildings from processing (reason: Unknown ALKIS code: 2520)
Excluded 4 buildings from processing (reason: Unknown ALKIS code: 2621)
Excluded 1 buildings from processing (reason: Unknown ALKIS code: 2522)
Excluded 19 buildings from processing (reason: Unknown ALKIS code: 1610)
Excluded 2 buildings from processing (reason: Building seems to be too low and has 0 storey.)
Excluded 1 buildings from processing (reason: Unknown ALKIS code: 3095)
Excluded 3 buildings from processing (reason: Unknown ALKIS code: 2460)
Excluded 106 buildings from processing (reason: Missing year of construction)


================ Excluded buildings lists ===============

Excluded 1 buildings from processing (reason: Unknown ALKIS code: 2520)

# GML ID [-];Volume [m3];Footprint area [m2];X [m];Y [m];Original ID
DEBE3D04YY50000Jlj;1201,92;92,00;384098,04300;5821954,85200;-
DEBE3D04AL1ol00004;1000,34;159,71;384876,43600;5821464,72400;-
DEBE3D04YY50002d1X;204,09;8,31;384662,00750;5821942,37850;-
DEBE3D04YY50000B1s;54,28;14,64;384671,33900;5821709,35100;-
DEBE3D04YY50000QBJ;185,58;76,92;384904,02350;5822002,68750;-
DEBE3D04YY50002bn2;78,06;4,70;384884,60350;5821945,98000;-
DEBE3D04YY500009zg;21,54;7,31;384432,91950;5821502,86700;-
DEBE3D04YY50000NKC;55,26;19,88;384656,36200;5821705,79600;-
DEBE3D04YY500006Bh;1654,25;435,62;384652,94650;5821327,73900;-
DEBE3D04YY50000DqM;529,72;80,23;384435,06100;5821731,03950;-
DEBE3D04YY50002cGL;134,90;48,99;384643,18750;5821650,52200;-
DEBE3D04YY50002cnt;1,19;3,45;384474,74150;5821536,32150;-
DEBE3D04YY50002cuQ;44,84;15,15;384476,17300;5821565,10950;-
DEBE3D04YY50002cTl;8,90;2,90;384643,97550;5821334,28150;-
DEBE3D04YY50002cGs;286,20;88,64;384576,95750;5821157,81950;-
DEBE3D04YY50000P0m;274,01;125,53;384310,45900;5822000,00300;-
DEBE3D04YY50002cHT;7,85;3,31;384477,44150;5821574,67900;-
DEBE3D04YY50000RR9;129,36;45,51;384444,30200;5821732,33750;-
DEBE3D04YY50002cuR;283,47;85,38;384630,13300;5821183,85850;-
DEBE3D04YY50002ce9;284,20;23,34;384997,76050;5821765,70850;-
DEBE3D04YY50002cGw;13,72;80,54;384525,79600;5821653,88850;-
DEBE3DATKBDR0000Wq;92,40;0,00;384316,98700;5821251,95150;-
DEBE3DATKB100008Uu;44,08;0,00;384263,54000;5821205,46850;-
DEBE3D04YY50002d5k;691,76;88,84;384016,26800;5821475,13100;-
DEBE3D04YY50002cb3;1,11;15,09;384461,49300;5821590,91250;-
DEBE3D04YY5000010y;150,85;10,94;384602,61100;5821592,47150;-
DEBE3D04YY50002clJ;29,21;9,66;384671,37200;5821328,18900;-
DEBE3D04YY50002c3S;3703,71;590,53;384947,90200;5821605,36500;-
DEBE3D04AL1Yt00008;5824,15;895,28;384506,46150;5821532,17950;-
DEBE3D04YY50002cdf;8,11;2,72;384906,75650;5821946,52150;-
DEBE3D04YY50002cu3;70,22;13,83;384826,42250;5821632,51000;-
DEBE3D04YY50000RTz;114,81;38,47;384585,67500;5821607,68800;-
DEBE3D04YY50000K4X;136,13;10,99;384979,36750;5821503,40400;-
DEBE3D04YY500005Tg;383,99;95,18;384749,07100;5821444,73000;-
DEBE3D04YY500008nI;30172,19;1211,10;384527,95600;5821586,27250;-
DEBE3D00YY2dO000r9;19,13;5,59;384481,54150;5821737,83750;-
DEBE3D04YY50002bVt;253,86;92,26;384670,67350;5821686,72550;-
DEBE3D04YY50000JnW;557,68;83,45;384427,96600;5821728,32950;-
DEBE3D04YY50002beV;53,87;12,37;384817,97950;5821514,78400;-
DEBE3D04YY50002d4g;76,51;20,66;384415,60850;5821533,78800;-
DEBE3D04YY50002ccj;19,39;5,75;384414,00250;5821603,67550;-
DEBE3D04YY50002bX1;57,11;4,47;384430,19700;5821615,62300;-
DEBE3D04YY50002d6G;0,57;3,16;384503,26750;5821605,00950;-
DEBE3D04YY50002cdk;100,23;22,57;384633,64100;5821573,33550;-
DEBE3DATKBDR0000Vn;5004,99;0,00;384319,25350;5821662,55050;-
DEBE3D00YY2dO000r8;14,57;5,13;384475,37900;5821749,42450;-
DEBE3D04YY50002bvm;13,23;6,38;384503,09550;5821625,41900;-
DEBE3D04YY50000RrJ;158,85;64,96;384914,42000;5821971,98750;-
DEBE3D04YY500008UE;2790,46;211,68;384971,29450;5821496,97650;-
DEBE3D04YY5000086L;14812,03;1013,62;384036,12950;5821911,38050;-
DEBE3D04YY50000Mov;267,03;112,04;384890,65850;5821973,33150;-
DEBE3D04YY50002bfW;1,72;1,29;384494,12250;5821656,13750;-
DEBE3D04YY50000Rbf;451,03;135,86;384846,76300;5821625,14400;-
DEBE3DATKB10000gDj;900,88;0,00;384152,80550;5821438,94600;-
DEBE3D04YY50002ctW;0,60;3,16;384485,39250;5821598,36450;-
DEBE3D04AL2zg00002;16,14;5,75;384907,35450;5821592,46200;-
DEBE3D04YY50000EpR;321,27;78,20;384422,76400;5821526,81500;-
DEBE3D04YY50002bbI;191,92;33,86;384832,12850;5821617,03250;-
DEBE3D04AL2zg00001;166,63;36,76;384850,85950;5821593,30400;-
DEBE3D04YY50000OU7;260,62;59,58;384087,32950;5821484,27200;-
DEBE3D04YY50002bTm;852,52;106,66;384537,51950;5821600,55450;-
DEBE3D04YY50000GmR;46,33;21,48;384533,82400;5821487,65100;-
DEBE3D04YY50000M7H;402,46;168,71;384915,13950;5821999,47500;-
DEBE3D04YY50000FAm;1989,02;175,61;384570,36450;5821171,27150;-
DEBE3D04YY500002eC;33,59;9,71;384665,26350;5821707,99700;-
DEBE3D04YY500001LL;251,47;98,80;384051,26100;5821938,15600;-
DEBE3D04YY50002bzi;77,06;4,66;384925,20050;5821945,28300;-
DEBE3D04YY50000Ihg;124,18;40,87;384584,76500;5821598,16350;-
DEBE3D04YY50000IS8;382,10;146,34;384712,92700;5821918,23150;-
DEBE3D04YY50000Fzr;5017,27;362,57;384129,36050;5821969,64600;-
DEBE3D04YY500006Dz;8844,02;667,94;384086,47150;5821939,80600;-
DEBE3D04YY50000BaQ;135,38;36,45;384421,11300;5821535,81850;-
DEBE3D04YY50002c4T;18,30;5,12;384425,13500;5821537,27300;-
DEBE3D04YY50002d5J;26,02;9,86;384668,96400;5821919,20650;-
DEBE3D04YY50000PwM;542,49;81,47;384452,10850;5821737,55100;-
DEBE3DATKB100007pl;1080,62;0,00;384167,73100;5821834,59300;-
DEBE3D04YY50002bcn;231,05;8,63;384512,36900;5821507,86000;-
DEBE3D04YY50002d6W;160,67;43,41;384489,63100;5821440,14600;-
DEBE3D04YY50000HVT;1194,38;333,06;384694,68800;5821944,83050;-
DEBE3D04YY50000P61;473,07;198,52;384505,37250;5821961,81900;-
DEBE3D04YY50002cmn;20,21;6,25;384646,51250;5821325,96000;-
DEBE3DATKB100007nK;1893,45;0,00;384113,01700;5821829,79450;-
DEBE3D04AL2zg00000;9626,39;1537,76;384882,15100;5821600,27100;-
DEBE3D04YY50002bsb;70,32;25,17;384611,35500;5821201,41950;-
DEBE3DATKB100008Pv;784,63;0,00;384011,59700;5821505,47400;-
DEBE3DATKB100007nU;19509,32;0,00;384372,02850;5821808,16950;-
DEBE3D04YY50002bas;31,12;9,98;384666,16700;5821319,74500;-
DEBE3D04YY50002cSd;1099,02;90,35;384996,68850;5821746,43450;-


