Index;Consumption [kWh/h]
1;243,53
2;243,19
3;242,82
4;241,35
5;239,08
6;237,72
7;237,46
8;237,00
9;236,47
10;235,83
11;235,74
12;234,67
13;234,47
14;234,29
15;234,14
16;234,13
17;233,62
18;233,53
19;232,86
20;232,51
21;232,46
22;231,06
23;230,95
24;230,48
25;230,48
26;230,10
27;230,02
28;229,83
29;229,12
30;229,00
31;228,75
32;228,55
33;228,49
34;228,33
35;228,29
36;228,21
37;227,94
38;227,85
39;227,84
40;227,71
41;227,66
42;227,50
43;226,97
44;226,32
45;226,09
46;225,96
47;225,94
48;225,90
49;225,81
50;225,78
51;225,74
52;225,71
53;225,67
54;225,53
55;225,22
56;224,58
57;224,49
58;224,42
59;224,32
60;224,19
61;224,07
62;223,58
63;223,53
64;223,49
65;223,43
66;223,39
67;223,27
68;223,22
69;223,18
70;223,12
71;223,07
72;223,06
73;222,95
74;222,91
75;222,76
76;222,72
77;222,71
78;222,67
79;222,63
80;222,54
81;222,35
82;222,07
83;221,99
84;221,86
85;221,76
86;221,66
87;221,52
88;221,44
89;221,16
90;220,96
91;220,63
92;220,58
93;220,55
94;220,52
95;220,42
96;220,35
97;219,91
98;219,84
99;219,83
100;219,81
101;219,72
102;219,03
103;218,91
104;218,87
105;218,81
106;218,65
107;218,59
108;218,57
109;218,34
110;218,34
111;218,31
112;218,28
113;218,22
114;217,89
115;217,84
116;217,78
117;216,72
118;216,50
119;216,12
120;216,09
121;215,99
122;215,08
123;214,86
124;214,84
125;214,79
126;214,72
127;214,53
128;214,33
129;214,20
130;214,11
131;213,93
132;213,78
133;213,20
134;213,19
135;213,14
136;213,03
137;213,03
138;212,98
139;212,81
140;212,76
141;212,68
142;212,52
143;212,38
144;212,37
145;212,18
146;211,22
147;211,09
148;210,98
149;210,87
150;210,67
151;210,54
152;210,31
153;210,27
154;210,23
155;210,22
156;209,94
157;209,88
158;209,85
159;209,70
160;209,59
161;209,56
162;209,54
163;209,52
164;209,26
165;209,10
166;209,00
167;208,99
168;208,91
169;208,84
170;208,82
171;208,50
172;208,11
173;207,47
174;207,43
175;207,37
176;207,37
177;207,33
178;207,28
179;207,08
180;207,05
181;206,99
182;206,84
183;206,75
184;206,61
185;206,51
186;206,47
187;206,42
188;206,08
189;206,04
190;205,71
191;205,61
192;205,55
193;205,53
194;205,28
195;205,10
196;205,08
197;205,04
198;205,02
199;204,94
200;204,88
201;204,75
202;204,54
203;204,51
204;204,46
205;204,38
206;204,36
207;204,19
208;204,11
209;203,96
210;203,95
211;203,90
212;203,82
213;203,81
214;203,78
215;203,77
216;203,68
217;203,62
218;203,53
219;203,48
220;203,28
221;203,12
222;203,09
223;202,99
224;202,99
225;202,98
226;202,83
227;202,80
228;202,75
229;202,73
230;202,59
231;202,52
232;202,49
233;202,48
234;202,46
235;202,43
236;202,42
237;202,34
238;202,31
239;202,27
240;202,22
241;202,18
242;202,14
243;202,09
244;202,03
245;201,97
246;201,93
247;201,92
248;201,87
249;201,83
250;201,82
251;201,81
252;201,79
253;201,79
254;201,60
255;201,38
256;201,34
257;201,20
258;201,20
259;201,18
260;201,13
261;201,13
262;201,10
263;201,05
264;201,03
265;200,97
266;200,97
267;200,96
268;200,72
269;200,72
270;200,71
271;200,61
272;200,58
273;200,57
274;200,20
275;200,20
276;200,19
277;200,11
278;200,06
279;200,05
280;199,98
281;199,90
282;199,73
283;199,51
284;199,39
285;199,30
286;199,20
287;199,18
288;199,14
289;199,02
290;199,02
291;198,97
292;198,95
293;198,93
294;198,81
295;198,55
296;198,46
297;198,45
298;198,31
299;198,31
300;198,29
301;198,22
302;198,21
303;198,17
304;198,12
305;198,06
306;197,94
307;197,82
308;197,77
309;197,68
310;197,61
311;197,59
312;197,41
313;197,40
314;197,35
315;197,27
316;197,26
317;197,13
318;197,12
319;197,09
320;197,08
321;197,07
322;197,03
323;197,01
324;196,94
325;196,90
326;196,83
327;196,78
328;196,68
329;196,55
330;196,45
331;196,30
332;196,27
333;196,18
334;196,18
335;196,13
336;196,09
337;196,06
338;195,94
339;195,86
340;195,81
341;195,74
342;195,73
343;195,72
344;195,70
345;195,69
346;195,62
347;195,59
348;195,57
349;195,54
350;195,53
351;195,51
352;195,34
353;195,33
354;195,33
355;195,28
356;195,28
357;195,24
358;195,21
359;195,18
360;195,00
361;195,00
362;194,97
363;194,97
364;194,95
365;194,86
366;194,84
367;194,83
368;194,68
369;194,67
370;194,66
371;194,50
372;194,47
373;194,46
374;194,44
375;194,42
376;194,41
377;194,27
378;194,20
379;194,17
380;194,14
381;194,14
382;194,02
383;193,98
384;193,89
385;193,82
386;193,81
387;193,81
388;193,81
389;193,77
390;193,65
391;193,60
392;193,58
393;193,57
394;193,56
395;193,55
396;193,54
397;193,50
398;193,49
399;193,42
400;193,39
401;193,33
402;193,28
403;193,19
404;193,17
405;193,15
406;193,15
407;193,12
408;193,04
409;192,92
410;192,91
411;192,87
412;192,75
413;192,72
414;192,67
415;192,65
416;192,63
417;192,59
418;192,54
419;192,50
420;192,50
421;192,44
422;192,43
423;192,40
424;192,39
425;192,36
426;192,31
427;192,29
428;192,22
429;192,22
430;192,21
431;192,16
432;192,00
433;191,96
434;191,90
435;191,89
436;191,70
437;191,62
438;191,61
439;191,52
440;191,48
441;191,42
442;191,39
443;191,37
444;191,31
445;191,31
446;191,30
447;191,29
448;191,24
449;191,20
450;191,18
451;191,17
452;191,02
453;191,01
454;190,97
455;190,93
456;190,88
457;190,87
458;190,87
459;190,85
460;190,76
461;190,62
462;190,61
463;190,58
464;190,44
465;190,35
466;190,35
467;190,32
468;190,32
469;190,31
470;190,27
471;190,24
472;190,18
473;190,15
474;190,11
475;190,08
476;189,99
477;189,94
478;189,94
479;189,88
480;189,87
481;189,79
482;189,77
483;189,76
484;189,69
485;189,68
486;189,46
487;189,43
488;189,31
489;189,30
490;189,28
491;189,26
492;189,26
493;189,14
494;189,09
495;189,09
496;189,01
497;188,98
498;188,95
499;188,94
500;188,92
501;188,80
502;188,77
503;188,76
504;188,63
505;188,60
506;188,47
507;188,45
508;188,44
509;188,39
510;188,31
511;188,30
512;188,28
513;188,25
514;188,19
515;188,17
516;188,06
517;188,04
518;187,79
519;187,73
520;187,61
521;187,61
522;187,57
523;187,44
524;187,42
525;187,40
526;187,40
527;187,36
528;187,32
529;187,23
530;187,20
531;187,14
532;187,14
533;187,06
534;187,02
535;186,98
536;186,95
537;186,93
538;186,85
539;186,78
540;186,66
541;186,66
542;186,58
543;186,55
544;186,52
545;186,42
546;186,40
547;186,38
548;186,33
549;186,31
550;186,30
551;186,24
552;186,16
553;186,14
554;186,13
555;186,07
556;186,04
557;185,92
558;185,90
559;185,85
560;185,78
561;185,63
562;185,52
563;185,49
564;185,45
565;185,42
566;185,33
567;185,30
568;185,29
569;185,28
570;185,26
571;185,24
572;185,22
573;185,05
574;185,00
575;184,97
576;184,96
577;184,86
578;184,83
579;184,71
580;184,65
581;184,56
582;184,45
583;184,39
584;184,28
585;184,27
586;184,25
587;184,08
588;184,02
589;183,94
590;183,86
591;183,82
592;183,79
593;183,66
594;183,66
595;183,66
596;183,65
597;183,45
598;183,44
599;183,44
600;183,37
601;183,35
602;183,32
603;183,27
604;183,26
605;183,14
606;183,06
607;183,03
608;182,87
609;182,87
610;182,86
611;182,86
612;182,85
613;182,85
614;182,80
615;182,77
616;182,71
