Index;Consumption [kWh/h]
1;5793,43
2;5780,90
3;5774,77
4;5764,02
5;5757,82
6;5747,82
7;5744,96
8;5743,15
9;5739,16
10;5734,76
11;5733,42
12;5729,89
13;5724,29
14;5723,85
15;5721,48
16;5720,86
17;5720,83
18;5720,80
19;5716,42
20;5715,67
21;5712,22
22;5711,43
23;5709,73
24;5709,45
25;5708,53
26;5707,05
27;5707,02
28;5705,61
29;5704,28
30;5698,59
31;5696,87
32;5696,07
33;5694,84
34;5693,88
35;5693,67
36;5693,27
37;5692,89
38;5691,98
39;5691,64
40;5691,08
41;5690,30
42;5690,28
43;5690,25
44;5689,95
45;5688,66
46;5684,85
47;5684,09
48;5683,55
49;5682,46
50;5681,29
51;5679,65
52;5678,62
53;5676,04
54;5674,27
55;5672,42
56;5666,10
57;5664,71
58;5664,00
59;5663,49
60;5661,71
61;5659,23
62;5656,03
63;5652,61
64;5651,66
65;5647,86
66;5647,50
67;5647,32
68;5643,11
69;5641,47
70;5640,03
71;5638,64
72;5635,29
73;5635,07
74;5633,60
75;5632,83
76;5632,66
77;5632,62
78;5631,58
79;5630,94
80;5630,41
81;5628,03
82;5627,36
83;5626,64
84;5623,92
85;5623,57
86;5622,45
87;5622,26
88;5622,10
89;5621,71
90;5620,83
91;5620,57
92;5614,17
93;5610,40
94;5607,22
95;5606,55
96;5605,00
97;5603,64
98;5603,40
99;5601,34
100;5600,47
101;5599,98
102;5599,89
103;5596,67
104;5594,87
105;5594,23
106;5593,43
107;5593,41
108;5592,04
109;5590,74
110;5590,57
111;5589,71
112;5589,51
113;5589,01
114;5588,48
115;5587,83
116;5587,61
117;5587,01
118;5586,79
119;5582,88
120;5582,65
121;5582,25
122;5581,46
123;5581,07
124;5579,56
125;5578,43
126;5570,69
127;5570,59
128;5570,16
129;5561,68
130;5551,31
131;5539,63
132;5495,44
133;5263,80
134;5240,00
135;5237,03
136;5235,86
137;5234,49
138;5233,64
139;5232,73
140;5231,20
141;5229,84
142;5224,26
143;5223,25
144;5223,13
145;5220,82
146;5219,47
147;5219,46
148;5216,31
149;5215,89
150;5214,74
151;5213,16
152;5211,85
153;5210,71
154;5210,67
155;5209,31
156;5208,63
157;5208,38
158;5208,24
159;5205,78
160;5204,55
161;5203,96
162;5203,12
163;5203,12
164;5203,04
165;5203,03
166;5202,26
167;5200,58
168;5199,80
169;5198,39
170;5198,29
171;5197,77
172;5195,56
173;5195,54
174;5195,54
175;5195,14
176;5193,46
177;5191,66
178;5190,77
179;5189,79
180;5189,02
181;5188,34
182;5188,19
183;5187,55
184;5187,33
185;5187,28
186;5187,01
187;5186,61
188;5185,01
189;5184,71
190;5183,94
191;5183,47
192;5183,19
193;5182,53
194;5182,19
195;5181,48
196;5181,30
197;5179,34
198;5179,21
199;5176,06
200;5175,65
201;5174,97
202;5173,77
203;5173,32
204;5172,71
205;5172,45
206;5172,15
207;5171,79
208;5170,81
209;5170,78
210;5170,43
211;5169,70
212;5168,41
213;5166,59
214;5166,52
215;5162,16
216;5158,64
217;5157,68
218;5156,90
219;5155,84
220;5154,84
221;5154,78
222;5154,17
223;5153,87
224;5152,19
225;5151,40
226;5149,62
227;5149,28
228;5148,27
229;5146,42
230;5144,04
231;5143,08
232;5143,02
233;5142,40
234;5141,57
235;5141,54
236;5139,23
237;5135,20
238;5134,54
239;5132,12
240;5130,11
241;5129,18
242;5129,10
243;5128,77
244;5127,88
245;5127,58
246;5127,20
247;5126,54
248;5122,06
249;5120,40
250;5117,18
251;5113,56
252;5112,29
253;5111,49
254;5106,79
255;5104,19
256;5102,90
257;5101,08
258;5100,34
259;5097,13
260;5097,11
261;5096,33
262;5091,33
263;5082,67
264;5078,11
265;5059,97
266;5056,95
267;5035,09
268;5029,16
269;5027,41
270;5020,94
271;5014,99
272;5007,90
273;5007,00
274;5006,25
275;5005,33
276;5005,07
277;5005,01
278;5003,67
279;5002,40
280;5000,79
281;4992,98
282;4991,62
283;4990,16
284;4989,70
285;4986,86
286;4986,18
287;4985,74
288;4984,12
289;4983,09
290;4982,62
291;4981,37
292;4980,99
293;4979,56
294;4978,00
295;4977,84
296;4977,59
297;4976,48
298;4974,97
299;4974,61
300;4972,30
301;4972,14
302;4971,94
303;4971,48
304;4968,01
305;4967,24
306;4960,58
307;4958,76
308;4957,69
309;4957,21
310;4956,20
311;4954,78
312;4954,64
313;4952,99
314;4952,82
315;4951,23
316;4951,14
317;4950,87
318;4950,09
319;4949,35
320;4945,29
321;4944,30
322;4943,11
323;4942,78
324;4942,31
325;4941,03
326;4939,84
327;4938,68
328;4937,07
329;4936,34
330;4930,00
331;4929,70
332;4929,51
333;4927,47
334;4926,33
335;4925,56
336;4924,40
337;4922,85
338;4922,44
339;4921,57
340;4920,82
341;4920,05
342;4919,82
343;4918,64
344;4917,87
345;4917,43
346;4916,65
347;4916,48
348;4915,35
349;4914,48
350;4914,09
351;4914,06
352;4914,05
353;4913,68
354;4912,68
355;4912,30
356;4911,77
357;4910,93
358;4910,31
359;4910,01
360;4908,88
361;4908,57
362;4908,41
363;4907,32
364;4907,00
365;4906,36
366;4906,21
367;4906,17
368;4905,86
369;4905,63
370;4904,86
371;4904,50
372;4904,38
373;4903,67
374;4903,38
375;4902,00
376;4901,96
377;4901,92
378;4901,77
379;4901,54
380;4901,51
381;4900,99
382;4900,59
383;4900,07
384;4899,80
385;4899,79
386;4898,98
387;4898,83
388;4898,40
389;4897,89
390;4897,00
391;4896,54
392;4896,41
393;4895,98
394;4895,95
395;4895,90
396;4895,53
397;4895,06
398;4894,66
399;4894,58
400;4894,44
401;4893,75
402;4893,27
403;4893,03
404;4892,90
405;4892,65
406;4891,50
407;4890,43
408;4889,86
409;4888,96
410;4888,72
411;4888,42
412;4887,93
413;4887,82
414;4887,56
415;4886,10
416;4885,94
417;4885,62
418;4885,20
419;4885,08
420;4884,44
421;4883,78
422;4883,17
423;4882,53
424;4882,37
425;4881,47
426;4881,35
427;4880,77
428;4878,76
429;4878,06
430;4878,06
431;4876,60
432;4875,89
433;4875,69
434;4875,35
435;4874,10
436;4874,00
437;4873,87
438;4873,64
439;4873,57
440;4872,85
441;4871,84
442;4871,79
443;4871,45
444;4871,43
445;4870,98
446;4870,91
447;4870,50
448;4870,10
449;4870,06
450;4868,34
451;4867,16
452;4866,62
453;4866,57
454;4866,13
455;4865,35
456;4864,33
457;4864,29
458;4864,06
459;4863,18
460;4862,84
461;4862,46
462;4862,41
463;4862,15
464;4862,01
465;4861,99
466;4861,93
467;4861,06
468;4860,82
469;4860,19
470;4859,97
471;4859,80
472;4859,73
473;4858,37
474;4858,30
475;4858,13
476;4857,70
477;4857,51
478;4857,12
479;4856,29
480;4855,69
481;4854,39
482;4850,81
483;4850,60
484;4850,60
485;4850,40
486;4850,01
487;4849,46
488;4847,87
489;4847,53
490;4846,89
491;4845,98
492;4845,87
493;4845,85
494;4845,80
495;4845,60
496;4845,02
497;4843,99
498;4843,37
499;4842,70
500;4841,71
501;4840,45
502;4840,18
503;4839,73
504;4838,15
505;4836,88
506;4836,58
507;4836,49
508;4836,43
509;4836,40
510;4836,08
511;4834,85
512;4832,83
513;4832,02
514;4829,70
515;4828,81
516;4828,06
517;4825,87
518;4819,77
519;4818,80
520;4813,29
