Index;Consumption [kWh/h]
1;4174,82
2;4159,71
3;4152,75
4;4140,73
5;4133,92
6;4133,69
7;4128,47
8;4122,80
9;4121,23
10;4119,57
11;4118,96
12;4118,85
13;4118,84
14;4117,58
15;4108,59
16;4107,66
17;4107,60
18;4105,59
19;4104,69
20;4101,71
21;4101,04
22;4099,58
23;4099,37
24;4098,53
25;4098,10
26;4096,66
27;4095,95
28;4094,20
29;4093,60
30;4093,50
31;4093,47
32;4093,00
33;4092,99
34;4092,96
35;4092,69
36;4091,74
37;4090,77
38;4090,77
39;4089,15
40;4088,23
41;4085,29
42;4085,17
43;4084,73
44;4084,06
45;4082,03
46;4081,32
47;4080,98
48;4079,80
49;4079,30
50;4079,01
51;4077,89
52;4077,46
53;4077,38
54;4076,34
55;4075,24
56;4073,69
57;4072,65
58;4071,48
59;4070,11
60;4069,45
61;4068,61
62;4068,24
63;4067,80
64;4065,85
65;4065,41
66;4064,47
67;4062,72
68;4061,37
69;4059,83
70;4059,78
71;4059,39
72;4059,26
73;4058,74
74;4057,34
75;4056,58
76;4056,44
77;4054,65
78;4053,60
79;4050,87
80;4048,91
81;4045,79
82;4044,17
83;4043,80
84;4043,62
85;4043,43
86;4042,64
87;4041,78
88;4040,69
89;4035,31
90;4034,61
91;4034,21
92;4033,82
93;4033,43
94;4032,91
95;4030,58
96;4027,23
97;4026,57
98;4025,88
99;4022,01
100;4021,18
101;4020,84
102;4018,93
103;4017,60
104;4017,07
105;4016,79
106;4015,25
107;4014,02
108;4013,71
109;4011,34
110;4011,14
111;4010,62
112;4010,27
113;4010,08
114;4008,56
115;4004,70
116;4001,75
117;4001,45
118;4000,47
119;3999,17
120;3998,85
121;3996,19
122;3995,39
123;3993,85
124;3993,33
125;3993,25
126;3992,49
127;3991,60
128;3988,84
129;3987,87
130;3987,81
131;3977,77
132;3966,56
133;3811,80
134;3795,96
135;3793,26
136;3782,04
137;3771,74
138;3769,73
139;3767,70
140;3765,70
141;3764,01
142;3763,21
143;3761,86
144;3760,73
145;3758,64
146;3756,87
147;3754,56
148;3753,93
149;3752,52
150;3752,25
151;3751,59
152;3750,34
153;3749,98
154;3749,12
155;3748,39
156;3748,36
157;3747,61
158;3747,02
159;3746,38
160;3746,07
161;3744,71
162;3744,42
163;3744,27
164;3744,25
165;3741,39
166;3740,77
167;3740,76
168;3740,67
169;3739,48
170;3738,41
171;3738,33
172;3736,71
173;3736,66
174;3736,22
175;3736,21
176;3735,65
177;3734,97
178;3733,44
179;3732,28
180;3732,24
181;3732,18
182;3731,71
183;3731,57
184;3731,25
185;3731,19
186;3730,16
187;3729,96
188;3729,38
189;3728,84
190;3728,73
191;3724,12
192;3723,99
193;3723,94
194;3723,87
195;3723,86
196;3722,91
197;3722,15
198;3721,73
199;3721,67
200;3721,19
201;3721,06
202;3720,55
203;3720,46
204;3719,01
205;3718,23
206;3717,67
207;3717,32
208;3715,43
209;3715,07
210;3714,55
211;3714,27
212;3714,05
213;3712,47
214;3711,21
215;3709,95
216;3709,75
217;3709,59
218;3708,84
219;3708,63
220;3708,14
221;3704,43
222;3704,02
223;3704,02
224;3703,60
225;3703,36
226;3701,69
227;3701,58
228;3699,92
229;3698,47
230;3697,96
231;3696,55
232;3696,48
233;3695,85
234;3695,47
235;3695,11
236;3694,75
237;3691,98
238;3691,97
239;3690,28
240;3689,66
241;3689,43
242;3686,36
243;3685,52
244;3683,76
245;3680,56
246;3679,68
247;3679,12
248;3677,46
249;3677,25
250;3676,94
251;3674,99
252;3672,91
253;3672,30
254;3671,27
255;3670,83
256;3670,39
257;3670,04
258;3668,06
259;3656,25
260;3647,66
261;3645,78
262;3643,02
263;3635,77
264;3631,52
265;3622,78
266;3619,71
267;3617,27
268;3616,40
269;3615,40
270;3611,79
271;3611,37
272;3606,11
273;3604,34
274;3602,96
275;3600,42
276;3599,98
277;3597,72
278;3593,95
279;3593,89
280;3590,73
281;3590,53
282;3586,84
283;3586,27
284;3583,72
285;3583,70
286;3579,39
287;3577,44
288;3575,71
289;3574,56
290;3574,03
291;3573,80
292;3573,38
293;3573,02
294;3572,94
295;3572,36
296;3571,79
297;3571,76
298;3571,64
299;3571,58
300;3571,04
301;3570,21
302;3567,55
303;3567,42
304;3566,45
305;3565,69
306;3565,46
307;3565,06
308;3564,58
309;3564,07
310;3563,99
311;3563,04
312;3561,75
313;3561,48
314;3560,97
315;3560,03
316;3558,49
317;3558,20
318;3557,52
319;3557,11
320;3555,59
321;3555,53
322;3555,24
323;3554,81
324;3553,99
325;3552,12
326;3551,73
327;3550,00
328;3549,87
329;3547,25
330;3547,03
331;3546,64
332;3545,41
333;3545,37
334;3545,00
335;3544,74
336;3542,46
337;3542,20
338;3542,09
339;3541,65
340;3541,16
341;3541,12
342;3540,00
343;3539,50
344;3539,18
345;3538,26
346;3537,02
347;3536,85
348;3536,84
349;3535,41
350;3535,26
351;3535,13
352;3533,74
353;3533,71
354;3532,10
355;3531,59
356;3531,11
357;3530,52
358;3530,33
359;3529,53
360;3528,88
361;3528,80
362;3528,72
363;3527,89
364;3527,59
365;3527,55
366;3527,28
367;3525,93
368;3525,85
369;3525,84
370;3525,77
371;3525,42
372;3525,11
373;3524,27
374;3523,50
375;3523,42
376;3523,41
377;3523,02
378;3521,34
379;3521,30
380;3521,27
381;3520,72
382;3520,01
383;3519,94
384;3519,86
385;3519,68
386;3519,43
387;3518,91
388;3518,68
389;3518,19
390;3518,17
391;3517,99
392;3517,49
393;3517,26
394;3517,24
395;3517,07
396;3517,06
397;3516,97
398;3516,96
399;3516,78
400;3515,71
401;3515,44
402;3515,35
403;3514,10
404;3513,57
405;3513,31
406;3513,30
407;3513,29
408;3512,32
409;3512,08
410;3512,01
411;3511,23
412;3511,20
413;3511,19
414;3510,58
415;3510,03
416;3510,02
417;3509,89
418;3509,78
419;3509,69
420;3509,27
421;3509,07
422;3508,12
423;3507,98
424;3507,62
425;3507,61
426;3506,89
427;3506,88
428;3506,29
429;3506,06
430;3505,96
431;3505,44
432;3503,65
433;3503,47
434;3502,98
435;3502,57
436;3502,09
437;3502,07
438;3501,61
439;3501,38
440;3501,24
441;3500,33
442;3500,03
443;3499,66
444;3499,50
445;3499,45
446;3499,41
447;3499,35
448;3499,28
449;3498,42
450;3498,25
451;3498,13
452;3497,96
453;3497,71
454;3497,33
455;3496,91
456;3496,64
457;3496,02
458;3494,74
459;3494,35
460;3493,32
461;3493,26
462;3492,47
463;3492,04
464;3491,52
465;3490,62
466;3490,08
467;3489,84
468;3489,45
469;3489,21
470;3488,85
471;3488,49
472;3487,71
473;3487,62
474;3487,51
475;3487,01
476;3486,87
477;3486,39
478;3486,39
479;3486,34
480;3486,23
481;3486,11
482;3483,90
483;3482,93
484;3482,77
485;3482,17
486;3482,16
487;3481,32
488;3481,19
489;3481,03
490;3480,58
491;3479,63
492;3479,42
493;3479,26
494;3479,21
495;3477,75
496;3476,59
497;3475,39
498;3474,81
499;3474,70
500;3474,52
501;3472,11
502;3471,76
503;3469,50
504;3469,47
505;3469,11
506;3467,61
507;3466,46
508;3465,54
509;3464,89
510;3464,77
511;3461,87
512;3461,32
513;3457,78
514;3456,67
515;3452,41
516;3450,10
517;3448,99
518;3447,24
519;3444,00
520;3443,64
521;3441,65
522;3441,41
523;3441,02
524;3439,34
525;3434,45
526;3434,08
527;3431,32
528;3401,83
529;3400,93
530;3397,32
531;3397,14
532;3396,71
533;3394,24
534;3393,42
535;3391,68
536;3391,66
537;3389,83
538;3387,62
539;3384,19
540;3383,44
541;3381,85
542;3381,44
543;3380,33
544;3379,70
545;3379,49
546;3378,18
547;3377,54
548;3376,81
549;3376,54
550;3373,89
551;3373,48
552;3373,20
553;3373,08
554;3372,75
555;3372,58
556;3372,13
557;3371,67
558;3369,81
559;3369,37
560;3369,24
561;3368,49
562;3368,46
563;3366,98
564;3366,96
565;3366,57
566;3366,05
567;3365,46
568;3365,08
569;3364,66
570;3364,12
571;3362,92
572;3362,77
573;3362,54
574;3362,32
575;3361,13
576;3360,39
577;3359,05
578;3358,54
579;3358,29
580;3358,15
581;3357,07
582;3356,43
583;3355,54
584;3353,64
585;3352,94
586;3352,68
587;3352,66
588;3351,32
589;3350,77
590;3350,34
591;3349,98
592;3348,93
593;3346,89
594;3346,79
595;3346,77
596;3346,26
597;3346,18
598;3343,00
599;3342,84
600;3342,28
601;3342,20
602;3340,79
603;3339,88
604;3339,56
605;3339,46
606;3338,94
607;3338,13
608;3337,48
609;3336,67
610;3335,71
611;3335,55
612;3335,07
613;3334,80
614;3334,28
615;3333,99
616;3333,29
617;3331,62
618;3331,17
619;3330,71
620;3329,23
621;3327,89
622;3327,85
623;3327,35
624;3326,36
625;3325,13
626;3324,10
627;3322,86
628;3321,82
629;3321,56
630;3321,29
631;3321,01
632;3319,02
633;3318,87
634;3318,83
635;3318,64
636;3317,21
637;3316,01
638;3312,71
639;3310,68
640;3309,41
641;3308,63
642;3307,69
643;3306,26
644;3306,03
645;3305,65
646;3303,04
647;3302,92
648;3302,82
649;3301,30
650;3299,83
651;3293,59
652;3290,41
653;3288,82
654;3285,18
655;3280,28
656;3277,24
657;3274,72
658;3255,21
659;3254,55
660;3252,68
661;3250,19
662;3247,22
663;3243,84
664;3243,80
665;3239,43
666;3238,43
667;3235,02
668;3232,31
669;3229,82
670;3226,01
671;3224,20
672;3223,31
673;3222,33
674;3221,90
675;3221,51
676;3219,91
677;3219,45
678;3218,19
679;3218,13
680;3217,15
681;3215,16
682;3212,56
683;3212,30
684;3212,17
685;3211,58
686;3211,53
687;3210,03
688;3209,64
689;3208,01
690;3207,42
691;3203,72
692;3203,15
693;3202,36
694;3202,25
695;3201,69
696;3201,18
697;3200,62
698;3197,96
699;3197,30
700;3194,94
701;3193,50
702;3192,23
703;3190,93
704;3188,23
705;3187,09
706;3186,14
707;3183,02
708;3182,53
709;3182,01
710;3181,76
711;3180,34
712;3179,59
713;3177,47
714;3176,58
715;3175,68
716;3174,41
717;3172,87
718;3172,85
719;3171,53
720;3170,88
721;3166,65
722;3165,88
723;3165,25
724;3163,54
725;3162,84
726;3161,70
727;3161,19
728;3158,79
729;3158,75
730;3158,67
731;3158,51
732;3158,41
733;3157,70
734;3157,26
735;3157,04
736;3156,29
737;3156,13
738;3155,81
739;3154,95
740;3153,53
741;3152,88
742;3152,88
743;3152,80
744;3152,03
745;3151,67
746;3151,36
747;3151,02
748;3148,65
749;3147,70
750;3147,24
751;3145,43
752;3145,05
753;3144,81
754;3144,46
755;3144,24
756;3143,38
757;3142,95
758;3142,01
759;3142,00
760;3141,59
761;3141,21
762;3140,63
763;3139,99
764;3139,66
765;3139,40
766;3138,93
767;3138,86
768;3138,71
769;3138,18
770;3137,91
771;3137,58
772;3137,44
773;3137,19
774;3137,08
775;3136,60
776;3136,41
777;3136,37
778;3135,58
779;3135,37
780;3135,37
781;3135,09
782;3134,37
783;3134,34
784;3133,86
785;3133,81
786;3133,62
787;3133,53
788;3133,11
789;3132,52
790;3132,14
791;3131,94
792;3131,69
793;3131,66
794;3129,84
795;3129,68
796;3129,52
797;3128,72
798;3128,19
799;3128,10
800;3127,29
801;3127,06
802;3126,65
803;3125,62
804;3125,62
805;3125,60
806;3123,94
807;3123,86
808;3123,77
809;3123,03
810;3122,95
811;3122,66
812;3122,53
813;3122,13
814;3121,96
815;3121,73
816;3121,13
817;3121,02
818;3120,88
819;3120,83
820;3120,46
821;3120,45
822;3120,31
823;3120,13
824;3119,81
825;3119,51
826;3118,64
827;3118,53
828;3118,47
829;3118,02
830;3118,02
831;3117,67
832;3117,29
833;3117,18
834;3117,17
835;3116,53
836;3115,69
837;3115,32
838;3115,08
839;3114,90
840;3114,75
841;3114,35
842;3113,85
843;3113,26
844;3112,69
845;3112,51
846;3112,40
847;3112,16
848;3112,13
849;3111,45
850;3111,45
851;3110,96
