# Building;DEBE3D04YY500007M4;DEBE3DgZbme1ZMDW;DEBE3DMBulzfbjdu;DEBE3D04YY500005Q9;UUID_72b91406-0784-46b6-8563-0414a46e0fab;DEBE3D04YY50000I3M;DEBE3D04YY50000L9h;DEBE3DGyS6UnYPbk;DEBE3D04YY500001CZ;DEBE04YY50000RcL_01;DEBE3DMzKRHcP8Sc;DEBE3DPoHWOmvcnP
# Year of Construction;1900;1905;1905;1900;1905;1905;1905;1905;1900;1905;1905;1905
# Footprint;70,87;337,42;643,74;12,40;256,40;686,28;636,62;802,00;139,96;700,69;67,11;36,56
# Number of Households;1;19;36;1;42;41;35;22;1;42;6;2
# Number of Occupants;2;38;78;1;62;71;60;32;3;82;13;4
# Heated Area;58,91;1525,37;2895,07;10,30;2304,42;3294,09;2770,61;1376,18;218,83;3363,31;377,30;165,48
# Number of Occupants per Household;[2];[2, 1, 2, 1, 4, 2, 2, 2, 5, 1, 2, 1, 3, 1, 1, 1, 1, 2, 4];[1, 1, 5, 2, 3, 2, 4, 4, 1, 3, 5, 1, 1, 3, 1, 1, 4, 2, 3, 1, 4, 2, 3, 1, 1, 4, 3, 2, 1, 1, 1, 1, 2, 1, 1, 2];[1];[3, 2, 3, 5, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1];[2, 4, 2, 3, 2, 1, 3, 3, 1, 1, 1, 3, 3, 2, 2, 1, 3, 2, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1];[2, 1, 1, 2, 1, 4, 2, 2, 3, 2, 1, 2, 3, 2, 3, 1, 2, 1, 1, 2, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1];[1, 1, 1, 3, 1, 1, 2, 2, 4, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[3];[3, 3, 2, 2, 1, 5, 1, 2, 3, 1, 2, 3, 1, 2, 1, 1, 2, 4, 1, 3, 2, 3, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1];[2, 4, 1, 1, 2, 3];[2, 2]
# Heated Area per Household;[59];[91,115,67,34,84,198,57,210,69,72,67,70,140,42,45,28,37,26,73];[49,51,123,67,116,68,115,82,64,118,149,60,38,69,48,82,146,80,77,65,118,169,85,69,65,174,112,44,68,47,57,20,60,41,23,76];[10];[92,42,61,128,134,46,153,139,107,53,79,51,28,27,54,57,24,59,46,42,36,27,53,40,44,22,52,44,45,37,40,24,55,40,41,38,40,42,22,34,61,46];[52,127,22,195,163,50,90,170,92,69,73,158,149,75,46,126,84,108,104,58,127,130,50,113,81,82,84,22,31,56,80,57,42,22,61,20,54,41,42,36,48];[161,42,59,79,100,68,66,206,163,62,93,72,97,132,102,58,59,66,92,86,53,166,124,44,64,77,34,36,41,52,30,50,49,38,47];[83,20,50,128,69,58,100,72,102,80,103,86,47,47,45,26,32,38,52,52,30,55];[219];[79,104,71,126,44,151,51,113,65,77,91,101,46,72,70,57,142,82,26,68,64,137,45,102,68,103,144,67,65,36,146,219,22,120,95,49,28,21,57,21,68,51];[116,61,44,28,88,41];[60,105]

# Date Time;Energy / timestep
# [DD.MM.YYYY HH:MM];[kWh/h]
01.01.2024 00:00;0,188;4,804;7,402;0,094;6,417;7,787;6,100;3,569;0,127;7,576;0,994;0,359
01.01.2024 01:00;0,531;4,466;7,634;0,114;6,736;7,594;5,698;3,534;0,231;8,458;1,191;0,423
01.01.2024 02:00;0,327;3,770;5,214;0,059;5,969;6,668;4,754;2,621;0,226;6,680;1,301;0,271
01.01.2024 03:00;0,199;3,925;4,467;0,031;6,721;6,411;5,210;2,955;0,348;6,496;1,272;0,146
01.01.2024 04:00;0,080;4,106;4,931;0,056;6,382;6,571;5,660;2,809;0,328;6,536;1,177;0,116
01.01.2024 05:00;0,028;5,488;5,941;0,172;8,601;8,533;6,596;3,548;0,190;8,372;1,177;0,146
01.01.2024 06:00;0,044;7,078;10,855;0,131;11,627;14,095;10,414;6,888;0,363;14,654;2,171;0,311
01.01.2024 07:00;0,036;8,986;11,838;0,267;14,209;18,126;14,584;8,858;0,473;19,551;3,529;0,534
01.01.2024 08:00;0,269;9,483;15,339;0,262;17,723;21,238;16,760;9,299;0,838;21,341;3,851;0,449
01.01.2024 09:00;1,654;12,588;22,670;0,259;24,307;30,293;24,526;15,184;0,484;33,749;5,409;1,614
01.01.2024 10:00;1,165;9,700;21,402;0,476;21,207;25,690;19,364;14,536;1,280;31,675;5,295;0,815
01.01.2024 11:00;0,040;13,441;30,247;0,519;30,686;36,956;26,147;14,722;2,384;35,238;5,263;0,920
01.01.2024 12:00;0,143;14,892;28,722;0,351;25,997;34,966;23,244;12,335;1,577;32,383;5,163;0,872
01.01.2024 13:00;0,053;9,583;20,439;0,296;22,337;27,250;16,485;11,613;1,365;24,471;6,238;0,826
01.01.2024 14:00;0,051;13,103;20,940;0,265;24,713;28,035;21,937;11,860;1,575;29,053;4,045;1,031
01.01.2024 15:00;0,252;16,070;26,413;0,406;26,704;26,028;30,018;12,311;1,888;33,270;3,288;0,845
01.01.2024 16:00;0,410;19,623;30,387;0,252;27,218;29,768;31,155;14,643;1,795;35,530;3,124;1,621
01.01.2024 17:00;0,584;18,955;37,066;0,520;33,191;34,133;37,294;16,691;2,113;41,260;4,900;3,688
01.01.2024 18:00;0,720;18,043;34,816;0,711;35,253;34,278;35,779;15,978;0,145;41,080;7,728;2,209
01.01.2024 19:00;1,211;16,581;30,538;0,351;31,873;27,736;31,588;13,640;0,972;36,575;5,813;1,401
01.01.2024 20:00;0,598;13,437;27,958;0,415;23,363;24,832;25,200;10,710;1,367;28,355;4,317;1,919
01.01.2024 21:00;0,374;10,337;22,292;0,277;19,305;20,000;18,534;9,135;0,790;22,927;3,369;1,247
01.01.2024 22:00;0,135;7,372;13,465;0,281;12,699;15,058;12,331;6,727;0,564;16,244;2,657;0,891
01.01.2024 23:00;0,258;5,031;8,319;0,157;7,915;10,000;8,189;4,376;0,317;10,925;1,164;0,566
02.01.2024 00:00;0,071;4,080;8,696;0,117;6,266;6,749;6,915;3,960;0,233;10,428;1,734;0,341
02.01.2024 01:00;0,085;4,275;7,313;0,070;6,404;7,645;7,260;4,250;0,082;10,049;1,100;0,382
02.01.2024 02:00;0,094;2,998;6,471;0,061;5,623;7,001;7,062;3,811;0,378;8,138;1,120;0,438
02.01.2024 03:00;0,113;3,087;6,095;0,026;5,113;6,593;6,700;3,182;0,459;7,543;0,698;0,324
02.01.2024 04:00;0,091;2,975;5,579;0,030;4,988;6,155;5,969;2,687;0,470;7,394;0,619;0,212
02.01.2024 05:00;0,375;3,699;7,415;0,034;7,459;7,889;7,988;4,027;0,628;9,702;1,181;0,202
02.01.2024 06:00;0,371;6,160;11,974;0,136;12,871;14,577;12,013;7,324;0,706;15,048;1,752;0,142
02.01.2024 07:00;0,260;9,703;15,904;0,400;17,782;20,792;15,770;9,722;1,359;21,380;1,473;0,709
02.01.2024 08:00;0,400;14,530;22,083;0,717;20,077;23,981;16,710;11,763;0,711;25,296;3,057;1,280
02.01.2024 09:00;0,418;14,378;25,729;0,623;28,093;28,937;23,304;16,455;0,439;32,044;4,958;1,218
02.01.2024 10:00;0,253;12,073;26,903;0,627;26,642;28,653;21,412;14,617;1,351;24,531;3,463;0,968
02.01.2024 11:00;0,386;14,711;34,939;0,522;34,722;33,395;28,004;17,379;3,157;34,439;5,685;1,933
02.01.2024 12:00;0,970;16,038;33,617;0,455;28,764;31,848;28,898;15,825;1,933;33,284;6,640;1,558
02.01.2024 13:00;0,424;13,323;23,561;0,214;17,971;27,091;20,969;12,591;1,341;25,604;4,567;1,022
02.01.2024 14:00;0,506;12,367;27,849;0,252;19,581;25,016;23,680;11,998;0,600;27,185;5,180;1,544
02.01.2024 15:00;0,706;11,472;28,621;0,339;24,731;28,854;22,695;13,238;1,144;30,702;3,405;1,499
02.01.2024 16:00;1,415;11,391;30,970;0,582;27,226;29,637;27,237;16,069;0,749;33,192;4,895;1,328
