Index;Consumption [kWh/h]
1;5770,50
2;5765,11
3;5759,59
4;5756,40
5;5754,07
6;5752,53
7;5746,91
8;5744,67
9;5743,63
10;5739,15
11;5738,93
12;5733,73
13;5731,55
14;5730,29
15;5728,81
16;5727,78
17;5722,77
18;5720,63
19;5720,20
20;5712,90
21;5712,49
22;5710,98
23;5710,15
24;5709,32
25;5709,06
26;5708,57
27;5705,73
28;5705,47
29;5704,53
30;5704,49
31;5703,62
32;5702,90
33;5696,21
34;5694,78
35;5694,02
36;5692,55
37;5691,10
38;5688,80
39;5687,89
40;5683,98
41;5683,63
42;5682,98
43;5680,68
44;5679,88
45;5679,03
46;5675,40
47;5669,95
48;5669,58
49;5669,57
50;5669,15
51;5668,58
52;5668,47
53;5665,75
54;5665,50
55;5663,68
56;5663,47
57;5662,32
58;5661,14
59;5660,55
60;5658,74
61;5655,83
62;5653,98
63;5652,57
64;5651,79
65;5650,98
66;5649,95
67;5648,05
68;5646,63
69;5645,11
70;5644,79
71;5641,87
72;5639,83
73;5637,79
74;5635,12
75;5632,26
76;5632,06
77;5629,31
78;5629,17
79;5628,89
80;5624,38
81;5621,55
82;5614,51
83;5611,93
84;5611,70
85;5611,57
86;5611,57
87;5611,09
88;5610,66
89;5609,81
90;5609,60
91;5608,93
92;5608,78
93;5608,75
94;5607,13
95;5605,60
96;5603,36
97;5602,61
98;5602,37
99;5599,67
100;5597,45
101;5597,05
102;5596,86
103;5596,29
104;5596,28
105;5594,25
106;5592,37
107;5591,87
108;5591,68
109;5591,33
110;5588,14
111;5587,40
112;5587,14
113;5586,50
114;5585,34
115;5583,39
116;5582,48
117;5581,72
118;5579,79
119;5579,40
120;5578,44
121;5577,43
122;5575,95
123;5575,63
124;5573,08
125;5567,99
126;5566,86
127;5562,23
128;5557,53
129;5546,15
130;5542,94
131;5541,75
132;5541,41
133;5272,93
134;5250,68
135;5247,80
136;5242,34
137;5241,22
138;5238,34
139;5233,41
140;5232,06
141;5231,74
142;5230,58
143;5228,84
144;5228,81
145;5227,33
146;5223,93
147;5222,80
148;5221,88
149;5221,59
150;5219,40
151;5218,00
152;5217,98
153;5217,11
154;5217,03
155;5213,17
156;5210,16
157;5209,74
158;5209,58
159;5209,46
160;5207,26
161;5207,12
162;5207,12
163;5205,64
164;5205,27
165;5205,01
166;5204,51
167;5202,67
168;5202,12
169;5201,30
170;5201,24
171;5200,24
172;5199,85
173;5199,80
174;5198,79
175;5198,48
176;5194,73
177;5193,83
178;5192,96
179;5192,75
180;5191,72
181;5191,29
182;5191,17
183;5190,18
184;5190,15
185;5189,56
186;5187,83
187;5186,96
188;5186,49
189;5185,87
190;5185,76
191;5185,22
192;5185,11
193;5184,99
194;5183,85
195;5182,98
196;5182,39
197;5181,72
198;5181,50
199;5180,72
200;5179,65
201;5178,00
202;5176,74
203;5176,49
204;5176,39
205;5176,09
206;5175,69
207;5175,37
208;5175,35
209;5174,83
210;5174,60
211;5171,52
212;5171,31
213;5171,01
214;5169,16
215;5168,87
216;5168,79
217;5168,07
218;5166,07
219;5165,34
220;5163,54
221;5163,43
222;5162,11
223;5161,95
224;5161,41
225;5160,14
226;5159,94
227;5159,47
228;5159,37
229;5159,33
230;5157,92
231;5156,63
232;5155,19
233;5155,07
234;5154,73
235;5154,16
236;5153,44
237;5152,45
238;5152,34
239;5151,60
240;5150,78
241;5150,12
242;5147,95
243;5147,23
244;5146,02
245;5144,70
246;5141,92
247;5139,97
248;5138,11
249;5134,81
