Index;Consumption [kWh/h]
1;243,91
2;242,50
3;241,41
4;237,92
5;236,75
6;235,71
7;235,50
8;233,56
9;233,33
10;232,89
11;232,72
12;232,68
13;232,07
14;231,92
15;231,85
16;231,81
17;231,62
18;231,27
19;230,84
20;230,39
21;230,33
22;230,31
23;230,20
24;230,09
25;230,00
26;228,64
27;228,44
28;228,29
29;228,21
30;227,89
31;227,69
32;227,51
33;227,44
34;227,01
35;227,00
36;226,74
37;226,52
38;226,47
39;226,45
40;226,43
41;226,21
42;226,19
43;226,14
44;225,73
45;225,57
46;225,43
47;225,39
48;225,23
49;225,00
50;224,99
51;224,99
52;224,98
53;224,89
54;224,88
55;224,84
56;224,83
57;224,70
58;224,47
59;224,33
60;224,25
61;224,10
62;223,81
63;223,75
64;223,72
65;223,51
66;223,26
67;223,26
68;223,26
69;223,25
70;223,19
71;223,10
72;222,75
73;222,75
74;222,67
75;222,59
76;222,54
77;222,54
78;222,30
79;222,27
80;221,74
81;221,64
82;220,94
83;220,73
84;220,42
85;220,26
86;220,14
87;219,80
88;219,69
89;219,58
90;219,53
91;219,37
92;219,16
93;219,10
94;219,09
95;218,73
96;218,69
97;218,47
98;218,33
99;218,31
100;218,18
101;218,16
102;217,90
103;217,86
104;217,64
105;217,42
106;217,40
107;217,35
108;217,29
109;217,00
110;216,91
111;216,74
112;216,44
113;216,43
114;216,31
115;216,29
116;216,26
117;216,09
118;215,86
119;215,69
120;215,69
121;215,60
122;215,23
123;215,21
124;215,17
125;214,88
126;214,55
127;214,48
128;214,32
129;214,31
130;214,01
131;213,98
132;213,87
133;213,70
134;213,69
135;213,65
136;213,65
137;213,63
138;213,60
139;213,58
140;212,86
141;212,85
142;212,32
143;212,31
144;212,19
145;212,15
146;212,10
147;211,97
148;211,96
149;211,89
150;211,78
151;211,77
152;211,50
153;211,48
154;211,30
155;211,20
156;211,16
157;211,06
158;210,92
159;210,89
160;210,81
161;210,79
162;210,68
163;210,64
164;210,62
165;210,44
166;210,41
167;210,32
168;210,16
169;210,15
170;209,94
171;209,65
172;209,53
173;209,48
174;209,41
175;209,30
176;209,27
177;209,17
178;209,11
179;209,09
180;208,95
181;208,85
182;208,81
183;208,78
184;208,63
185;208,54
186;208,48
187;208,47
188;208,17
189;208,07
190;207,97
191;207,90
192;207,61
193;207,60
194;207,56
195;207,29
196;207,02
197;206,92
198;206,86
199;206,76
200;206,69
201;206,36
202;206,35
203;206,31
204;206,27
205;206,27
206;206,16
207;206,07
208;206,07
209;205,94
210;205,92
211;205,89
212;205,89
213;205,89
214;205,80
215;205,68
216;205,55
217;205,55
218;205,51
219;205,40
220;205,39
221;205,28
222;204,97
223;204,84
224;204,68
225;204,54
226;204,50
227;204,39
228;204,23
229;204,23
230;204,21
231;204,08
232;204,03
233;203,98
234;203,89
235;203,62
236;203,56
237;203,41
238;203,37
239;203,22
240;203,22
241;203,22
242;203,14
243;203,07
244;203,07
245;202,99
246;202,96
247;202,81
248;202,67
249;202,48
250;202,42
251;202,06
252;201,99
253;201,89
254;201,81
255;201,75
256;201,56
257;201,56
258;201,54
259;201,49
260;201,45
261;201,44
262;201,30
263;201,12
264;201,11
265;201,09
266;201,00
267;200,79
268;200,64
269;200,62
270;200,55
271;200,54
272;200,43
273;200,42
274;200,28
275;200,14
276;200,11
277;200,08
278;200,03
279;200,02
280;200,00
281;199,83
282;199,76
283;199,52
284;199,47
285;199,43
286;199,40
287;199,33
288;199,31
289;199,29
290;199,21
291;199,19
292;199,16
293;199,15
294;199,15
295;199,12
296;199,04
297;199,02
298;198,98
299;198,94
300;198,91
301;198,86
302;198,80
303;198,80
304;198,80
305;198,79
306;198,78
307;198,68
308;198,59
309;198,54
310;198,28
311;198,26
312;198,21
313;198,21
314;198,17
315;198,17
316;198,05
317;198,01
318;198,00
319;197,97
320;197,93
321;197,92
322;197,86
323;197,86
324;197,80
325;197,69
326;197,67
327;197,65
328;197,64
329;197,60
330;197,58
331;197,56
332;197,55
333;197,53
334;197,50
335;197,46
336;197,46
337;197,46
338;197,45
339;197,44
340;197,27
341;197,20
342;197,11
343;197,05
344;196,94
345;196,90
346;196,70
347;196,64
348;196,60
349;196,57
350;196,56
351;196,54
352;196,45
353;196,44
354;196,40
355;196,34
356;196,26
357;196,25
358;196,07
359;196,05
360;196,05
361;196,05
362;195,98
363;195,98
364;195,94
365;195,87
366;195,79
367;195,73
368;195,73
369;195,72
370;195,64
371;195,53
372;195,50
373;195,49
374;195,48
375;195,46
376;195,44
377;195,42
378;195,35
379;195,21
380;195,20
381;195,16
382;195,00
383;194,99
384;194,79
385;194,79
386;194,78
387;194,71
388;194,62
389;194,56
390;194,51
391;194,48
392;194,43
393;194,35
394;194,30
395;194,25
396;194,14
397;194,11
398;194,10
399;194,08
400;193,94
401;193,89
402;193,82
403;193,75
404;193,73
405;193,55
406;193,55
407;193,51
408;193,48
409;193,41
410;193,40
411;193,39
412;193,38
413;193,34
414;193,28
415;193,26
416;193,21
417;193,18
418;193,14
419;193,13
420;193,09
421;193,09
422;193,06
423;193,01
424;192,99
425;192,97
426;192,85
427;192,82
428;192,81
429;192,69
430;192,65
431;192,65
432;192,60
433;192,51
434;192,42
435;192,40
436;192,38
437;192,38
438;192,29
439;192,27
440;192,25
441;192,24
442;192,20
443;192,06
444;192,02
445;191,99
446;191,93
447;191,86
448;191,86
449;191,85
450;191,66
451;191,45
452;191,43
453;191,43
454;191,39
455;191,32
456;191,26
457;191,23
458;191,19
459;191,06
460;191,02
461;191,01
462;190,96
463;190,94
464;190,74
465;190,70
466;190,69
467;190,64
468;190,45
469;190,37
470;190,36
471;190,10
472;190,04
473;190,01
474;190,00
475;189,96
476;189,96
477;189,96
478;189,88
479;189,86
480;189,86
481;189,80
482;189,79
483;189,74
484;189,73
485;189,70
486;189,65
487;189,61
488;189,60
489;189,56
490;189,54
491;189,50
492;189,46
493;189,42
494;189,37
495;189,32
496;189,32
497;189,27
498;189,25
499;189,17
500;189,06
501;189,01
502;189,01
503;188,99
504;188,93
505;188,89
506;188,80
507;188,80
508;188,72
509;188,61
510;188,55
511;188,55
512;188,52
513;188,51
514;188,46
515;188,37
516;188,34
517;188,28
518;188,26
519;188,22
520;188,13
521;188,13
522;188,12
523;188,04
524;188,00
525;187,88
526;187,85
527;187,78
528;187,75
529;187,74
530;187,72
531;187,72
532;187,72
533;187,65
534;187,62
535;187,56
536;187,55
537;187,55
538;187,42
539;187,36
540;187,32
541;187,14
