# Building;DEBE3D04YY500007M4;DEBE3DgZbme1ZMDW;DEBE3DMBulzfbjdu;DEBE3D04YY500005Q9;UUID_72b91406-0784-46b6-8563-0414a46e0fab;DEBE3D04YY50000I3M;DEBE3D04YY50000L9h;DEBE3DGyS6UnYPbk;DEBE3D04YY500001CZ;DEBE04YY50000RcL_01;DEBE3DMzKRHcP8Sc;DEBE3DPoHWOmvcnP
# Year of Construction;1900;1905;1905;1900;1905;1905;1905;1905;1900;1905;1905;1905
# Footprint;70,87;337,42;643,74;12,40;256,40;686,28;636,62;802,00;139,96;700,69;67,11;36,56
# Number of Households;1;19;36;1;42;41;35;22;1;42;6;2
# Number of Occupants;2;38;78;1;62;71;60;32;3;82;13;4
# Heated Area;58,91;1525,37;2895,07;10,30;2304,42;3294,09;2770,61;1376,18;218,83;3363,31;377,30;165,48
# Number of Occupants per Household;[2];[2, 1, 2, 1, 4, 2, 2, 2, 5, 1, 2, 1, 3, 1, 1, 1, 1, 2, 4];[1, 1, 5, 2, 3, 2, 4, 4, 1, 3, 5, 1, 1, 3, 1, 1, 4, 2, 3, 1, 4, 2, 3, 1, 1, 4, 3, 2, 1, 1, 1, 1, 2, 1, 1, 2];[1];[3, 2, 3, 5, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1];[2, 4, 2, 3, 2, 1, 3, 3, 1, 1, 1, 3, 3, 2, 2, 1, 3, 2, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1];[2, 1, 1, 2, 1, 4, 2, 2, 3, 2, 1, 2, 3, 2, 3, 1, 2, 1, 1, 2, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1];[1, 1, 1, 3, 1, 1, 2, 2, 4, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[3];[3, 3, 2, 2, 1, 5, 1, 2, 3, 1, 2, 3, 1, 2, 1, 1, 2, 4, 1, 3, 2, 3, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1];[2, 4, 1, 1, 2, 3];[2, 2]
# Heated Area per Household;[59];[91,115,67,34,84,198,57,210,69,72,67,70,140,42,45,28,37,26,73];[49,51,123,67,116,68,115,82,64,118,149,60,38,69,48,82,146,80,77,65,118,169,85,69,65,174,112,44,68,47,57,20,60,41,23,76];[10];[92,42,61,128,134,46,153,139,107,53,79,51,28,27,54,57,24,59,46,42,36,27,53,40,44,22,52,44,45,37,40,24,55,40,41,38,40,42,22,34,61,46];[52,127,22,195,163,50,90,170,92,69,73,158,149,75,46,126,84,108,104,58,127,130,50,113,81,82,84,22,31,56,80,57,42,22,61,20,54,41,42,36,48];[161,42,59,79,100,68,66,206,163,62,93,72,97,132,102,58,59,66,92,86,53,166,124,44,64,77,34,36,41,52,30,50,49,38,47];[83,20,50,128,69,58,100,72,102,80,103,86,47,47,45,26,32,38,52,52,30,55];[219];[79,104,71,126,44,151,51,113,65,77,91,101,46,72,70,57,142,82,26,68,64,137,45,102,68,103,144,67,65,36,146,219,22,120,95,49,28,21,57,21,68,51];[116,61,44,28,88,41];[60,105]

# Date Time;Energy / timestep
# [DD.MM.YYYY HH:MM];[kWh/h]
01.01.2022 00:00;0,042;4,080;6,514;0,106;7,011;9,392;6,054;3,492;0,145;10,190;0,775;0,302
01.01.2022 01:00;0,096;3,544;6,598;0,106;6,098;6,985;5,517;3,085;0,316;7,806;1,043;0,345
01.01.2022 02:00;0,245;3,632;7,027;0,112;6,564;7,569;6,011;2,988;0,308;7,749;1,417;0,303
01.01.2022 03:00;0,215;3,995;7,304;0,114;6,857;7,303;5,843;3,220;0,284;7,711;1,483;0,302
01.01.2022 04:00;0,192;3,835;6,549;0,122;6,308;6,226;5,871;2,948;0,149;7,104;1,419;0,348
01.01.2022 05:00;0,184;3,830;5,775;0,077;5,794;6,289;5,618;2,669;0,385;6,717;1,134;0,259
01.01.2022 06:00;0,250;3,721;7,679;0,123;6,598;7,525;6,126;3,142;0,333;8,367;1,001;0,301
01.01.2022 07:00;0,394;6,962;13,870;0,204;11,222;12,999;9,897;6,341;0,524;13,432;1,748;0,556
01.01.2022 08:00;0,869;12,751;18,490;0,307;18,189;17,092;16,712;8,527;0,575;18,830;2,632;0,736
01.01.2022 09:00;1,015;8,336;17,040;0,206;14,219;19,387;14,301;8,677;0,716;19,510;1,678;0,494
01.01.2022 10:00;1,189;8,505;15,385;0,258;13,138;17,600;13,514;7,565;0,773;15,649;1,561;0,532
01.01.2022 11:00;0,730;9,531;18,796;0,315;11,524;13,538;15,498;9,119;1,944;17,948;1,365;0,145
01.01.2022 12:00;0,577;8,873;13,439;0,022;12,276;13,357;15,787;9,328;1,143;15,194;1,360;0,154
01.01.2022 13:00;0,894;6,448;11,437;0,016;10,305;11,723;12,805;7,062;0,397;10,474;1,223;0,465
01.01.2022 14:00;0,680;7,291;13,986;0,034;9,629;12,346;12,243;8,047;0,962;11,305;1,442;0,591
01.01.2022 15:00;0,400;6,502;13,518;0,032;10,367;14,568;8,584;5,648;0,724;11,025;1,469;0,923
01.01.2022 16:00;0,527;5,467;11,249;0,019;10,584;12,026;8,296;5,505;0,773;10,944;1,826;0,764
01.01.2022 17:00;0,585;6,289;9,226;0,027;11,410;12,734;10,965;6,103;0,915;11,656;2,152;0,309
01.01.2022 18:00;0,050;8,535;13,990;0,035;15,609;12,309;14,712;8,393;0,086;17,584;2,591;0,936
01.01.2022 19:00;0,052;7,912;14,626;0,025;15,175;10,596;12,696;7,628;0,079;15,524;2,282;0,869
01.01.2022 20:00;0,068;7,422;12,496;0,035;13,016;11,092;13,481;6,267;0,129;13,780;1,480;0,620
01.01.2022 21:00;0,040;6,671;12,286;0,020;11,272;10,490;10,449;5,707;0,065;11,380;1,410;0,590
01.01.2022 22:00;0,058;6,760;10,150;0,022;10,407;9,179;10,177;5,436;0,072;10,900;1,455;0,476
01.01.2022 23:00;0,062;5,132;8,916;0,026;8,131;7,855;8,345;4,461;0,065;8,585;1,231;0,440
02.01.2022 00:00;0,045;4,112;8,360;0,031;7,130;8,276;9,041;3,388;0,438;9,877;0,750;0,295
02.01.2022 01:00;0,037;3,862;6,809;0,083;6,658;7,239;6,981;3,613;0,353;8,401;0,853;0,298
02.01.2022 02:00;0,057;3,646;5,917;0,094;6,143;6,996;6,080;3,266;0,346;7,398;1,313;0,298
02.01.2022 03:00;0,036;3,547;5,214;0,066;5,905;6,554;6,077;3,556;0,385;7,152;0,753;0,314
02.01.2022 04:00;0,066;3,230;4,761;0,106;5,035;5,927;5,354;3,171;0,275;6,688;0,792;0,303
