Index;Consumption [kWh/h]
1;2320,10
2;2317,76
3;2316,02
4;2311,33
5;2308,00
6;2299,26
7;2298,57
8;2297,19
9;2296,98
10;2296,96
11;2296,91
12;2296,39
13;2293,61
14;2292,99
15;2292,16
16;2291,31
17;2287,88
18;2287,49
19;2287,41
20;2286,64
21;2286,27
22;2285,99
23;2284,16
24;2282,03
25;2281,49
26;2280,26
27;2280,06
28;2279,95
29;2278,18
30;2278,02
31;2275,50
32;2275,27
33;2275,19
34;2274,92
35;2273,43
36;2273,39
37;2273,35
38;2273,21
39;2272,59
40;2269,82
41;2269,55
42;2268,69
43;2268,51
44;2267,75
45;2267,00
46;2266,90
47;2266,69
48;2266,44
49;2266,10
50;2265,12
51;2265,10
52;2264,38
53;2264,16
54;2262,94
55;2262,78
56;2261,96
57;2261,64
58;2259,51
59;2258,99
60;2258,67
61;2256,69
62;2256,45
63;2255,92
64;2255,52
65;2255,05
66;2254,88
67;2253,93
68;2253,58
69;2253,29
70;2252,81
71;2252,29
72;2250,88
73;2249,38
74;2249,06
75;2248,89
76;2248,81
77;2248,49
78;2247,94
79;2247,87
80;2247,82
81;2247,27
82;2245,83
83;2241,22
84;2240,34
85;2239,86
86;2239,85
87;2239,64
88;2238,98
89;2238,75
90;2238,70
91;2238,40
92;2238,04
93;2236,85
94;2236,34
95;2234,57
96;2234,08
97;2232,02
98;2231,25
99;2230,22
100;2229,96
101;2229,51
102;2228,89
103;2228,48
104;2228,21
105;2227,85
106;2226,89
107;2226,46
108;2226,38
109;2226,23
110;2225,99
111;2225,19
112;2223,83
113;2223,37
114;2222,80
115;2220,86
116;2220,23
117;2217,39
118;2215,48
119;2215,01
120;2213,01
121;2210,88
122;2209,37
123;2203,50
124;2203,07
125;2194,27
126;2190,78
127;2131,29
128;2123,36
129;2117,71
130;2116,65
131;2116,64
132;2102,31
133;2100,48
134;2099,66
135;2098,27
136;2098,18
137;2097,18
138;2096,61
139;2093,97
140;2092,91
141;2092,60
142;2092,07
143;2091,81
144;2090,19
145;2090,17
146;2090,09
147;2088,91
148;2088,80
149;2087,70
150;2085,48
151;2084,42
152;2083,60
153;2083,53
154;2083,23
155;2082,92
156;2082,68
157;2082,30
158;2082,26
159;2079,96
160;2079,91
161;2079,46
162;2079,30
163;2079,00
164;2077,12
165;2076,94
166;2075,88
167;2075,40
168;2074,66
169;2071,98
170;2071,41
171;2070,93
172;2070,77
173;2070,50
174;2069,28
175;2069,00
176;2068,86
177;2067,58
178;2067,35
179;2067,12
180;2066,37
181;2065,90
182;2063,95
183;2063,85
184;2063,45
185;2062,78
186;2062,73
187;2062,35
188;2061,75
189;2061,70
190;2061,59
191;2061,57
192;2061,13
193;2060,95
194;2059,95
195;2059,18
196;2058,16
197;2057,47
198;2057,13
199;2056,31
200;2055,78
201;2054,97
202;2054,58
203;2053,98
204;2053,40
205;2053,11
206;2052,98
207;2052,66
208;2051,65
209;2051,51
210;2051,45
211;2051,40
212;2050,56
213;2050,49
214;2050,43
215;2049,44
216;2048,75
217;2048,52
218;2048,51
219;2048,26
220;2048,21
221;2047,05
222;2046,59
223;2046,31
224;2046,22
225;2045,75
226;2045,02
227;2044,63
228;2044,04
229;2043,98
230;2043,03
231;2042,68
232;2041,70
233;2040,13
234;2040,13
235;2039,07
236;2038,46
237;2038,32
238;2038,12
239;2038,02
240;2037,02
241;2034,46
242;2034,33
243;2033,79
244;2033,39
245;2032,76
246;2031,75
247;2030,90
248;2030,12
249;2029,29
250;2027,11
251;2025,46
252;2024,97
253;2022,59
254;2015,59
255;2014,45
256;2013,18
257;2010,90
258;2008,70
259;2007,03
260;2006,92
261;2005,96
262;2005,72
263;2002,11
264;2001,04
265;2001,00
266;1999,36
267;1998,61
268;1997,03
269;1996,78
270;1996,05
271;1995,30
272;1993,73
273;1993,66
274;1991,74
275;1990,36
276;1988,97
277;1988,79
278;1988,70
279;1987,50
280;1987,01
281;1986,87
282;1986,24
283;1985,54
284;1985,36
285;1985,10
286;1984,79
287;1984,52
288;1984,51
289;1984,10
290;1982,62
291;1981,87
292;1981,58
293;1981,58
294;1980,83
295;1980,13
296;1979,90
297;1979,86
298;1979,77
299;1978,43
300;1978,35
301;1977,92
302;1976,27
303;1975,79
304;1975,70
305;1975,22
306;1974,20
307;1974,10
308;1973,67
309;1973,30
310;1972,40
311;1972,09
312;1971,85
313;1971,83
314;1971,10
315;1970,47
316;1970,46
317;1969,86
318;1969,66
319;1969,61
320;1969,57
321;1969,48
322;1969,06
323;1968,25
324;1967,92
325;1967,74
326;1967,64
327;1967,00
328;1966,23
329;1966,23
330;1966,10
331;1965,57
332;1965,23
333;1965,14
334;1964,83
335;1964,50
336;1964,13
337;1963,77
338;1962,94
339;1962,49
340;1962,49
341;1961,87
342;1961,53
343;1960,86
344;1960,79
345;1960,22
346;1960,19
347;1960,15
348;1960,13
349;1960,02
350;1959,95
351;1959,88
352;1959,32
353;1958,95
354;1958,82
355;1958,79
356;1958,53
357;1958,25
358;1958,24
359;1958,16
360;1958,02
361;1957,86
362;1957,57
363;1957,39
364;1957,12
365;1956,96
366;1956,87
367;1956,76
368;1956,71
369;1956,69
370;1956,08
371;1956,02
372;1955,99
373;1955,96
374;1955,88
375;1955,50
376;1955,38
377;1955,14
378;1955,09
