Index;Consumption [kWh/h]
1;2335,37
2;2328,91
3;2325,03
4;2313,63
5;2309,53
6;2309,43
7;2303,88
8;2302,08
9;2299,29
10;2297,92
11;2294,74
12;2292,06
13;2291,44
14;2291,37
15;2290,32
16;2290,26
17;2289,87
18;2287,59
19;2287,25
20;2286,67
21;2284,47
22;2283,87
23;2283,18
24;2281,58
25;2281,25
26;2281,20
27;2281,01
28;2278,55
29;2278,27
30;2277,78
31;2273,59
32;2273,09
33;2271,54
34;2271,51
35;2271,33
36;2271,24
37;2271,11
38;2270,81
39;2270,23
40;2270,02
41;2269,75
42;2269,56
43;2269,33
44;2269,10
45;2268,89
46;2268,82
47;2266,89
48;2266,13
49;2266,00
50;2265,80
51;2265,25
52;2264,00
53;2262,54
54;2262,22
55;2260,40
56;2259,78
57;2259,39
58;2258,70
59;2258,56
60;2258,47
61;2255,81
62;2255,60
63;2255,36
64;2254,58
65;2253,98
66;2253,16
67;2253,07
68;2252,95
69;2252,76
70;2247,15
71;2246,52
72;2245,47
73;2244,46
74;2244,03
75;2243,03
76;2242,83
77;2240,62
78;2240,46
79;2240,10
80;2239,54
81;2239,06
82;2238,78
83;2238,65
84;2238,52
85;2238,15
86;2237,77
87;2237,12
88;2235,64
89;2235,06
90;2235,01
91;2234,93
92;2234,75
93;2234,07
94;2233,12
95;2232,78
96;2232,35
97;2231,81
98;2228,77
99;2228,61
100;2228,39
101;2228,33
102;2228,27
103;2227,81
104;2227,65
105;2227,25
106;2226,66
107;2225,62
108;2224,95
109;2224,64
110;2223,07
111;2222,14
112;2221,30
113;2220,07
114;2218,31
115;2218,25
116;2217,42
117;2212,96
118;2212,84
119;2212,23
120;2211,81
121;2209,34
122;2207,47
123;2205,96
124;2203,86
125;2199,12
126;2195,12
127;2192,41
128;2192,13
129;2186,77
130;2185,11
131;2184,21
132;2181,33
133;2116,93
134;2112,79
135;2109,94
136;2109,27
137;2107,71
138;2107,17
139;2102,26
140;2098,74
141;2098,23
142;2098,09
143;2091,64
144;2091,25
145;2087,07
146;2085,17
147;2084,47
148;2082,53
149;2081,63
150;2081,32
151;2080,68
152;2080,62
153;2080,27
154;2079,19
155;2078,99
156;2078,81
157;2078,64
158;2077,91
159;2077,66
160;2077,19
161;2076,65
162;2076,57
163;2076,34
164;2075,59
165;2074,99
166;2074,93
167;2074,83
168;2074,63
169;2074,13
170;2074,03
171;2073,89
172;2073,10
173;2072,79
174;2072,79
175;2072,20
176;2072,18
177;2072,02
178;2071,77
179;2071,75
180;2071,55
181;2071,52
182;2071,50
183;2071,37
184;2070,90
185;2070,59
186;2070,12
187;2069,83
188;2069,50
189;2068,80
190;2068,38
191;2068,13
192;2067,87
193;2067,75
194;2066,86
195;2066,63
196;2066,51
197;2066,14
198;2065,91
199;2065,10
200;2064,96
201;2063,89
202;2063,52
203;2063,07
204;2062,68
205;2062,62
206;2062,35
207;2061,98
208;2061,51
209;2061,22
210;2060,22
211;2059,66
212;2059,50
213;2059,46
214;2059,26
215;2057,47
216;2056,83
217;2056,28
218;2056,22
219;2055,65
220;2055,26
221;2054,73
222;2054,47
223;2054,41
224;2053,76
225;2053,44
226;2052,10
227;2050,39
228;2050,26
229;2049,72
230;2049,64
231;2048,82
232;2048,79
233;2048,57
234;2048,33
235;2048,14
236;2047,20
237;2047,17
238;2046,69
239;2046,47
240;2046,15
241;2044,53
242;2043,59
243;2042,94
244;2042,42
245;2040,72
246;2040,20
247;2039,27
248;2038,72
249;2036,19
250;2035,64
251;2034,83
252;2034,07
253;2033,56
254;2032,93
255;2032,47
256;2031,76
257;2029,52
258;2029,25
259;2026,87
260;2024,85
261;2024,16
262;2023,45
263;2019,48
264;2019,36
265;2018,69
266;2018,66
267;2017,44
268;2015,65
269;2015,57
270;2011,43
271;2008,66
272;2008,02
273;2006,31
274;2006,15
275;2004,94
276;2002,94
277;2002,55
278;2002,49
279;2002,06
280;2000,26
281;1998,53
282;1997,87
283;1997,67
284;1997,04
285;1996,62
286;1996,54
287;1996,41
288;1995,19
289;1992,79
290;1992,59
291;1991,51
292;1991,40
293;1988,55
294;1988,03
295;1987,17
296;1985,98
297;1985,94
298;1985,38
299;1985,10
300;1984,57
301;1984,57
302;1984,40
303;1983,77
304;1983,49
305;1983,04
306;1982,76
307;1982,29
308;1982,14
309;1981,41
310;1980,28
311;1979,92
312;1979,77
313;1979,36
314;1979,12
315;1979,04
316;1978,37
317;1978,11
318;1977,77
319;1977,25
320;1976,43
321;1976,25
322;1976,22
323;1975,75
324;1975,70
325;1975,21
326;1975,18
327;1975,02
328;1974,40
329;1974,38
330;1973,88
331;1973,71
332;1973,46
333;1973,25
334;1972,92
335;1972,86
336;1972,42
337;1972,42
338;1972,28
339;1971,99
340;1971,95
341;1971,57
342;1970,94
343;1970,87
344;1970,66
345;1969,71
346;1969,55
347;1969,11
348;1968,93
349;1968,21
350;1968,08
351;1967,98
352;1967,79
353;1967,74
354;1967,72
355;1967,60
356;1967,41
357;1967,12
358;1966,90
359;1966,53
360;1966,43
361;1966,00
362;1965,99
363;1965,92
364;1965,77
365;1965,69
366;1965,62
367;1965,56
368;1965,13
369;1964,27
370;1964,22
371;1962,67
372;1962,40
373;1962,39
374;1961,84
375;1960,91
376;1960,75
377;1960,29
378;1960,06
379;1959,86
380;1959,62
381;1959,34
382;1959,13
383;1958,41
384;1958,32
385;1957,67
386;1957,55
387;1957,41
388;1956,34
389;1956,11
390;1956,11
391;1955,98
392;1955,71
393;1955,11
394;1954,99
395;1954,96
396;1954,86
397;1954,86
398;1954,46
399;1953,93
400;1953,92
401;1953,56
402;1953,22
403;1951,60
404;1951,52
405;1951,08
406;1950,99
407;1950,82
408;1950,74
409;1950,57
410;1950,23
411;1950,03
412;1949,52
413;1949,44
414;1949,16
415;1948,84
416;1948,78
417;1948,71
418;1948,62
419;1948,51
420;1948,48
421;1948,45
422;1948,35
423;1948,05
424;1947,99
425;1947,96
426;1947,81
427;1947,67
428;1947,54
429;1947,37
430;1947,16
431;1947,12
432;1946,99
433;1946,93
434;1946,62
435;1946,51
436;1946,42
437;1945,83
438;1945,68
439;1945,31
440;1945,29
441;1944,72
442;1944,16
443;1943,64
444;1943,32
445;1942,13
446;1941,78
447;1941,36
448;1941,07
449;1940,89
450;1940,72
451;1940,13
452;1940,10
453;1940,07
454;1939,96
455;1939,94
456;1939,67
457;1939,52
458;1938,86
459;1938,57
460;1938,31
461;1938,30
462;1938,09
463;1937,79
464;1937,72
465;1937,58
466;1937,45
467;1937,37
468;1936,97
469;1936,91
470;1935,42
471;1935,31
472;1935,28
473;1935,03
474;1934,87
475;1934,71
476;1934,29
477;1933,99
478;1933,79
479;1933,61
480;1933,25
481;1933,21
482;1932,73
483;1932,58
484;1932,48
485;1932,41
486;1932,32
487;1932,26
488;1931,83
489;1931,38
490;1931,00
491;1930,91
492;1930,91
493;1930,57
494;1930,12
495;1929,72
496;1928,80
497;1928,57
498;1928,16
499;1928,13
500;1927,20
501;1927,13
502;1926,69
503;1926,45
504;1926,17
505;1925,83
506;1925,83
507;1925,79
508;1925,74
509;1924,47
510;1923,88
511;1923,70
512;1923,56
513;1921,83
514;1921,51
515;1920,57
516;1920,19
517;1916,81
518;1915,37
519;1915,31
520;1914,76
521;1913,77
522;1911,90
523;1909,27
524;1908,90
525;1907,29
526;1907,03
527;1904,80
528;1904,70
529;1904,46
530;1903,09
531;1902,61
532;1902,10
533;1900,25
534;1897,31
535;1895,21
536;1894,68
537;1893,93
538;1893,23
539;1891,54
540;1890,83
541;1890,45
542;1890,36
543;1889,99
544;1888,45
545;1888,16
546;1887,14
547;1885,74
548;1884,58
549;1884,10
550;1882,56
551;1881,74
552;1881,26
553;1881,14
554;1880,69
555;1879,16
556;1878,50
557;1875,02
558;1874,99
559;1874,96
560;1874,26
561;1874,13
562;1873,91
563;1873,39
564;1872,31
565;1872,26
566;1872,24
567;1870,95
568;1870,61
569;1870,33
570;1870,06
571;1869,98
572;1869,28
573;1868,85
574;1868,49
575;1868,44
576;1868,09
577;1868,07
578;1868,00
579;1867,61
580;1867,52
581;1866,07
582;1865,80
583;1865,43
584;1864,87
585;1864,74
586;1864,13
587;1863,75
588;1863,52
589;1863,26
590;1863,12
