Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h]
2005-01-01 00:00:00;0;0;1,1;3,9;1202,1;2542,3
2005-01-01 01:00:00;1;1;1,2;3,9;1193,7;2517,8
2005-01-01 02:00:00;2;2;1,0;3,9;1204,3;2483,9
2005-01-01 03:00:00;3;3;0,8;3,9;1226,2;2462,0
2005-01-01 04:00:00;4;4;0,7;3,9;1233,9;2460,4
2005-01-01 05:00:00;5;5;1,1;3,9;1196,5;2456,5
2005-01-01 06:00:00;6;6;0,7;3,9;1227,4;2453,5
2005-01-01 07:00:00;7;7;1,6;3,9;1475,7;2439,7
2005-01-01 08:00:00;8;8;1,5;3,9;1489,1;2434,7
2005-01-01 09:00:00;9;9;2,2;3,9;1430,2;2432,4
2005-01-01 10:00:00;10;10;3,3;3,9;1341,8;2432,2
2005-01-01 11:00:00;11;11;4,1;3,9;1279,2;2430,1
2005-01-01 12:00:00;12;12;5,0;3,9;1205,0;2418,4
2005-01-01 13:00:00;13;13;5,5;3,9;1162,7;2414,8
2005-01-01 14:00:00;14;14;6,6;3,9;1079,9;2407,5
2005-01-01 15:00:00;15;15;6,6;3,9;1079,0;2405,0
2005-01-01 16:00:00;16;16;6,8;3,9;1060,9;2402,1
2005-01-01 17:00:00;17;17;6,6;3,9;1075,2;2400,0
2005-01-01 18:00:00;18;18;6,4;3,9;1092,3;2394,4
2005-01-01 19:00:00;19;19;6,0;3,9;1123,3;2392,0
2005-01-01 20:00:00;20;20;6,1;3,9;1121,0;2382,8
2005-01-01 21:00:00;21;21;5,7;3,9;1151,4;2382,0
2005-01-01 22:00:00;22;22;6,1;3,9;1121,6;2377,2
2005-01-01 23:00:00;23;23;6,8;3,9;1061,3;2369,3
2005-01-02 00:00:00;24;0;6,1;7,7;794,6;2361,2
2005-01-02 01:00:00;25;1;6,1;7,7;793,1;2356,3
2005-01-02 02:00:00;26;2;5,5;7,7;843,8;2351,2
2005-01-02 03:00:00;27;3;5,8;7,7;820,7;2344,3
2005-01-02 04:00:00;28;4;6,2;7,7;788,7;2311,7
2005-01-02 05:00:00;29;5;6,6;7,7;757,4;2305,9
2005-01-02 06:00:00;30;6;5,5;7,7;845,5;2305,0
2005-01-02 07:00:00;31;7;6,0;7,7;1126,7;2304,7
2005-01-02 08:00:00;32;8;6,6;7,7;1077,3;2298,9
2005-01-02 09:00:00;33;9;7,2;7,7;1030,5;2286,0
2005-01-02 10:00:00;34;10;7,3;7,7;1023,8;2284,4
2005-01-02 11:00:00;35;11;8,4;7,7;930,2;2280,4
2005-01-02 12:00:00;36;12;9,4;7,7;856,3;2270,3
2005-01-02 13:00:00;37;13;10,0;7,7;806,4;2268,0
2005-01-02 14:00:00;38;14;9,8;7,7;820,0;2266,2
2005-01-02 15:00:00;39;15;9,6;7,7;839,1;2255,7
2005-01-02 16:00:00;40;16;9,5;7,7;846,1;2250,0
2005-01-02 17:00:00;41;17;9,4;7,7;853,5;2247,7
2005-01-02 18:00:00;42;18;9,1;7,7;880,4;2243,1
2005-01-02 19:00:00;43;19;8,4;7,7;929,6;2233,1
2005-01-02 20:00:00;44;20;8,2;7,7;949,5;2229,2
2005-01-02 21:00:00;45;21;8,4;7,7;935,2;2224,6
2005-01-02 22:00:00;46;22;7,8;7,7;984,1;2222,2
2005-01-02 23:00:00;47;23;7,2;7,7;1028,7;2221,4
2005-01-03 00:00:00;48;0;7,0;9,2;722,7;2206,1
2005-01-03 01:00:00;49;1;7,1;9,2;716,8;2205,6
2005-01-03 02:00:00;50;2;7,3;9,2;702,0;2198,6
2005-01-03 03:00:00;51;3;7,3;9,2;698,6;2197,5
2005-01-03 04:00:00;52;4;7,4;9,2;695,0;2196,5
2005-01-03 05:00:00;53;5;7,1;9,2;718,4;2188,5
2005-01-03 06:00:00;54;6;6,7;9,2;751,9;2185,5
2005-01-03 07:00:00;55;7;7,2;9,2;1026,6;2185,2
2005-01-03 08:00:00;56;8;7,8;9,2;978,8;2183,9
2005-01-03 09:00:00;57;9;8,6;9,2;919,3;2178,7
2005-01-03 10:00:00;58;10;9,2;9,2;867,4;2173,4
2005-01-03 11:00:00;59;11;9,8;9,2;819,1;2167,0
2005-01-03 12:00:00;60;12;10,1;9,2;798,7;2164,7
2005-01-03 13:00:00;61;13;10,0;9,2;801,0;2163,9
2005-01-03 14:00:00;62;14;10,9;9,2;731,6;2161,3
2005-01-03 15:00:00;63;15;11,1;9,2;715,0;2158,6
2005-01-03 16:00:00;64;16;10,6;9,2;753,7;2157,8
2005-01-03 17:00:00;65;17;10,4;9,2;770,6;2156,4
2005-01-03 18:00:00;66;18;10,8;9,2;736,9;2154,5
2005-01-03 19:00:00;67;19;10,8;9,2;740,0;2149,3
2005-01-03 20:00:00;68;20;10,4;9,2;774,3;2141,7
2005-01-03 21:00:00;69;21;11,0;9,2;725,0;2140,7
2005-01-03 22:00:00;70;22;10,7;9,2;748,1;2139,4
2005-01-03 23:00:00;71;23;10,9;9,2;733,3;2137,3
2005-01-04 00:00:00;72;0;11,3;9,6;379,7;2135,4
2005-01-04 01:00:00;73;1;11,4;9,6;372,8;2131,3
2005-01-04 02:00:00;74;2;10,9;9,6;412,0;2128,5
2005-01-04 03:00:00;75;3;10,5;9,6;446,0;2126,6
2005-01-04 04:00:00;76;4;10,5;9,6;438,9;2124,9
2005-01-04 05:00:00;77;5;10,2;9,6;463,8;2124,7
2005-01-04 06:00:00;78;6;9,9;9,6;491,3;2124,4
2005-01-04 07:00:00;79;7;9,4;9,6;850,6;2124,3
2005-01-04 08:00:00;80;8;9,2;9,6;869,0;2123,8
2005-01-04 09:00:00;81;9;9,7;9,6;826,7;2120,6
2005-01-04 10:00:00;82;10;9,2;9,6;871,7;2118,2
2005-01-04 11:00:00;83;11;9,4;9,6;849,6;2118,1
2005-01-04 12:00:00;84;12;10,6;9,6;760,2;2117,4
2005-01-04 13:00:00;85;13;10,8;9,6;738,1;2116,3
2005-01-04 14:00:00;86;14;11,5;9,6;684,3;2114,9
2005-01-04 15:00:00;87;15;10,9;9,6;732,5;2113,1
2005-01-04 16:00:00;88;16;10,2;9,6;789,4;2112,4
2005-01-04 17:00:00;89;17;8,8;9,6;899,9;2111,0
2005-01-04 18:00:00;90;18;8,6;9,6;920,8;2107,6
2005-01-04 19:00:00;91;19;8,1;9,6;958,5;2107,4
2005-01-04 20:00:00;92;20;7,9;9,6;972,3;2106,6
2005-01-04 21:00:00;93;21;7,9;9,6;974,9;2103,5
2005-01-04 22:00:00;94;22;7,4;9,6;1012,6;2100,9
2005-01-04 23:00:00;95;23;7,2;9,6;1029,5;2098,3
2005-01-05 00:00:00;96;0;6,7;5,2;750,8;2093,9
2005-01-05 01:00:00;97;1;6,9;5,2;734,2;2093,6
2005-01-05 02:00:00;98;2;6,8;5,2;742,8;2091,6
2005-01-05 03:00:00;99;3;6,3;5,2;779,7;2091,0
2005-01-05 04:00:00;100;4;5,7;5,2;829,6;2087,9
2005-01-05 05:00:00;101;5;6,1;5,2;797,3;2086,2
2005-01-05 06:00:00;102;6;5,4;5,2;850,5;2085,7
2005-01-05 07:00:00;103;7;5,6;5,2;1155,5;2085,0
2005-01-05 08:00:00;104;8;6,4;5,2;1095,0;2083,8
2005-01-05 09:00:00;105;9;6,3;5,2;1098,9;2083,0
2005-01-05 10:00:00;106;10;5,7;5,2;1147,2;2078,0
2005-01-05 11:00:00;107;11;5,2;5,2;1189,9;2078,0
2005-01-05 12:00:00;108;12;4,9;5,2;1218,2;2078,0
2005-01-05 13:00:00;109;13;5,4;5,2;1176,0;2077,6
2005-01-05 14:00:00;110;14;5,3;5,2;1179,7;2076,2
2005-01-05 15:00:00;111;15;5,5;5,2;1165,6;2075,8
2005-01-05 16:00:00;112;16;4,9;5,2;1211,5;2075,4
2005-01-05 17:00:00;113;17;4,2;5,2;1271,8;2074,9
2005-01-05 18:00:00;114;18;4,1;5,2;1276,2;2074,4
2005-01-05 19:00:00;115;19;4,3;5,2;1259,0;2072,9
2005-01-05 20:00:00;116;20;3,8;5,2;1304,6;2072,0
2005-01-05 21:00:00;117;21;4,0;5,2;1284,3;2070,1
2005-01-05 22:00:00;118;22;3,5;5,2;1326,5;2068,6
2005-01-05 23:00:00;119;23;2,7;5,2;1392,9;2064,3
2005-01-06 00:00:00;120;0;3,2;3,9;1030,6;2063,9
2005-01-06 01:00:00;121;1;3,3;3,9;1018,9;2063,0
2005-01-06 02:00:00;122;2;2,8;3,9;1062,2;2062,9
2005-01-06 03:00:00;123;3;2,2;3,9;1107,1;2062,5
2005-01-06 04:00:00;124;4;2,4;3,9;1091,3;2061,0
