Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h]
2005-01-01 00:00:00;0;0;1,1;3,9;249,0;538,1
2005-01-01 01:00:00;1;1;1,2;3,9;247,2;532,8
2005-01-01 02:00:00;2;2;1,0;3,9;249,5;525,5
2005-01-01 03:00:00;3;3;0,8;3,9;254,3;520,8
2005-01-01 04:00:00;4;4;0,7;3,9;255,9;520,4
2005-01-01 05:00:00;5;5;1,1;3,9;247,8;519,5
2005-01-01 06:00:00;6;6;0,8;3,9;254,5;518,9
2005-01-01 07:00:00;7;7;1,7;3,9;308,1;516,0
2005-01-01 08:00:00;8;8;1,5;3,9;311,0;514,9
2005-01-01 09:00:00;9;9;2,2;3,9;298,3;514,4
2005-01-01 10:00:00;10;10;3,3;3,9;279,2;514,4
2005-01-01 11:00:00;11;11;4,1;3,9;265,7;513,8
2005-01-01 12:00:00;12;12;5,0;3,9;249,6;511,3
2005-01-01 13:00:00;13;13;5,6;3,9;240,5;510,6
2005-01-01 14:00:00;14;14;6,6;3,9;222,6;509,0
2005-01-01 15:00:00;15;15;6,6;3,9;222,4;508,5
2005-01-01 16:00:00;16;16;6,8;3,9;218,6;507,9
2005-01-01 17:00:00;17;17;6,6;3,9;221,7;507,3
2005-01-01 18:00:00;18;18;6,4;3,9;225,3;506,2
2005-01-01 19:00:00;19;19;6,0;3,9;232,0;505,6
2005-01-01 20:00:00;20;20;6,1;3,9;231,6;503,6
2005-01-01 21:00:00;21;21;5,7;3,9;238,1;503,5
2005-01-01 22:00:00;22;22;6,1;3,9;231,7;502,5
2005-01-01 23:00:00;23;23;6,8;3,9;218,7;500,8
2005-01-02 00:00:00;24;0;6,1;7,7;161,2;499,0
2005-01-02 01:00:00;25;1;6,2;7,7;160,8;498,0
2005-01-02 02:00:00;26;2;5,5;7,7;171,8;496,8
2005-01-02 03:00:00;27;3;5,8;7,7;166,8;495,4
2005-01-02 04:00:00;28;4;6,2;7,7;159,9;488,4
2005-01-02 05:00:00;29;5;6,6;7,7;153,1;487,1
2005-01-02 06:00:00;30;6;5,5;7,7;172,2;486,9
2005-01-02 07:00:00;31;7;6,0;7,7;232,8;486,8
2005-01-02 08:00:00;32;8;6,6;7,7;222,2;485,6
2005-01-02 09:00:00;33;9;7,2;7,7;212,1;482,8
2005-01-02 10:00:00;34;10;7,3;7,7;210,6;482,5
2005-01-02 11:00:00;35;11;8,5;7,7;190,4;481,6
2005-01-02 12:00:00;36;12;9,4;7,7;174,4;479,4
2005-01-02 13:00:00;37;13;10,0;7,7;163,7;478,9
2005-01-02 14:00:00;38;14;9,8;7,7;166,6;478,6
2005-01-02 15:00:00;39;15;9,6;7,7;170,7;476,3
2005-01-02 16:00:00;40;16;9,5;7,7;172,2;475,0
2005-01-02 17:00:00;41;17;9,4;7,7;173,8;474,6
2005-01-02 18:00:00;42;18;9,1;7,7;179,7;473,6
2005-01-02 19:00:00;43;19;8,5;7,7;190,3;471,4
2005-01-02 20:00:00;44;20;8,2;7,7;194,6;470,6
2005-01-02 21:00:00;45;21;8,4;7,7;191,5;469,6
2005-01-02 22:00:00;46;22;7,8;7,7;202,1;469,1
2005-01-02 23:00:00;47;23;7,2;7,7;211,7;468,9
2005-01-03 00:00:00;48;0;7,0;9,2;145,7;465,6
2005-01-03 01:00:00;49;1;7,1;9,2;144,4;465,5
2005-01-03 02:00:00;50;2;7,3;9,2;141,2;464,0
2005-01-03 03:00:00;51;3;7,3;9,2;140,5;463,7
2005-01-03 04:00:00;52;4;7,4;9,2;139,7;463,5
2005-01-03 05:00:00;53;5;7,1;9,2;144,8;461,8
2005-01-03 06:00:00;54;6;6,7;9,2;152,0;461,1
2005-01-03 07:00:00;55;7;7,2;9,2;211,3;461,1
2005-01-03 08:00:00;56;8;7,8;9,2;200,9;460,8
2005-01-03 09:00:00;57;9;8,6;9,2;188,1;459,7
2005-01-03 10:00:00;58;10;9,2;9,2;176,9;458,6
2005-01-03 11:00:00;59;11;9,8;9,2;166,5;457,6
2005-01-03 12:00:00;60;12;10,1;9,2;162,1;457,1
2005-01-03 13:00:00;61;13;10,1;9,2;162,5;456,7
2005-01-03 14:00:00;62;14;10,9;9,2;147,6;456,5
2005-01-03 15:00:00;63;15;11,1;9,2;144,0;455,9
2005-01-03 16:00:00;64;16;10,6;9,2;152,3;455,3
2005-01-03 17:00:00;65;17;10,4;9,2;156,0;455,1
2005-01-03 18:00:00;66;18;10,9;9,2;148,7;454,9
2005-01-03 19:00:00;67;19;10,8;9,2;149,4;454,5
2005-01-03 20:00:00;68;20;10,4;9,2;156,8;453,3
2005-01-03 21:00:00;69;21;11,0;9,2;146,2;451,5
2005-01-03 22:00:00;70;22;10,7;9,2;151,2;451,2
2005-01-03 23:00:00;71;23;10,9;9,2;148,0;450,4
2005-01-04 00:00:00;72;0;11,3;9,7;71,7;449,5
2005-01-04 01:00:00;73;1;11,4;9,7;70,2;448,9
2005-01-04 02:00:00;74;2;10,9;9,7;78,6;448,8
2005-01-04 03:00:00;75;3;10,5;9,7;86,0;448,4
2005-01-04 04:00:00;76;4;10,6;9,7;84,4;448,1
2005-01-04 05:00:00;77;5;10,3;9,7;89,8;448,0
2005-01-04 06:00:00;78;6;9,9;9,7;95,7;448,0
2005-01-04 07:00:00;79;7;9,4;9,7;173,3;447,8
2005-01-04 08:00:00;80;8;9,2;9,7;177,2;447,1
2005-01-04 09:00:00;81;9;9,7;9,7;168,1;446,7
2005-01-04 10:00:00;82;10;9,2;9,7;177,8;446,6
2005-01-04 11:00:00;83;11;9,4;9,7;173,1;446,5
2005-01-04 12:00:00;84;12;10,6;9,7;153,8;446,2
2005-01-04 13:00:00;85;13;10,8;9,7;149,0;445,9
2005-01-04 14:00:00;86;14;11,5;9,7;137,4;445,9
2005-01-04 15:00:00;87;15;10,9;9,7;147,8;445,4
2005-01-04 16:00:00;88;16;10,2;9,7;160,1;444,3
2005-01-04 17:00:00;89;17;8,8;9,7;183,9;444,1
2005-01-04 18:00:00;90;18;8,6;9,7;188,4;443,4
2005-01-04 19:00:00;91;19;8,1;9,7;196,6;443,4
2005-01-04 20:00:00;92;20;7,9;9,7;199,5;442,3
2005-01-04 21:00:00;93;21;7,9;9,7;200,1;441,3
2005-01-04 22:00:00;94;22;7,4;9,7;208,2;440,8
2005-01-04 23:00:00;95;23;7,2;9,7;211,9;439,9
2005-01-05 00:00:00;96;0;6,7;5,3;151,7;439,2
2005-01-05 01:00:00;97;1;6,9;5,3;148,1;439,0
2005-01-05 02:00:00;98;2;6,8;5,3;150,0;437,9
2005-01-05 03:00:00;99;3;6,3;5,3;158,0;437,9
2005-01-05 04:00:00;100;4;5,7;5,3;168,7;437,9
2005-01-05 05:00:00;101;5;6,1;5,3;161,8;437,7
2005-01-05 06:00:00;102;6;5,4;5,3;173,2;437,5
2005-01-05 07:00:00;103;7;5,6;5,3;239,0;437,4
2005-01-05 08:00:00;104;8;6,4;5,3;226,0;437,3
2005-01-05 09:00:00;105;9;6,4;5,3;226,8;436,9
2005-01-05 10:00:00;106;10;5,8;5,3;237,2;436,5
2005-01-05 11:00:00;107;11;5,2;5,3;246,4;436,4
2005-01-05 12:00:00;108;12;4,9;5,3;252,4;435,9
2005-01-05 13:00:00;109;13;5,4;5,3;243,3;435,5
2005-01-05 14:00:00;110;14;5,4;5,3;244,1;434,7
2005-01-05 15:00:00;111;15;5,5;5,3;241,0;434,6
2005-01-05 16:00:00;112;16;5,0;5,3;251,0;434,5
2005-01-05 17:00:00;113;17;4,2;5,3;264,0;434,3
2005-01-05 18:00:00;114;18;4,2;5,3;265,0;433,8
2005-01-05 19:00:00;115;19;4,4;5,3;261,3;433,7
2005-01-05 20:00:00;116;20;3,8;5,3;271,1;433,3
2005-01-05 21:00:00;117;21;4,0;5,3;266,8;433,3
2005-01-05 22:00:00;118;22;3,5;5,3;275,9;433,2
2005-01-05 23:00:00;119;23;2,7;5,3;290,2;432,7
2005-01-06 00:00:00;120;0;3,2;3,9;212,0;432,6
2005-01-06 01:00:00;121;1;3,3;3,9;209,5;432,3
2005-01-06 02:00:00;122;2;2,8;3,9;218,8;431,5
2005-01-06 03:00:00;123;3;2,3;3,9;228,5;431,1
2005-01-06 04:00:00;124;4;2,4;3,9;225,1;431,0
2005-01-06 05:00:00;125;5;2,7;3,9;220,8;431,0
2005-01-06 06:00:00;126;6;2,8;3,9;219,1;430,6
2005-01-06 07:00:00;127;7;3,0;3,9;285,2;430,1
2005-01-06 08:00:00;128;8;2,6;3,9;291,5;429,7
2005-01-06 09:00:00;129;9;3,7;3,9;273,2;429,4
2005-01-06 10:00:00;130;10;5,1;3,9;248,8;428,5
2005-01-06 11:00:00;131;11;5,4;3,9;243,3;428,4
2005-01-06 12:00:00;132;12;5,8;3,9;236,2;427,5
2005-01-06 13:00:00;133;13;5,3;3,9;244,7;427,3
2005-01-06 14:00:00;134;14;5,8;3,9;237,2;427,3
2005-01-06 15:00:00;135;15;5,2;3,9;247,6;427,2
2005-01-06 16:00:00;136;16;5,5;3,9;241,0;426,8
2005-01-06 17:00:00;137;17;4,9;3,9;252,7;426,5
2005-01-06 18:00:00;138;18;4,3;3,9;262,7;426,4
2005-01-06 19:00:00;139;19;4,0;3,9;267,9;425,9
2005-01-06 20:00:00;140;20;3,9;3,9;269,8;425,8
2005-01-06 21:00:00;141;21;3,4;3,9;277,7;425,6
2005-01-06 22:00:00;142;22;3,2;3,9;280,7;425,0
2005-01-06 23:00:00;143;23;2,9;3,9;286,3;424,6
2005-01-07 00:00:00;144;0;3,1;6,6;214,6;423,4
2005-01-07 01:00:00;145;1;3,1;6,6;214,0;423,0
2005-01-07 02:00:00;146;2;3,5;6,6;207,2;422,5
2005-01-07 03:00:00;147;3;3,7;6,6;204,1;422,1
2005-01-07 04:00:00;148;4;3,5;6,6;207,4;421,9
2005-01-07 05:00:00;149;5;4,0;6,6;198,4;421,5
2005-01-07 06:00:00;150;6;4,0;6,6;198,3;421,1
2005-01-07 07:00:00;151;7;4,3;6,6;262,1;420,7
2005-01-07 08:00:00;152;8;4,9;6,6;252,3;420,4
2005-01-07 09:00:00;153;9;5,0;6,6;249,9;420,3
2005-01-07 10:00:00;154;10;6,3;6,6;227,0;420,2
2005-01-07 11:00:00;155;11;7,0;6,6;215,1;420,2
2005-01-07 12:00:00;156;12;8,0;6,6;198,0;420,0
2005-01-07 13:00:00;157;13;8,5;6,6;189,9;419,9
2005-01-07 14:00:00;158;14;8,8;6,6;184,1;419,8
2005-01-07 15:00:00;159;15;9,5;6,6;172,7;419,7
2005-01-07 16:00:00;160;16;8,9;6,6;181,8;419,5
2005-01-07 17:00:00;161;17;8,4;6,6;191,8;419,3
2005-01-07 18:00:00;162;18;7,9;6,6;199,1;419,2
2005-01-07 19:00:00;163;19;8,4;6,6;191,3;419,1
2005-01-07 20:00:00;164;20;8,3;6,6;193,2;418,6
2005-01-07 21:00:00;165;21;9,3;6,6;175,0;418,1
2005-01-07 22:00:00;166;22;9,5;6,6;173,0;418,0
2005-01-07 23:00:00;167;23;9,9;6,6;166,0;417,9
2005-01-08 00:00:00;168;0;8,9;8,8;113,3;417,7
2005-01-08 01:00:00;169;1;8,4;8,8;122,4;417,6
2005-01-08 02:00:00;170;2;7,9;8,8;131,1;417,1
2005-01-08 03:00:00;171;3;8,0;8,8;128,5;416,7
2005-01-08 04:00:00;172;4;7,5;8,8;136,7;416,4
2005-01-08 05:00:00;173;5;8,0;8,8;128,5;416,3
2005-01-08 06:00:00;174;6;8,3;8,8;123,0;416,2
2005-01-08 07:00:00;175;7;8,9;8,8;181,8;416,2
2005-01-08 08:00:00;176;8;9,0;8,8;180,8;416,1
2005-01-08 09:00:00;177;9;9,6;8,8;169,7;416,0
2005-01-08 10:00:00;178;10;9,5;8,8;172,0;415,8
2005-01-08 11:00:00;179;11;9,2;8,8;177,7;415,6
2005-01-08 12:00:00;180;12;8,9;8,8;181,8;414,2
2005-01-08 13:00:00;181;13;8,8;8,8;183,6;414,0
2005-01-08 14:00:00;182;14;9,0;8,8;181,1;413,8
2005-01-08 15:00:00;183;15;8,6;8,8;188,0;413,7
2005-01-08 16:00:00;184;16;8,7;8,8;186,8;413,4
2005-01-08 17:00:00;185;17;8,4;8,8;191,3;413,4
2005-01-08 18:00:00;186;18;8,7;8,8;185,6;412,8
2005-01-08 19:00:00;187;19;9,0;8,8;180,9;412,7
2005-01-08 20:00:00;188;20;9,0;8,8;181,0;412,7
2005-01-08 21:00:00;189;21;9,1;8,8;179,9;411,8
2005-01-08 22:00:00;190;22;9,8;8,8;166,4;410,8
2005-01-08 23:00:00;191;23;9,9;8,8;165,8;410,6
2005-01-09 00:00:00;192;0;10,0;6,0;94,3;409,5
2005-01-09 01:00:00;193;1;9,8;6,0;98,4;408,5
2005-01-09 02:00:00;194;2;8,9;6,0;113,4;408,4
2005-01-09 03:00:00;195;3;8,3;6,0;124,4;407,8
2005-01-09 04:00:00;196;4;8,0;6,0;129,4;407,0
2005-01-09 05:00:00;197;5;8,2;6,0;125,9;406,3
2005-01-09 06:00:00;198;6;7,7;6,0;133,7;405,9
