geometry,coordinates,gml_id,building_part_id,index_right,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"POLYGON ((190173.32861862011 173162.36131940878, 190167.04650713856 173166.77468219653, 190170.1674984328 173171.1333530604, 190176.40451435518 173166.5419514868, 190173.32861862011 173162.36131940878))","[[384976.272, 5820790.551, 33.172], [384970.271, 5820795.345, 33.172], [384973.656, 5820799.505, 33.172], [384979.601, 5820794.536, 33.172], [384976.272, 5820790.551, 33.172]]",DEBE3D04YY50000PO8,DEBE3DRGSuSSxPFm,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,40.676532235819195,1994/06/01 00:00:00.000
"POLYGON ((190170.1674984328 173171.1333530604, 190182.21645808456 173187.95734197623, 190185.6610387289 173185.51401685996, 190191.31441045343 173181.5035009249, 190193.68653245244 173179.82120592336, 190189.63334006045 173175.94680311473, 190188.3812600794 173174.74990605586, 190187.94341268574 173174.33131601, 190181.7193164998 173165.76229301846, 190181.16994562905 173166.16102498534, 190179.69036823136 173164.12288173457, 190177.55957978516 173165.69188122536, 190176.40451435518 173166.5419514868, 190171.98565404466 173169.7944262766, 190170.1674984328 173171.1333530604))","[[384973.656, 5820799.505, 33.172], [384986.724, 5820815.562, 33.172], [384990.013, 5820812.91, 33.172], [384995.411, 5820808.557, 33.172], [384997.676, 5820806.731, 33.172], [384993.39, 5820803.112, 33.172], [384992.066, 5820801.994, 33.172], [384991.603, 5820801.603, 33.172], [384984.86, 5820793.43, 33.172], [384984.336, 5820793.862, 33.172], [384982.733, 5820791.918, 33.172], [384980.702, 5820793.616, 33.172], [384979.601, 5820794.536, 33.172], [384975.389, 5820798.056, 33.172], [384973.656, 5820799.505, 33.172]]",DEBE3D04YY50000PO8,DEBE3DmsxtZtQEIX,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,265.38398297172694,1994/06/01 00:00:00.000
"POLYGON ((190200.20387233826 173172.6182617215, 190199.12469281914 173170.71298361107, 190199.1138905408 173170.69328924626, 190200.87987573413 173167.24606832588, 190195.58264455182 173164.38148736683, 190192.56642561374 173169.99383529223, 190193.22085997163 173170.7813094419, 190191.4202249002 173173.5403902068, 190189.63334006045 173175.94680311473, 190193.15315380777 173179.31159661605, 190193.68653245244 173179.82120592336, 190201.37689032743 173174.36609188857, 190200.20387233826 173172.6182617215))","[[385003.74, 5820799.137, 33.172], [385002.545, 5820797.301, 33.172], [385002.533, 5820797.282, 33.173], [385004.084, 5820793.731, 33.172], [384998.618, 5820791.197, 33.172], [384995.952, 5820796.987, 33.172], [384996.654, 5820797.733, 33.172], [384995.026, 5820800.599, 33.172], [384993.39, 5820803.112, 33.172], [384997.112, 5820806.255, 33.172], [384997.676, 5820806.731, 33.172], [385005.019, 5820800.81, 33.172], [385003.74, 5820799.137, 33.172]]",DEBE3D04YY50000PO8,DEBE3DkwpILbFBm5,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,97.33204929483655,1994/06/01 00:00:00.000
"POLYGON ((190208.98073713572 173171.8709703304, 190208.97215841943 173174.42817677077, 190206.31113336474 173174.4141931971, 190204.626609272 173172.0619630164, 190201.37689032743 173174.36609188857, 190182.21645808456 173187.95734197623, 190193.3240651418 173203.46640875062, 190204.39934066826 173195.49618807255, 190201.92979341652 173192.08704335647, 190201.4139483371 173192.4618061314, 190198.90102000837 173188.99290118838, 190198.37370813396 173189.37496807723, 190195.06256442567 173184.80326911446, 190199.70795287375 173181.40153357398, 190200.32033868722 173182.23748769617, 190202.52298270667 173180.62385019823, 190206.99188705586 173180.81248425503, 190206.96672415046 173181.39879017326, 190211.97809884447 173181.6088806467, 190212.02041586587 173180.87441528993, 190212.41094695788 173174.1236181355, 190208.98073713572 173171.8709703304))","[[385012.458, 5820797.85, 33.103], [385012.607, 5820800.404, 33.103], [385009.949, 5820800.554, 33.103], [385008.122, 5820798.309, 33.103], [385005.019, 5820800.81, 33.103], [384986.724, 5820815.562, 33.103], [384998.771, 5820830.364, 33.103], [385009.339, 5820821.723, 33.103], [385006.663, 5820818.471, 33.103], [385006.171, 5820818.877, 33.103], [385003.448, 5820815.568, 33.103], [385002.945, 5820815.982, 33.103], [384999.357, 5820811.621, 33.103], [385003.786, 5820807.938, 33.103], [385004.449, 5820808.735, 33.103], [385006.549, 5820806.988, 33.103], [385011.023, 5820806.901, 33.103], [385011.034, 5820807.488, 33.103], [385016.051, 5820807.389, 33.103], [385016.048, 5820806.653, 33.103], [385016.022, 5820799.888, 33.103], [385012.458, 5820797.85, 33.103]]",DEBE3D04YY50000FEP,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,373.1984572853596,1994/06/01 00:00:00.000
"POLYGON ((190182.0170356733 173128.592353726, 190181.71991862232 173141.74926037356, 190185.3244378994 173141.84249459536, 190185.95040537888 173142.50703505284, 190187.73423904128 173142.55201440776, 190191.14272379546 173142.64116361842, 190192.34244435478 173142.67413438112, 190192.93228315102 173142.04155436135, 190200.13920352282 173142.2298946586, 190200.74415856387 173142.8941399594, 190202.17096445858 173142.93110871714, 190205.26756262797 173143.011026905, 190206.90524497608 173143.05499932612, 190207.49109310622 173142.4221729962, 190211.0155532968 173142.5144725332, 190214.75693750742 173142.6131474206, 190215.44001819994 173143.27720626185, 190216.90379927884 173143.3154550856, 190220.33429448612 173143.4049606334, 190221.5780970422 173143.43764702047, 190222.03886780704 173142.80311131684, 190226.17718655747 173142.91225900946, 190226.1865876254 173142.50023650573, 190226.49554573235 173129.65451241433, 190221.38959287532 173129.53272430282, 190218.8916418886 173129.47272198042, 190211.36268611668 173129.29355317896, 190207.5647557748 173129.20240519205, 190204.2208113701 173129.12224619396, 190189.14687643916 173128.76392022046, 190186.6289724092 173128.70268634506, 190182.0170356733 173128.592353726))","[[384982.867, 5820756.296, 33.358], [384983.381, 5820769.452, 33.358], [384986.986, 5820769.323, 33.358], [384987.652, 5820769.948, 33.358], [384989.436, 5820769.883, 33.358], [384992.845, 5820769.762, 33.358], [384994.045, 5820769.721, 33.358], [384994.595, 5820769.053, 33.358], [385001.803, 5820768.797, 33.358], [385002.448, 5820769.423, 33.358], [385003.875, 5820769.372, 33.358], [385006.972, 5820769.261, 33.358], [385008.61, 5820769.204, 33.358], [385009.156, 5820768.536, 33.358], [385012.681, 5820768.411, 33.358], [385016.423, 5820768.279, 33.358], [385017.146, 5820768.9, 33.358], [385018.61, 5820768.848, 33.358], [385022.041, 5820768.726, 33.358], [385023.285, 5820768.682, 33.358], [385023.706, 5820768.02, 33.358], [385027.845, 5820767.874, 33.358], [385027.829, 5820767.462, 33.358], [385027.346, 5820754.616, 33.358], [385022.24, 5820754.809, 33.358], [385019.742, 5820754.903, 33.358], [385012.213, 5820755.188, 33.358], [385008.415, 5820755.331, 33.358], [385005.071, 5820755.457, 33.358], [384989.997, 5820756.028, 33.358], [384987.479, 5820756.122, 33.358], [384982.867, 5820756.296, 33.358]]",DEBE3D04YY500002HZ,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,600.8318833833235,1994/06/01 00:00:00.000
"POLYGON ((190245.56520149577 173187.30471941558, 190245.42369854636 173192.63278346814, 190245.15229709298 173202.82494917337, 190245.65123961648 173202.83771088676, 190245.5477028763 173206.73903039595, 190245.5332427392 173207.29795590133, 190245.20291745427 173219.77583063184, 190247.24655199342 173219.87890279797, 190255.40494296237 173220.29319931322, 190258.3450341045 173220.44257552002, 190259.01266893325 173187.68085324863, 190256.17039989217 173187.60160719333, 190248.00754294478 173187.37330792044, 190245.56520149577 173187.30471941558))","[[385049.94, 5820811.007, 33.682], [385050.127, 5820816.336, 33.682], [385050.484, 5820826.53, 33.682], [385050.983, 5820826.512, 33.682], [385051.12, 5820830.414, 33.682], [385051.14, 5820830.973, 33.682], [385051.579, 5820843.453, 33.682], [385053.626, 5820843.43, 33.682], [385061.798, 5820843.341, 33.682], [385064.743, 5820843.309, 33.684], [385063.391, 5820810.554, 33.682], [385060.548, 5820810.65, 33.682], [385052.383, 5820810.925, 33.682], [385049.94, 5820811.007, 33.682]]",DEBE3D04YY50000OgZ,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,433.5521031850219,1994/06/01 00:00:00.000
"POLYGON ((190245.56520149577 173187.30471941558, 190245.42369854636 173192.63278346814, 190245.15229709298 173202.82494917337, 190245.65123961648 173202.83771088676, 190245.5477028763 173206.73903039595, 190245.5332427392 173207.29795590133, 190245.20291745427 173219.77583063184, 190247.24655199342 173219.87890279797, 190255.40494296237 173220.29319931322, 190258.3450341045 173220.44257552002, 190259.01266893325 173187.68085324863, 190256.17039989217 173187.60160719333, 190248.00754294478 173187.37330792044, 190245.56520149577 173187.30471941558))","[[385049.94, 5820811.007, 33.682], [385050.127, 5820816.336, 33.682], [385050.484, 5820826.53, 33.682], [385050.983, 5820826.512, 33.682], [385051.12, 5820830.414, 33.682], [385051.14, 5820830.973, 33.682], [385051.579, 5820843.453, 33.682], [385053.626, 5820843.43, 33.682], [385061.798, 5820843.341, 33.682], [385064.743, 5820843.309, 33.684], [385063.391, 5820810.554, 33.682], [385060.548, 5820810.65, 33.682], [385052.383, 5820810.925, 33.682], [385049.94, 5820811.007, 33.682]]",DEBE3D04YY50000OgZ,DEBE3DMZ6hTbleQh,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,433.5521031850219,1994/06/01 00:00:00.000
"POLYGON ((190245.5332427392 173207.29795590133, 190242.73181450006 173207.1411126638, 190242.7632349334 173206.5832337219, 190229.12535296983 173205.81979993617, 190229.02247985333 173207.9575840755, 190228.6619684486 173215.45532326875, 190228.4948056378 173218.92709489187, 190245.20291745427 173219.77583063184, 190245.2936057196 173216.34240276457, 190245.49237195888 173208.83668539664, 190245.5332427392 173207.29795590133))","[[385051.14, 5820830.973, 33.682], [385048.333, 5820830.989, 33.682], [385048.33, 5820830.43, 33.682], [385034.665, 5820830.508, 33.682], [385034.694, 5820832.649, 33.682], [385034.796, 5820840.158, 33.682], [385034.843, 5820843.635, 33.682], [385051.579, 5820843.453, 33.682], [385051.458, 5820840.019, 33.682], [385051.194, 5820832.512, 33.682], [385051.14, 5820830.973, 33.682]]",DEBE3D04YY50000OgZ,DEBE3DVyNOtzS7Ji,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,215.40859625460007,1994/06/01 00:00:00.000
"POLYGON ((190242.67322732005 173192.57522515664, 190245.42369854636 173192.63278346814, 190245.56520149577 173187.30471941558, 190230.03828403432 173186.87037146548, 190229.75119746025 173192.83739829296, 190242.66224002547 173193.11032981463, 190242.67322732005 173192.57522515664))","[[385047.377, 5820816.448, 33.54], [385050.127, 5820816.336, 33.54], [385049.94, 5820811.007, 33.54], [385034.409, 5820811.53, 33.54], [385034.49, 5820817.506, 33.54], [385047.399, 5820816.983, 33.54], [385047.377, 5820816.448, 33.54]]",DEBE3D04YY50000OgZ,DEBE04YY50000OgZ_01,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,90.84812623123948,1994/06/01 00:00:00.000
"POLYGON ((190207.90490033317 173192.97350390555, 190206.00801591983 173194.33861834256, 190208.0933905447 173197.23834758875, 190209.99133421588 173195.87229702808, 190207.90490033317 173192.97350390555))","[[385012.684, 5820818.988, 33.806], [385010.874, 5820820.468, 33.806], [385013.135, 5820823.235, 33.806], [385014.946, 5820821.754, 33.808], [385012.684, 5820818.988, 33.806]]",DEBE3D04YY50000HI4,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,8.349573226623875,1994/06/01 00:00:00.000
"POLYGON ((190225.59065163144 173167.44595174983, 190243.25151682328 173167.7856470896, 190243.2597102091 173167.34450758647, 190246.02246095458 173167.39781612746, 190247.0552635531 173168.5291061046, 190247.22279743347 173167.42081008438, 190248.11270758085 173161.55207092487, 190225.74457080817 173161.0240559082, 190225.68209491362 173163.6270082087, 190225.59065163144 173167.44595174983))","[[385028.771, 5820792.408, 32.655], [385046.427, 5820791.659, 32.655], [385046.408, 5820791.218, 32.655], [385049.17, 5820791.101, 32.655], [385050.271, 5820792.167, 32.655], [385050.37, 5820791.05, 32.655], [385050.897, 5820785.135, 32.655], [385028.529, 5820785.986, 32.655], [385028.627, 5820788.589, 32.655], [385028.771, 5820792.408, 32.655]]",DEBE3D04YY50000GFg,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,139.01841906268967,1994/06/01 00:00:00.000
"POLYGON ((190225.59065163144 173167.44595174983, 190243.25151682328 173167.7856470896, 190243.2597102091 173167.34450758647, 190246.02246095458 173167.39781612746, 190247.0552635531 173168.5291061046, 190247.22279743347 173167.42081008438, 190248.11270758085 173161.55207092487, 190225.74457080817 173161.0240559082, 190225.68209491362 173163.6270082087, 190225.59065163144 173167.44595174983))","[[385028.771, 5820792.408, 32.655], [385046.427, 5820791.659, 32.655], [385046.408, 5820791.218, 32.655], [385049.17, 5820791.101, 32.655], [385050.271, 5820792.167, 32.655], [385050.37, 5820791.05, 32.655], [385050.897, 5820785.135, 32.655], [385028.529, 5820785.986, 32.655], [385028.627, 5820788.589, 32.655], [385028.771, 5820792.408, 32.655]]",DEBE3D04YY50000GFg,DEBE3DXVKqE92vEH,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,139.01841906268967,1994/06/01 00:00:00.000
"POLYGON ((190248.11270758085 173161.55207092487, 190247.0552635531 173168.5291061046, 190246.38635923277 173172.9423369322, 190246.4651057954 173176.56748422366, 190247.02839657437 173180.2115150169, 190246.85837688483 173180.8569818599, 190244.4217752388 173180.79275341806, 190244.25355749248 173187.26784674908, 190245.56520149577 173187.30471941558, 190259.01266893325 173187.68085324863, 190259.53873447466 173161.82249565976, 190248.11270758085 173161.55207092487))","[[385050.897, 5820785.135, 32.655], [385050.271, 5820792.167, 32.655], [385049.875, 5820796.615, 32.655], [385050.177, 5820800.23, 32.655], [385050.964, 5820803.834, 32.655], [385050.834, 5820804.489, 32.655], [385048.397, 5820804.575, 32.655], [385048.628, 5820811.051, 32.655], [385049.94, 5820811.007, 32.655], [385063.391, 5820810.554, 32.655], [385062.323, 5820784.701, 32.655], [385050.897, 5820785.135, 32.655]]",DEBE3D04YY50000GFg,DEBE3DCqyVAg0lze,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,334.7134089704143,1994/06/01 00:00:00.000
"POLYGON ((190225.29799914703 173179.70282232616, 190225.26740753863 173180.99382309115, 190225.1295959087 173186.73271427138, 190230.03828403432 173186.87037146548, 190244.25355749248 173187.26784674908, 190244.4217752388 173180.79275341806, 190244.43714610738 173180.2028388231, 190225.29799914703 173179.70282232616))","[[385029.234, 5820804.665, 32.655], [385029.283, 5820805.956, 32.655], [385029.499, 5820811.695, 32.655], [385034.409, 5820811.53, 32.655], [385048.628, 5820811.051, 32.655], [385048.397, 5820804.575, 32.655], [385048.376, 5820803.985, 32.655], [385029.234, 5820804.665, 32.655]]",DEBE3D04YY50000GFg,DEBE3Dq4tXEN04P9,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,134.9213147939051,1994/06/01 00:00:00.000
"POLYGON ((190247.28667384633 173155.07371129375, 190242.0836280909 173155.01603440903, 190242.0186608682 173161.4083680789, 190247.07067922 173161.52782953758, 190247.28667384633 173155.07371129375))","[[385049.673, 5820778.717, 32.976], [385044.474, 5820778.98, 32.975], [385044.803, 5820785.367, 32.975], [385049.855, 5820785.175, 32.976], [385049.673, 5820778.717, 32.976]]",DEBE3D04YY50000F6c,,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,32.94773926045231,1994/06/01 00:00:00.000
"POLYGON ((190247.28667384633 173155.07371129375, 190242.0836280909 173155.01603440903, 190242.0186608682 173161.4083680789, 190247.07067922 173161.52782953758, 190247.28667384633 173155.07371129375))","[[385049.673, 5820778.717, 32.976], [385044.474, 5820778.98, 32.975], [385044.803, 5820785.367, 32.975], [385049.855, 5820785.175, 32.976], [385049.673, 5820778.717, 32.976]]",DEBE3D04YY50000F6c,DEBE3DGtgYJ784a8,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,32.94773926045231,1994/06/01 00:00:00.000
"POLYGON ((190259.53873447466 173161.82249565976, 190259.9278240776 173142.76062756684, 190258.45911606928 173142.72107350998, 190250.491741028 173142.5058391995, 190247.70927081496 173142.43128480777, 190247.66743356295 173143.69355057122, 190247.57734567442 173146.38693356674, 190247.0116828972 173146.36805193723, 190246.80508034778 173152.55636041585, 190247.369745474 173152.57518049388, 190247.28667384633 173155.07371129375, 190247.07067922 173161.52782953758, 190249.9786579388 173161.59710974307, 190257.94669806515 173161.78534600185, 190259.53873447466 173161.82249565976))","[[385062.323, 5820784.701, 32.975], [385061.537, 5820765.643, 32.975], [385060.068, 5820765.694, 32.975], [385052.099, 5820765.97, 32.975], [385049.316, 5820766.067, 32.975], [385049.352, 5820767.33, 32.975], [385049.428, 5820770.025, 32.975], [385048.862, 5820770.041, 32.975], [385049.037, 5820776.233, 32.975], [385049.602, 5820776.217, 32.975], [385049.673, 5820778.717, 32.976], [385049.855, 5820785.175, 32.976], [385052.763, 5820785.065, 32.975], [385060.731, 5820784.762, 32.975], [385062.323, 5820784.701, 32.975]]",DEBE3D04YY50000F6c,DEBE3DwN63aOWMtZ,28,020050,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,239.16788624817832,1994/06/01 00:00:00.000
