geometry,coordinates,gml_id,building_part_id,index_right,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"POLYGON ((189945.42925309384 172914.58321122456, 189944.4847564203 172914.81234849544, 189938.4253275081 172916.2500822939, 189938.0053019633 172916.92218210478, 189938.17377224652 172917.55148082232, 189935.36369564213 172918.20027884646, 189935.56340068174 172919.37830269244, 189932.30520344726 172920.099594578, 189931.96412324655 172919.36250289113, 189928.85772833216 172919.97699251896, 189931.1505087027 172929.6263444046, 189941.33730390415 172927.30664019025, 189942.44357035024 172928.8540626348, 189944.6911209874 172931.99813707347, 189943.70827983168 172932.70260513993, 189951.73321970212 172943.76722128608, 189952.63479574377 172943.1138203649, 189954.43336112358 172945.6303142496, 189954.05809855147 172945.9015874973, 189955.0818796116 172947.45493624365, 189953.8381249254 172948.42771915198, 189952.75056770782 172946.88545687645, 189951.3457095453 172947.87233361628, 189951.05151366163 172947.44658495302, 189950.3316669272 172947.2809885297, 189948.48827689822 172948.63938628626, 189948.36333664475 172949.28462927978, 189948.6677933681 172949.75507540783, 189946.79182451803 172951.07340727816, 189945.14606956896 172948.9368834264, 189937.1186307806 172954.75875053258, 189937.91256887797 172958.10555386226, 189945.56020376418 172956.19899700367, 189954.5636405508 172953.95448722536, 189958.4360348084 172951.2321204149, 189966.50212679355 172945.5628566823, 189964.36794334653 172942.5940230543, 189963.1906229965 172943.44772576253, 189961.48458463544 172941.08716066284, 189962.21651089122 172940.5214343097, 189958.76680555078 172935.76092820402, 189958.0524062973 172936.33474630577, 189956.37682835473 172934.01611936092, 189957.55738614913 172933.0774922798, 189952.68290350348 172926.2672053397, 189951.4591384646 172927.20817349872, 189949.76327423795 172924.86125541534, 189951.03714503584 172923.96844489686, 189949.33246122694 172921.5859314917, 189949.77882760213 172921.26596842427, 189949.79565262434 172920.70118113843, 189945.42925309384 172914.58321122456))","[[384733.438, 5820557.177, 34.164], [384732.509, 5820557.464, 34.164], [384726.547, 5820559.273, 34.164], [384726.169, 5820559.97, 34.164], [384726.376, 5820560.588, 34.164], [384723.61, 5820561.409, 34.164], [384723.882, 5820562.573, 34.164], [384720.673, 5820563.494, 34.164], [384720.287, 5820562.779, 34.164], [384717.223, 5820563.584, 34.164], [384720.107, 5820573.078, 34.164], [384730.136, 5820570.134, 34.164], [384731.336, 5820571.611, 34.164], [384733.774, 5820574.612, 34.164], [384732.836, 5820575.376, 34.164], [384741.531, 5820585.93, 34.164], [384742.391, 5820585.222, 34.164], [384744.342, 5820587.624, 34.164], [384743.984, 5820587.918, 34.164], [384745.102, 5820589.406, 34.164], [384743.92, 5820590.454, 34.164], [384742.739, 5820588.981, 34.164], [384741.397, 5820590.053, 34.164], [384741.077, 5820589.646, 34.164], [384740.348, 5820589.525, 34.164], [384738.591, 5820590.995, 34.164], [384738.506, 5820591.647, 34.164], [384738.839, 5820592.098, 34.164], [384737.047, 5820593.53, 34.164], [384735.272, 5820591.498, 34.164], [384727.615, 5820597.806, 34.164], [384728.614, 5820601.099, 34.164], [384736.133, 5820598.724, 34.164], [384744.985, 5820595.928, 34.164], [384748.684, 5820592.971, 34.164], [384756.389, 5820586.813, 34.164], [384754.075, 5820583.98, 34.164], [384752.952, 5820584.905, 34.164], [384751.103, 5820582.653, 34.164], [384751.799, 5820582.043, 34.164], [384748.061, 5820577.502, 34.164], [384747.383, 5820578.119, 34.164], [384745.567, 5820575.907, 34.164], [384746.688, 5820574.897, 34.164], [384741.401, 5820568.397, 34.164], [384740.237, 5820569.412, 34.164], [384738.399, 5820567.173, 34.164], [384739.616, 5820566.203, 34.164], [384737.767, 5820563.929, 34.164], [384738.193, 5820563.582, 34.164], [384738.175, 5820563.017, 34.164], [384733.438, 5820557.177, 34.164]]",DEBE3D04YY5000058C,UUID_8835b6e5-8beb-46e1-bd9f-ff2c3bffaefe,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,593.4012772286427,1993/07/01 00:00:00.000
"POLYGON ((189934.26300673207 172917.71474934937, 189932.19734204008 172918.21219496801, 189931.96412324655 172919.36250289113, 189932.30520344726 172920.099594578, 189935.56340068174 172919.37830269244, 189935.36369564213 172918.20027884646, 189934.90300010718 172918.29803478054, 189934.26300673207 172917.71474934937))","[[384722.481, 5820560.992, 34.815], [384720.449, 5820561.616, 34.81], [384720.287, 5820562.779, 34.81], [384720.673, 5820563.494, 34.81], [384723.882, 5820562.573, 34.81], [384723.61, 5820561.409, 34.81], [384723.156, 5820561.535, 34.81], [384722.481, 5820560.992, 34.815]]",DEBE3D04YY5000058C,DEBE04YY5000058C_01,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,5.871592133538163,1993/07/01 00:00:00.000
"POLYGON ((189954.09892152066 173025.85076583896, 189967.01523348235 173022.7921687441, 189963.84900781512 173011.44151021598, 189962.5876959438 173006.92119517887, 189950.251023529 173009.85332351128, 189954.09892152066 173025.85076583896))","[[384748.951, 5820667.748, 32.626], [384761.66, 5820663.898, 32.626], [384757.799, 5820652.759, 32.626], [384756.261, 5820648.323, 32.626], [384744.123, 5820652.011, 32.626], [384748.951, 5820667.748, 32.626]]",DEBE3D04YY500002Vz,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,213.58930910198018,1993/07/01 00:00:00.000
"POLYGON ((189954.09892152066 173025.85076583896, 189967.01523348235 173022.7921687441, 189963.84900781512 173011.44151021598, 189962.5876959438 173006.92119517887, 189950.251023529 173009.85332351128, 189954.09892152066 173025.85076583896))","[[384748.951, 5820667.748, 32.626], [384761.66, 5820663.898, 32.626], [384757.799, 5820652.759, 32.626], [384756.261, 5820648.323, 32.626], [384744.123, 5820652.011, 32.626], [384748.951, 5820667.748, 32.626]]",DEBE3D04YY500002Vz,DEBE3DNmi23fN3KR,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,213.58930910198018,1993/07/01 00:00:00.000
"POLYGON ((189984.8941388554 173013.5282952217, 189980.1677415072 173002.14345389002, 189978.96039306105 173003.02935348632, 189975.479373246 173003.85606977364, 189977.39649195783 173010.03421308994, 189978.35326059637 173012.31649707333, 189978.00635993606 173012.4202735212, 189979.3975288651 173015.80994011322, 189980.3745296652 173019.63071610627, 189986.78253737933 173018.0782930814, 189984.8941388554 173013.5282952217))","[[384778.942, 5820653.546, 32.626], [384773.521, 5820642.469, 32.626], [384772.37, 5820643.428, 32.626], [384768.945, 5820644.468, 32.626], [384771.24, 5820650.519, 32.626], [384772.336, 5820652.739, 32.626], [384771.996, 5820652.864, 32.626], [384773.594, 5820656.163, 32.626], [384774.805, 5820659.918, 32.626], [384781.108, 5820657.973, 32.626], [384778.942, 5820653.546, 32.626]]",DEBE3D04YY500002Vz,DEBE3DZUxUeLB1F6,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,95.50016054789015,1993/07/01 00:00:00.000
"POLYGON ((189975.479373246 173003.85606977364, 189969.23884854268 173005.33971203538, 189962.5876959438 173006.92119517887, 189963.84900781512 173011.44151021598, 189968.2941569382 173010.92765759196, 189968.400169156 173011.579140501, 189975.84075044593 173009.76596138222, 189977.39649195783 173010.03421308994, 189975.479373246 173003.85606977364))","[[384768.945, 5820644.468, 32.626], [384762.805, 5820646.334, 32.626], [384756.261, 5820648.323, 32.626], [384757.799, 5820652.759, 32.626], [384762.206, 5820651.972, 32.626], [384762.352, 5820652.616, 32.626], [384769.67, 5820650.347, 32.626], [384771.24, 5820650.519, 32.626], [384768.945, 5820644.468, 32.626]]",DEBE3D04YY500002Vz,DEBE3DAE86kVAG0w,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,74.52015500279369,1993/07/01 00:00:00.000
"POLYGON ((189988.62918188027 173075.0762688549, 189989.11215089232 173077.52259886195, 189988.5457659872 173077.69394993637, 189989.44854410115 173082.0359144568, 189992.8733520353 173081.24378521842, 189991.4407744997 173074.37048103544, 189988.62918188027 173075.0762688549))","[[384786.464, 5820714.774, 33.771], [384787.097, 5820717.187, 33.771], [384786.542, 5820717.393, 33.771], [384787.711, 5820721.673, 33.768], [384791.082, 5820720.671, 33.771], [384789.228, 5820713.896, 33.771], [384786.464, 5820714.774, 33.771]]",DEBE3D04YY500009Fz,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,23.038784862499508,1993/07/01 00:00:00.000
"POLYGON ((190007.68414998057 173071.01645541954, 190001.31174340923 173072.33272749954, 190002.23140548475 173077.1313990009, 190001.66649808147 173077.27880619638, 190004.09334919954 173088.7641072056, 190004.7938300429 173088.72421059792, 190005.23723671326 173091.13004398698, 190019.06275372233 173088.54415772494, 190018.86655367148 173087.69883445778, 190018.7874431321 173087.71498347187, 190018.90145514358 173088.07453342367, 190016.35348636698 173088.54922794277, 190015.93433300994 173086.22100224227, 190016.56329916877 173086.02547188092, 190015.69334498432 173082.27138776775, 190016.13864675417 173082.26081052396, 190014.91941117976 173076.70156973382, 190016.0407822202 173075.50491855104, 190014.71628733206 173075.77369939804, 190013.4133878886 173069.8337479386, 190007.68414998057 173071.01645541954))","[[384805.241, 5820709.546, 32.067], [384798.959, 5820711.253, 32.067], [384800.173, 5820715.988, 32.067], [384799.618, 5820716.17, 32.067], [384802.749, 5820727.489, 32.067], [384803.446, 5820727.406, 32.067], [384804.037, 5820729.781, 32.067], [384817.683, 5820726.347, 32.067], [384817.435, 5820725.515, 32.067], [384817.357, 5820725.536, 32.067], [384817.493, 5820725.888, 32.067], [384814.978, 5820726.519, 32.067], [384814.416, 5820724.22, 32.067], [384815.032, 5820723.986, 32.067], [384813.932, 5820720.291, 32.067], [384814.376, 5820720.253, 32.067], [384812.816, 5820714.777, 32.067], [384813.862, 5820713.513, 32.067], [384812.556, 5820713.863, 32.067], [384810.889, 5820708.012, 32.067], [384805.241, 5820709.546, 32.067]]",DEBE3D04YY50000PBN,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,245.5954921756917,1993/07/01 00:00:00.000
"POLYGON ((190007.68414998057 173071.01645541954, 190001.31174340923 173072.33272749954, 190002.23140548475 173077.1313990009, 190001.66649808147 173077.27880619638, 190004.09334919954 173088.7641072056, 190004.7938300429 173088.72421059792, 190005.23723671326 173091.13004398698, 190019.06275372233 173088.54415772494, 190018.86655367148 173087.69883445778, 190018.7874431321 173087.71498347187, 190018.90145514358 173088.07453342367, 190016.35348636698 173088.54922794277, 190015.93433300994 173086.22100224227, 190016.56329916877 173086.02547188092, 190015.69334498432 173082.27138776775, 190016.13864675417 173082.26081052396, 190014.91941117976 173076.70156973382, 190016.0407822202 173075.50491855104, 190014.71628733206 173075.77369939804, 190013.4133878886 173069.8337479386, 190007.68414998057 173071.01645541954))","[[384805.241, 5820709.546, 32.067], [384798.959, 5820711.253, 32.067], [384800.173, 5820715.988, 32.067], [384799.618, 5820716.17, 32.067], [384802.749, 5820727.489, 32.067], [384803.446, 5820727.406, 32.067], [384804.037, 5820729.781, 32.067], [384817.683, 5820726.347, 32.067], [384817.435, 5820725.515, 32.067], [384817.357, 5820725.536, 32.067], [384817.493, 5820725.888, 32.067], [384814.978, 5820726.519, 32.067], [384814.416, 5820724.22, 32.067], [384815.032, 5820723.986, 32.067], [384813.932, 5820720.291, 32.067], [384814.376, 5820720.253, 32.067], [384812.816, 5820714.777, 32.067], [384813.862, 5820713.513, 32.067], [384812.556, 5820713.863, 32.067], [384810.889, 5820708.012, 32.067], [384805.241, 5820709.546, 32.067]]",DEBE3D04YY50000PBN,DEBE3DD1gcgfNTmz,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,245.5954921756917,1993/07/01 00:00:00.000
"POLYGON ((190018.86655367148 173087.69883445778, 190019.06275372233 173088.54415772494, 190005.23723671326 173091.13004398698, 190002.17750652105 173091.70234753247, 190002.09809809242 173091.02546652814, 189995.23499438743 173092.58485775397, 189995.38245387492 173093.29498039497, 189997.46413113378 173103.28182603206, 189998.04964527691 173106.09501046877, 190028.40611678924 173099.69815134277, 190027.88628283015 173097.2325212482, 190025.70680094793 173086.8831197057, 190025.58513559328 173086.30678170992, 190018.86655367148 173087.69883445778))","[[384817.435, 5820725.515, 32.067], [384817.683, 5820726.347, 32.067], [384804.037, 5820729.781, 32.067], [384801.017, 5820730.541, 32.067], [384800.896, 5820729.87, 32.067], [384794.139, 5820731.85, 32.067], [384794.33, 5820732.55, 32.067], [384797.024, 5820742.394, 32.067], [384797.782, 5820745.167, 32.067], [384827.7, 5820736.909, 32.067], [384827.029, 5820734.479, 32.067], [384824.215, 5820724.279, 32.067], [384824.058, 5820723.711, 32.067], [384817.435, 5820725.515, 32.067]]",DEBE3D04YY50000PBN,DEBE3DLjH8utG6Ej,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,414.5009758736588,1993/07/01 00:00:00.000
"POLYGON ((190013.4133878886 173069.8337479386, 190014.71628733206 173075.77369939804, 190016.0407822202 173075.50491855104, 190023.01199342162 173074.09240215382, 190021.75064980038 173068.11195209154, 190013.4133878886 173069.8337479386))","[[384810.889, 5820708.012, 32.067], [384812.556, 5820713.863, 32.067], [384813.862, 5820713.513, 32.067], [384820.736, 5820711.673, 32.067], [384819.108, 5820705.779, 32.067], [384810.889, 5820708.012, 32.067]]",DEBE3D04YY50000PBN,DEBE3DQSHg6E1qUt,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,51.74807508103798,1993/07/01 00:00:00.000
"POLYGON ((189974.0005690675 173108.5938197924, 189974.58791034823 173111.03657603567, 189984.1337419241 173109.0258291827, 189998.04964527691 173106.09501046877, 189997.47477400978 173103.33656171957, 189995.95738673152 173096.05243134717, 189995.38245387492 173093.29498039497, 189988.34816873472 173094.7396562047, 189988.48340658107 173095.29079370195, 189985.65903802583 173095.84657521438, 189984.94735100644 173095.98692789956, 189971.5999739256 173098.6143341707, 189972.1499057921 173100.9005567291, 189973.8913464196 173108.14042794317, 189974.0005690675 173108.5938197924))","[[384773.922, 5820749.144, 33.133], [384774.659, 5820751.547, 33.133], [384784.067, 5820748.951, 33.133], [384797.782, 5820745.167, 33.133], [384797.038, 5820742.448, 33.133], [384795.074, 5820735.268, 33.133], [384794.33, 5820732.55, 33.133], [384787.395, 5820734.426, 33.133], [384787.564, 5820734.968, 33.133], [384784.778, 5820735.697, 33.133], [384784.076, 5820735.881, 33.133], [384770.91, 5820739.327, 33.133], [384771.6, 5820741.576, 33.133], [384773.785, 5820748.698, 33.133], [384773.922, 5820749.144, 33.133]]",DEBE3D04YY500004IA,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,309.0595491119185,1993/07/01 00:00:00.000
"POLYGON ((189974.0005690675 173108.5938197924, 189974.58791034823 173111.03657603567, 189984.1337419241 173109.0258291827, 189998.04964527691 173106.09501046877, 189997.47477400978 173103.33656171957, 189995.95738673152 173096.05243134717, 189995.38245387492 173093.29498039497, 189988.34816873472 173094.7396562047, 189988.48340658107 173095.29079370195, 189985.65903802583 173095.84657521438, 189984.94735100644 173095.98692789956, 189971.5999739256 173098.6143341707, 189972.1499057921 173100.9005567291, 189973.8913464196 173108.14042794317, 189974.0005690675 173108.5938197924))","[[384773.922, 5820749.144, 33.133], [384774.659, 5820751.547, 33.133], [384784.067, 5820748.951, 33.133], [384797.782, 5820745.167, 33.133], [384797.038, 5820742.448, 33.133], [384795.074, 5820735.268, 33.133], [384794.33, 5820732.55, 33.133], [384787.395, 5820734.426, 33.133], [384787.564, 5820734.968, 33.133], [384784.778, 5820735.697, 33.133], [384784.076, 5820735.881, 33.133], [384770.91, 5820739.327, 33.133], [384771.6, 5820741.576, 33.133], [384773.785, 5820748.698, 33.133], [384773.922, 5820749.144, 33.133]]",DEBE3D04YY500004IA,DEBE3Dznv2pfgqrb,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,309.0595491119185,1993/07/01 00:00:00.000
"POLYGON ((189988.62918188027 173075.0762688549, 189991.4407744997 173074.37048103544, 189989.12977989452 173068.3432865236, 189981.60550325026 173070.13327454118, 189983.72280670347 173075.72890442578, 189983.92255952157 173076.25698344404, 189988.62918188027 173075.0762688549))","[[384786.464, 5820714.774, 33.133], [384789.228, 5820713.896, 33.133], [384786.549, 5820708.02, 33.133], [384779.146, 5820710.271, 33.133], [384781.605, 5820715.728, 33.133], [384781.837, 5820716.243, 33.133], [384786.464, 5820714.774, 33.133]]",DEBE3D04YY500004IA,DEBE3DVfBTCGpPcE,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,49.94962569816158,1993/07/01 00:00:00.000
"POLYGON ((189965.6615717686 173073.92538861302, 189971.5999739256 173098.6143341707, 189974.2449241918 173098.09354866584, 189981.22171587753 173096.72043521574, 189984.94735100644 173095.98692789956, 189983.5390901141 173095.11388032613, 189982.60465369772 173091.73937710247, 189983.23387874768 173091.5558803624, 189980.7699797137 173081.23900230214, 189980.18261687318 173081.2958936737, 189979.31509635935 173077.85942340677, 189980.2890924555 173076.45438748455, 189979.02781979166 173076.7210606202, 189977.6050728062 173071.08416713867, 189974.7622196242 173071.76098632166, 189967.85491357255 173073.40377498558, 189965.6615717686 173073.92538861302))","[[384763.459, 5820715.04, 33.133], [384770.91, 5820739.327, 33.133], [384773.519, 5820738.644, 33.133], [384780.401, 5820736.843, 33.133], [384784.076, 5820735.881, 33.133], [384782.616, 5820735.096, 33.133], [384781.475, 5820731.784, 33.133], [384782.092, 5820731.562, 33.133], [384778.996, 5820721.412, 33.133], [384778.413, 5820721.505, 33.133], [384777.335, 5820718.127, 33.133], [384778.221, 5820716.664, 33.133], [384776.978, 5820717.008, 33.133], [384775.21, 5820711.467, 33.131], [384772.413, 5820712.318, 33.133], [384765.617, 5820714.384, 33.133], [384763.459, 5820715.04, 33.133]]",DEBE3D04YY500004IA,DEBE3DMEDsTiQAkA,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,324.61948400882125,1993/07/01 00:00:00.000
"POLYGON ((189981.60550325026 173070.13327454118, 189977.6050728062 173071.08416713867, 189979.02781979166 173076.7210606202, 189980.2890924555 173076.45438748455, 189983.72280670347 173075.72890442578, 189981.60550325026 173070.13327454118))","[[384779.146, 5820710.271, 33.133], [384775.21, 5820711.467, 33.131], [384776.978, 5820717.008, 33.133], [384778.221, 5820716.664, 33.133], [384781.605, 5820715.728, 33.133], [384779.146, 5820710.271, 33.133]]",DEBE3D04YY500004IA,DEBE3DtyYd5w73Pn,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,26.137168641392627,1993/07/01 00:00:00.000
"POLYGON ((189963.8968115761 172972.02493666217, 189961.44451121654 172972.60467913895, 189962.55867959262 172977.36728043505, 189962.78759589852 172978.34781638338, 189967.06179892062 172977.22854686226, 189971.05165378426 172974.25805524492, 189967.5296349134 172969.43600267547, 189963.8968115761 172972.02493666217))","[[384755.418, 5820613.397, 33.68], [384753.005, 5820614.127, 33.68], [384754.411, 5820618.814, 33.68], [384754.7, 5820619.779, 33.68], [384758.899, 5820618.398, 33.68], [384762.7, 5820615.186, 33.68], [384758.886, 5820610.588, 33.68], [384755.418, 5820613.397, 33.68]]",DEBE3D04YY50000Rt0,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,48.72160666887604,1993/07/01 00:00:00.000
"POLYGON ((189963.8968115761 172972.02493666217, 189961.44451121654 172972.60467913895, 189962.55867959262 172977.36728043505, 189962.78759589852 172978.34781638338, 189967.06179892062 172977.22854686226, 189971.05165378426 172974.25805524492, 189967.5296349134 172969.43600267547, 189963.8968115761 172972.02493666217))","[[384755.418, 5820613.397, 33.68], [384753.005, 5820614.127, 33.68], [384754.411, 5820618.814, 33.68], [384754.7, 5820619.779, 33.68], [384758.899, 5820618.398, 33.68], [384762.7, 5820615.186, 33.68], [384758.886, 5820610.588, 33.68], [384755.418, 5820613.397, 33.68]]",DEBE3D04YY50000Rt0,DEBE3Db2q6AeNnua,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,48.72160666887604,1993/07/01 00:00:00.000
"POLYGON ((189978.19666302175 172961.83317881444, 189967.8994782843 172969.17140522166, 189967.5296349134 172969.43600267547, 189971.05165378426 172974.25805524492, 189977.45665274106 172983.02750876173, 189988.04857622355 172975.53822219255, 189978.19666302175 172961.83317881444))","[[384769.069, 5820602.339, 33.68], [384759.239, 5820610.301, 33.68], [384758.886, 5820610.588, 33.68], [384762.7, 5820615.186, 33.68], [384769.636, 5820623.548, 33.68], [384779.751, 5820615.417, 33.68], [384769.069, 5820602.339, 33.68]]",DEBE3D04YY50000Rt0,DEBE3DK56s0w830s,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,219.70529642490163,1993/07/01 00:00:00.000
"POLYGON ((189972.1506282456 173047.3324124369, 189970.8289309864 173047.66946510886, 189972.62328222208 173055.35023824344, 189973.95983400155 173055.0321285181, 189972.1506282456 173047.3324124369))","[[384768.3, 5820688.086, 33.767], [384767.001, 5820688.504, 33.766], [384769.266, 5820696.063, 33.766], [384770.581, 5820695.663, 33.766], [384768.3, 5820688.086, 33.767]]",DEBE3D04YY500006iV,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10.811521427428177,1993/07/01 00:00:00.000
"POLYGON ((189972.1506282456 173047.3324124369, 189970.8289309864 173047.66946510886, 189972.62328222208 173055.35023824344, 189973.95983400155 173055.0321285181, 189972.1506282456 173047.3324124369))","[[384768.3, 5820688.086, 33.767], [384767.001, 5820688.504, 33.766], [384769.266, 5820696.063, 33.766], [384770.581, 5820695.663, 33.766], [384768.3, 5820688.086, 33.767]]",DEBE3D04YY500006iV,DEBE04YY500006iV_05,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10.811521427428177,1993/07/01 00:00:00.000
"POLYGON ((189958.93817217858 173041.73613026252, 189957.97553232187 173041.9671522351, 189959.1605990629 173046.89536529515, 189959.9746107998 173046.60610026694, 189959.27599396926 173043.3212593261, 189958.93817217858 173041.73613026252))","[[384754.762, 5820683.312, 33.721], [384753.815, 5820683.602, 33.725], [384755.302, 5820688.45, 33.721], [384756.097, 5820688.111, 33.721], [384755.197, 5820684.874, 33.719], [384754.762, 5820683.312, 33.721]]",DEBE3D04YY500006iV,DEBE04YY500006iV_01,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,4.64209098274021,1993/07/01 00:00:00.000
"POLYGON ((189971.37904608104 173044.02904847104, 189959.9746107998 173046.60610026694, 189960.5995657923 173049.5428944535, 189959.8362720501 173049.70810352635, 189960.54653351498 173052.65817347917, 189961.48444191573 173056.56066051638, 189963.7633345718 173055.96721344074, 189964.00264323657 173057.39604439322, 189972.62328222208 173055.35023824344, 189970.8289309864 173047.66946510886, 189972.1506282456 173047.3324124369, 189971.2883709531 173044.08654524022, 189971.3869295661 173044.06358463483, 189971.37904608104 173044.02904847104))","[[384767.326, 5820684.835, 33.7], [384756.097, 5820688.111, 33.7], [384756.902, 5820691.005, 33.7], [384756.15, 5820691.217, 33.7], [384757.041, 5820694.119, 33.7], [384758.218, 5820697.958, 33.7], [384760.457, 5820697.225, 33.7], [384760.784, 5820698.637, 33.7], [384769.266, 5820696.063, 33.7], [384767.001, 5820688.504, 33.7], [384768.3, 5820688.086, 33.7], [384767.239, 5820684.898, 33.7], [384767.336, 5820684.869, 33.7], [384767.326, 5820684.835, 33.7]]",DEBE3D04YY500006iV,DEBE3DcjEnxajUvM,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,125.61114160807689,1993/07/01 00:00:00.000
"POLYGON ((189961.48444191573 173056.56066051638, 189961.81142005784 173057.91578584342, 189964.00264323657 173057.39604439322, 189963.7633345718 173055.96721344074, 189961.48444191573 173056.56066051638))","[[384758.218, 5820697.958, 33.8], [384758.628, 5820699.291, 33.802], [384760.784, 5820698.637, 33.8], [384760.457, 5820697.225, 33.8], [384758.218, 5820697.958, 33.8]]",DEBE3D04YY500006iV,DEBE04YY500006iV_06,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,3.2687477560428926,1993/07/01 00:00:00.000
"POLYGON ((189960.24031080763 173041.42390874593, 189958.93817217858 173041.73613026252, 189959.27599396926 173043.3212593261, 189960.6488182266 173042.98335577833, 189960.24031080763 173041.42390874593))","[[384756.043, 5820682.92, 33.704], [384754.762, 5820683.312, 33.706], [384755.197, 5820684.874, 33.705], [384756.547, 5820684.452, 33.704], [384756.043, 5820682.92, 33.704]]",DEBE3D04YY500006iV,DEBE04YY500006iV_02,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,2.22420791889554,1993/07/01 00:00:00.000
"POLYGON ((189971.37904608104 173044.02904847104, 189971.3869295661 173044.06358463483, 189978.1613626235 173042.49671911018, 189976.980221083 173037.4075129048, 189960.24031080763 173041.42390874593, 189960.6488182266 173042.98335577833, 189959.27599396926 173043.3212593261, 189959.9746107998 173046.60610026694, 189971.37904608104 173044.02904847104))","[[384767.326, 5820684.835, 33.7], [384767.336, 5820684.869, 33.7], [384774.004, 5820682.887, 33.7], [384772.511, 5820677.878, 33.7], [384756.043, 5820682.92, 33.704], [384756.547, 5820684.452, 33.704], [384755.197, 5820684.874, 33.705], [384756.097, 5820688.111, 33.7], [384767.326, 5820684.835, 33.7]]",DEBE3D04YY500006iV,DEBE3DM5hkyyVeO0,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,92.77485333045209,1993/07/01 00:00:00.000
"POLYGON ((189958.5544688433 173047.11033096435, 189958.1969413288 173047.33763284955, 189957.91973369397 173047.65902114022, 189957.74757751025 173048.04697956666, 189957.69453787466 173048.4683263534, 189957.7648879465 173048.88627111277, 189957.95373723222 173049.26646236522, 189958.24410015898 173049.57580520626, 189958.61157657308 173049.78775743066, 189959.02416705128 173049.88532251064, 189959.8362104871 173049.7091011888, 189960.5995657923 173049.5428944535, 189959.9746107998 173046.60610026694, 189959.1605990629 173046.89536529515, 189958.5544688433 173047.11033096435))","[[384754.71, 5820688.702, 33.72], [384754.367, 5820688.951, 33.721], [384754.11, 5820689.289, 33.72], [384753.962, 5820689.687, 33.718], [384753.935, 5820690.111, 33.718], [384754.031, 5820690.524, 33.72], [384754.243, 5820690.892, 33.721], [384754.552, 5820691.183, 33.722], [384754.932, 5820691.372, 33.72], [384755.35, 5820691.444, 33.72], [384756.15, 5820691.218, 33.72], [384756.902, 5820691.005, 33.72], [384756.097, 5820688.111, 33.721], [384755.302, 5820688.45, 33.721], [384754.71, 5820688.702, 33.72]]",DEBE3D04YY500006iV,DEBE04YY500006iV_03,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,6.742866740946846,1993/07/01 00:00:00.000
"POLYGON ((189969.23884854268 173005.33971203538, 189968.038988312 173000.3915592195, 189961.43426976376 173001.9508711541, 189962.58264606792 173006.92188502778, 189969.23884854268 173005.33971203538))","[[384762.805, 5820646.334, 33.94], [384761.302, 5820641.467, 33.94], [384754.803, 5820643.431, 33.94], [384756.256, 5820648.324, 33.94], [384762.805, 5820646.334, 33.94]]",DEBE3D04YY50000Cyt,,26,020044,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,34.72855894078007,1993/07/01 00:00:00.000
