Index;Consumption [kWh/h]
1;244,49
2;240,67
3;236,54
4;236,39
5;235,90
6;235,00
7;234,82
8;234,10
9;234,09
10;233,62
11;233,45
12;232,77
13;232,67
14;232,07
15;231,73
16;231,68
17;231,15
18;231,07
19;231,06
20;230,79
21;230,22
22;229,23
23;229,10
24;229,02
25;228,99
26;228,48
27;228,45
28;228,42
29;228,37
30;228,17
31;228,12
32;227,91
33;227,61
34;227,21
35;226,73
36;226,60
37;226,14
38;225,97
39;225,76
40;225,52
41;225,50
42;225,37
43;225,30
44;225,25
45;225,19
46;224,93
47;224,69
48;224,50
49;224,41
50;224,15
51;224,01
52;223,93
53;223,72
54;223,64
55;223,42
56;223,27
57;223,27
58;223,06
59;222,62
60;222,58
61;222,50
62;222,10
63;222,07
64;222,01
65;221,77
66;221,72
67;221,66
68;221,56
69;221,46
70;221,15
71;221,09
72;221,07
73;220,87
74;220,81
75;220,77
76;220,73
77;220,64
78;220,58
79;220,53
80;220,53
81;220,52
82;220,41
83;220,38
84;220,22
85;220,22
86;220,08
87;219,98
88;219,91
89;219,80
90;219,71
91;219,61
92;219,58
93;219,43
94;219,39
95;219,38
96;219,17
97;219,10
98;219,06
99;218,97
100;218,61
101;218,37
102;218,05
103;217,94
104;217,79
105;217,79
106;217,75
107;217,71
108;217,55
109;217,39
110;217,28
111;217,23
112;217,15
113;217,07
114;217,00
115;216,96
116;216,88
117;216,78
118;216,51
119;216,32
120;216,31
121;216,20
122;216,16
123;216,14
124;216,10
125;216,08
126;215,27
127;215,18
128;214,83
129;214,53
130;214,42
131;213,68
132;213,59
133;213,58
134;213,45
135;213,08
136;212,99
137;212,43
138;212,03
139;211,93
140;211,57
141;211,52
142;211,49
143;211,30
144;211,02
145;211,00
146;210,99
147;210,89
148;210,86
149;210,84
150;210,81
151;210,70
152;210,46
153;210,43
154;210,35
155;210,30
156;210,00
157;209,66
158;209,46
159;209,39
160;209,38
161;209,21
162;209,14
163;209,06
164;209,03
165;208,99
166;208,73
167;208,60
168;208,51
