Index;Consumption [kWh/h]
1;4150,45
2;4144,34
3;4134,97
4;4132,96
5;4130,80
6;4128,49
7;4124,38
8;4122,43
9;4122,14
10;4121,09
11;4120,31
12;4119,97
13;4118,71
14;4111,74
15;4111,60
16;4110,93
17;4107,04
18;4105,73
19;4104,45
20;4103,41
21;4101,97
22;4097,92
23;4097,75
24;4094,46
25;4093,66
26;4093,32
27;4093,05
28;4092,11
29;4091,59
30;4089,56
31;4088,59
32;4086,60
33;4085,27
34;4084,79
35;4084,73
36;4082,87
37;4082,76
38;4082,69
39;4082,51
40;4082,04
41;4081,36
42;4078,24
43;4078,05
44;4077,96
45;4077,14
46;4076,52
47;4076,43
48;4073,80
49;4073,72
50;4071,60
51;4068,41
52;4068,09
53;4066,84
54;4066,11
55;4064,21
56;4060,55
57;4059,72
58;4057,89
59;4057,52
60;4056,01
61;4055,50
62;4053,31
63;4052,73
64;4051,41
65;4051,22
66;4050,96
67;4049,08
68;4046,62
69;4045,49
70;4042,11
71;4041,74
72;4039,73
73;4038,79
74;4038,38
75;4037,82
76;4036,65
77;4036,58
78;4036,06
79;4035,29
80;4034,40
81;4034,24
82;4033,80
83;4032,65
84;4032,24
85;4031,99
86;4029,92
87;4029,14
88;4028,46
89;4028,00
90;4027,77
91;4027,68
92;4026,60
93;4024,43
94;4023,44
95;4023,29
96;4021,80
97;4020,78
98;4019,90
99;4018,68
100;4018,35
101;4014,44
102;4013,66
103;4013,64
104;4013,47
105;4012,41
106;4010,99
107;4010,44
108;4009,37
109;4008,62
110;4008,04
111;4007,69
112;4007,13
113;4006,41
114;4005,14
115;4003,56
116;4002,54
117;3999,80
118;3998,36
119;3995,42
120;3995,34
121;3991,91
122;3985,82
123;3984,07
124;3983,45
125;3972,21
126;3971,89
127;3963,56
128;3952,24
129;3795,68
130;3787,91
131;3783,47
132;3779,19
133;3771,39
134;3769,49
135;3768,56
136;3764,91
137;3763,86
138;3763,83
139;3762,19
140;3761,42
141;3759,82
142;3758,93
143;3755,15
144;3754,72
145;3752,76
146;3752,54
147;3751,16
148;3749,94
149;3749,65
150;3749,59
151;3749,17
152;3747,36
153;3747,08
154;3746,58
155;3745,86
156;3745,33
157;3744,93
158;3743,43
159;3742,11
160;3741,92
161;3740,99
162;3740,64
163;3740,58
164;3740,03
165;3739,69
166;3736,42
167;3736,01
168;3735,71
169;3733,69
170;3733,27
171;3733,09
172;3732,03
173;3731,89
174;3730,78
175;3730,27
176;3728,40
177;3726,16
178;3726,16
179;3725,95
180;3725,36
181;3724,80
182;3724,72
183;3724,62
184;3724,28
185;3723,43
186;3722,35
187;3722,05
188;3722,01
189;3721,90
190;3720,73
191;3719,69
192;3719,44
193;3719,43
194;3718,77
195;3718,44
196;3717,69
197;3715,64
198;3714,83
199;3714,50
200;3713,45
201;3713,35
202;3713,33
203;3712,51
204;3712,29
205;3710,33
206;3710,24
207;3709,90
208;3709,67
209;3709,14
210;3708,34
211;3707,88
212;3707,64
213;3707,01
214;3706,73
215;3705,85
216;3705,49
217;3704,68
218;3703,26
219;3703,13
220;3702,97
221;3702,74
222;3702,43
223;3700,86
224;3700,18
225;3699,62
226;3698,83
227;3698,32
228;3697,72
229;3696,66
230;3695,87
231;3695,06
232;3691,54
233;3690,28
234;3689,78
235;3688,29
236;3685,35
237;3685,02
238;3684,83
239;3684,83
240;3682,56
241;3681,50
242;3680,38
243;3679,75
244;3677,12
245;3675,75
246;3674,68
247;3674,43
248;3671,77
249;3671,43
250;3669,51
251;3669,20
252;3668,19
253;3665,55
254;3664,00
255;3659,10
256;3646,00
257;3644,68
258;3636,74
259;3630,07
260;3629,59
261;3623,97
262;3610,67
263;3608,11
264;3607,84
265;3607,20
266;3606,89
267;3602,26
268;3600,87
269;3600,24
270;3599,95
271;3597,10
272;3594,55
273;3594,16
274;3593,58
275;3593,33
276;3589,40
277;3587,57
278;3587,56
279;3587,23
280;3583,89
281;3581,45
282;3581,18
283;3578,89
284;3577,22
285;3577,03
286;3574,69
287;3574,34
288;3573,24
289;3572,14
290;3571,31
291;3567,19
292;3566,81
293;3566,29
294;3565,35
295;3565,34
296;3564,96
297;3564,16
298;3561,76
299;3561,58
300;3559,67
301;3559,35
302;3559,24
303;3558,90
304;3558,74
305;3557,09
306;3556,67
307;3556,39
308;3556,34
309;3555,85
310;3555,05
311;3552,38
312;3551,98
313;3551,94
314;3551,90
315;3550,70
316;3549,64
317;3549,13
318;3548,81
319;3548,62
320;3547,80
321;3547,78
322;3547,71
323;3547,70
324;3544,96
325;3544,33
326;3544,30
327;3544,08
328;3544,07
329;3544,03
330;3543,66
331;3542,28
332;3542,24
333;3541,86
334;3540,95
335;3540,24
336;3538,26
337;3537,40
338;3535,68
339;3535,38
340;3535,22
341;3535,14
342;3534,62
343;3533,47
344;3532,95
345;3532,66
346;3532,45
347;3532,15
348;3530,65
349;3530,28
350;3529,70
351;3529,09
352;3528,74
353;3528,50
354;3528,04
355;3527,51
356;3527,12
357;3526,79
358;3526,44
359;3526,09
360;3525,86
361;3525,71
362;3525,67
363;3525,12
364;3525,00
365;3524,85
366;3524,85
367;3524,81
368;3524,76
369;3524,12
370;3523,98
371;3523,85
372;3523,37
373;3522,39
374;3522,39
375;3522,28
376;3522,12
377;3521,60
378;3521,42
379;3521,22
380;3521,16
381;3520,69
382;3520,19
383;3519,95
384;3518,81
385;3518,31
386;3517,77
387;3517,64
388;3517,35
389;3516,96
390;3515,80
391;3515,07
392;3515,03
393;3514,72
394;3514,67
395;3514,11
396;3513,94
397;3513,61
398;3513,16
399;3512,75
400;3511,86
401;3511,43
402;3511,37
403;3511,33
404;3511,24
405;3510,99
406;3510,81
407;3509,51
408;3509,28
409;3508,94
410;3508,84
411;3508,80
412;3508,35
413;3507,93
414;3507,91
415;3507,88
416;3507,64
417;3506,54
418;3505,84
419;3505,58
420;3505,34
421;3504,99
422;3504,54
423;3504,44
424;3503,59
425;3503,48
426;3503,23
427;3502,46
428;3501,89
429;3501,16
430;3501,13
431;3500,88
432;3500,54
433;3500,30
434;3500,28
435;3500,07
436;3499,96
437;3499,87
438;3499,86
439;3499,79
440;3499,72
441;3499,23
442;3499,21
443;3498,91
444;3498,44
445;3498,04
446;3497,81
447;3497,27
448;3497,14
449;3496,09
450;3495,73
451;3495,71
452;3495,63
453;3495,43
454;3495,28
455;3494,59
456;3494,45
457;3494,40
458;3494,32
459;3493,95
460;3493,32
461;3492,77
462;3492,31
463;3492,06
464;3491,79
465;3491,24
466;3490,86
467;3489,62
468;3489,34
469;3488,98
470;3488,94
471;3488,72
472;3488,07
473;3488,04
474;3488,03
475;3486,91
476;3486,17
477;3486,10
478;3486,04
479;3485,81
480;3485,80
481;3485,73
482;3485,16
483;3484,28
484;3482,79
485;3480,96
486;3480,79
487;3480,53
488;3480,13
489;3478,37
490;3478,35
491;3478,32
492;3475,18
493;3474,29
494;3473,84
495;3472,94
496;3472,45
497;3469,53
498;3467,60
499;3466,02
500;3463,85
501;3462,49
502;3458,56
503;3458,53
504;3457,66
505;3455,97
506;3455,80
507;3455,64
508;3451,18
509;3450,78
510;3449,30
511;3444,93
512;3444,87
513;3440,52
514;3430,90
515;3426,51
516;3425,82
517;3413,98
518;3413,22
519;3404,73
520;3403,93
521;3399,31
522;3396,61
523;3396,46
524;3392,54
525;3392,40
526;3389,62
527;3389,39
528;3388,87
529;3385,22
530;3384,98
531;3384,94
532;3382,12
533;3381,24
534;3380,95
535;3380,65
536;3379,80
537;3378,57
538;3377,13
539;3376,84
540;3376,59
541;3376,32
542;3375,23
543;3375,18
544;3374,92
545;3372,62
546;3372,44
547;3372,28
548;3371,17
549;3370,44
550;3370,24
551;3368,76
552;3368,72
553;3368,16
554;3367,41
555;3367,14
556;3365,91
557;3365,27
558;3364,99
559;3364,22
560;3363,00
561;3362,67
562;3361,57
563;3359,94
564;3359,78
565;3359,68
566;3359,27
567;3358,63
568;3358,06
569;3357,79
570;3357,49
571;3357,17
572;3357,05
573;3356,56
574;3356,44
575;3356,32
576;3356,23
577;3356,16
578;3355,49
579;3355,39
580;3353,89
581;3353,71
582;3353,62
583;3353,49
584;3352,32
585;3351,97
586;3351,50
587;3351,42
588;3349,73
589;3348,80
590;3346,70
591;3346,49
592;3345,93
593;3345,78
594;3345,70
595;3345,06
596;3344,39
597;3344,23
598;3343,78
599;3343,45
600;3342,97
601;3342,89
602;3342,83
603;3342,62
604;3342,60
605;3342,46
606;3341,37
607;3340,26
608;3338,50
609;3336,94
610;3336,70
611;3336,24
612;3335,40
613;3334,79
614;3333,56
615;3331,65
616;3331,28
617;3328,16
618;3326,71
619;3325,83
620;3324,80
621;3323,33
622;3323,00
623;3322,72
624;3322,65
625;3322,16
626;3320,82
627;3320,10
628;3318,92
629;3317,78
630;3316,34
631;3316,23
632;3315,44
633;3314,44
634;3314,29
635;3312,72
636;3311,76
637;3310,14
638;3309,11
639;3307,90
640;3306,27
641;3305,62
642;3304,65
643;3302,74
644;3295,45
645;3281,74
646;3272,77
647;3266,62
648;3266,35
649;3265,13
650;3256,92
651;3252,36
652;3251,57
653;3247,67
654;3247,62
655;3242,24
656;3239,79
657;3234,88
658;3233,22
659;3232,55
660;3231,75
661;3230,81
662;3228,39
663;3227,61
664;3227,05
665;3226,82
666;3225,54
667;3224,67
668;3223,29
669;3219,99
670;3217,23
671;3215,88
672;3215,67
673;3215,18
674;3214,58
675;3211,81
676;3211,72
677;3210,84
678;3210,20
679;3210,00
680;3208,45
681;3208,30
682;3206,13
683;3205,96
684;3205,46
685;3205,29
686;3205,10
687;3205,03
688;3204,69
689;3200,87
690;3200,08
691;3198,31
692;3197,80
693;3197,00
694;3196,64
695;3194,45
696;3193,88
697;3192,28
698;3189,77
699;3189,53
700;3187,94
701;3182,73
702;3182,44
703;3182,16
704;3179,79
705;3178,53
706;3178,49
707;3176,05
708;3173,89
709;3172,91
710;3169,76
711;3169,12
712;3168,52
713;3166,82
714;3166,33
715;3165,13
716;3162,37
717;3161,78
718;3161,38
719;3159,82
720;3158,68
721;3158,60
722;3158,44
723;3157,04
724;3154,65
725;3152,10
726;3151,36
727;3150,99
728;3150,06
729;3149,53
730;3149,43
731;3149,14
732;3148,53
733;3148,26
734;3147,96
735;3147,95
736;3147,58
737;3147,56
738;3147,55
739;3147,14
740;3146,89
741;3144,84
742;3144,67
743;3144,44
744;3144,14
745;3143,50
746;3142,90
747;3141,96
748;3140,10
749;3140,04
750;3139,93
751;3138,91
752;3138,72
753;3138,18
754;3137,99
755;3137,47
756;3137,28
757;3137,24
758;3137,03
759;3136,56
760;3136,51
761;3136,49
762;3135,53
763;3134,77
764;3134,75
765;3134,08
766;3133,48
767;3133,43
768;3133,28
769;3132,98
770;3132,63
771;3132,52
772;3132,28
773;3131,87
774;3131,14
775;3131,03
776;3130,80
777;3130,68
778;3130,50
779;3130,35
780;3130,06
781;3128,73
782;3128,72
783;3128,45
784;3128,37
785;3128,35
786;3128,13
787;3128,07
788;3128,06
789;3126,49
790;3126,38
791;3126,02
792;3125,79
793;3125,38
794;3125,28
795;3125,28
796;3125,23
797;3124,79
798;3124,34
799;3124,11
800;3123,24
801;3123,23
802;3122,97
803;3121,92
804;3121,87
805;3121,81
806;3121,70
807;3121,42
808;3121,30
809;3120,81
810;3120,39
811;3120,23
812;3120,02
813;3119,33
814;3119,26
815;3119,02
816;3118,14
817;3117,87
818;3117,48
819;3116,58
820;3115,98
821;3115,32
822;3114,87
823;3114,81
824;3114,56
825;3114,26
826;3113,58
827;3113,42
828;3112,95
829;3112,47
830;3112,36
831;3112,14
832;3111,94
833;3111,89
834;3111,84
835;3111,70
836;3111,66
837;3111,47
838;3111,43
839;3111,29
840;3111,22
841;3110,12
842;3110,08
843;3109,92
844;3109,60
845;3109,53
846;3109,14
847;3108,73
848;3108,55
849;3108,52
850;3107,96
851;3107,67
852;3107,59
853;3107,22
854;3107,20
855;3106,96
856;3106,54
857;3106,53
858;3106,51
859;3106,46
860;3106,41
861;3106,06
862;3105,52
863;3105,48
864;3105,40
865;3104,88
866;3104,76
867;3104,15
868;3104,09
869;3103,49
870;3103,42
871;3103,37
872;3103,30
873;3103,25
874;3103,17
875;3102,76
876;3102,60
877;3102,47
878;3102,33
879;3102,01
880;3101,92
881;3101,25
882;3100,68
883;3100,67
884;3100,49
885;3100,14
886;3099,69
887;3099,60
888;3099,53
889;3099,43
890;3099,32
891;3099,30
892;3099,26
893;3099,11
894;3099,06
895;3098,35
896;3098,27
897;3097,97
898;3097,85
899;3097,54
900;3097,48
901;3097,33
902;3096,57
903;3095,50
904;3095,37
905;3095,20
906;3094,89
907;3094,78
908;3094,69
909;3094,61
910;3094,36
911;3094,33
912;3093,38
913;3093,08
914;3092,72
915;3092,69
916;3092,45
917;3092,43
918;3092,27
919;3092,05
920;3091,94
921;3091,92
922;3091,88
923;3091,52
924;3091,23
925;3091,07
926;3090,45
927;3090,21
928;3089,92
929;3089,91
930;3089,60
931;3089,53
932;3089,24
933;3089,18
934;3089,14
935;3089,04
936;3088,22
937;3087,99
938;3087,86
939;3087,64
940;3087,42
941;3087,27
942;3087,17
943;3087,12
944;3087,03
945;3086,70
946;3086,20
947;3085,60
948;3085,47
949;3085,28
950;3084,56
951;3084,41
952;3084,32
953;3084,25
954;3083,90
955;3083,80
956;3083,17
957;3083,14
958;3082,91
959;3082,66
960;3082,65
961;3082,61
962;3081,62
963;3081,27
964;3081,10
965;3081,00
966;3080,97
967;3080,90
968;3080,13
969;3080,07
970;3079,42
971;3079,26
972;3077,87
973;3077,85
974;3077,22
975;3077,14
976;3076,74
977;3076,71
978;3076,69
979;3076,63
980;3076,54
981;3076,31
982;3075,64
983;3075,64
984;3075,16
985;3074,81
986;3074,02
987;3073,15
988;3072,57
989;3072,23
990;3071,97
991;3071,84
992;3071,66
993;3071,50
994;3070,92
995;3070,26
996;3070,14
997;3069,96
998;3069,91
999;3069,66
1000;3069,48
1001;3069,37
1002;3068,98
1003;3068,91
1004;3068,69
1005;3068,50
1006;3068,45
1007;3068,34
1008;3068,17
1009;3068,08
1010;3068,06
1011;3068,03
1012;3067,25
1013;3067,25
1014;3067,20
1015;3066,93
1016;3066,84
1017;3066,58
1018;3066,41
1019;3065,08
1020;3064,83
1021;3064,66
1022;3064,48
1023;3063,76
1024;3063,46
1025;3063,28
1026;3063,04
1027;3062,63
1028;3062,16
1029;3061,66
1030;3061,53
1031;3061,50
1032;3061,13
1033;3060,87
1034;3060,63
1035;3060,23
1036;3060,12
1037;3059,84
1038;3058,94
1039;3058,73
1040;3058,71
1041;3057,73
1042;3057,69
1043;3056,30
1044;3056,28
1045;3055,76
1046;3055,03
1047;3054,40
1048;3053,84
1049;3053,38
1050;3053,34
1051;3053,22
1052;3053,15
1053;3053,13
1054;3052,36
1055;3052,13
1056;3051,69
1057;3051,49
1058;3051,47
1059;3051,26
1060;3050,74
1061;3050,73
1062;3050,29
1063;3050,11
1064;3049,89
1065;3049,64
1066;3049,10
1067;3048,73
1068;3048,35
1069;3047,99
1070;3047,78
1071;3047,67
1072;3047,60
1073;3047,51
1074;3047,21
1075;3047,04
1076;3046,75
1077;3046,54
1078;3046,08
1079;3046,05
1080;3045,94
1081;3045,82
1082;3045,59
1083;3045,43
1084;3045,28
1085;3045,24
1086;3044,89
1087;3044,80
1088;3044,56
1089;3044,51
1090;3044,49
1091;3044,47
1092;3044,32
1093;3043,24
1094;3042,93
1095;3042,84
1096;3042,81
1097;3042,24
1098;3042,09
1099;3041,58
1100;3041,28
1101;3040,84
1102;3040,33
1103;3040,18
1104;3039,78
1105;3038,82
1106;3038,63
1107;3037,84
1108;3037,55
1109;3037,06
1110;3037,02
1111;3036,75
1112;3036,49
1113;3036,40
1114;3036,26
1115;3036,19
1116;3035,70
1117;3035,62
1118;3035,52
1119;3034,47
1120;3034,15
1121;3034,01
1122;3033,68
1123;3033,53
1124;3032,65
1125;3031,72
1126;3031,06
1127;3031,04
1128;3030,67
1129;3030,00
1130;3029,90
1131;3029,14
1132;3029,11
1133;3028,49
1134;3026,84
1135;3026,46
1136;3026,37
1137;3025,94
1138;3025,65
1139;3025,12
1140;3025,08
1141;3024,99
1142;3024,66
1143;3024,39
1144;3022,89
1145;3022,12
1146;3021,15
1147;3021,07
1148;3019,09
1149;3018,45
1150;3018,12
1151;3017,28
1152;3016,96
1153;3016,91
1154;3015,46
1155;3014,49
1156;3014,44
1157;3014,18
1158;3013,47
1159;3011,13
1160;3008,55
1161;3007,99
1162;3007,61
1163;3007,48
1164;3007,09
1165;3005,79
1166;3005,06
1167;3004,40
1168;2996,00
1169;2960,04
1170;2954,26
1171;2947,56
1172;2947,38
1173;2943,07
1174;2940,49
1175;2939,12
1176;2936,90
1177;2935,33
1178;2934,44
1179;2933,08
1180;2932,32
1181;2930,35
1182;2927,62
1183;2927,37
1184;2927,31
1185;2926,03
1186;2925,68
1187;2920,17
1188;2917,86
1189;2917,20
1190;2917,02
1191;2917,01
1192;2915,42
1193;2914,78
1194;2909,94
1195;2909,73
1196;2908,07
1197;2906,28
1198;2904,82
1199;2904,34
1200;2904,04
1201;2903,17
1202;2902,17
1203;2900,45
1204;2900,08
1205;2899,30
1206;2898,20
1207;2897,88
1208;2896,74
1209;2895,12
1210;2892,69
1211;2888,67
1212;2888,13
1213;2886,26
1214;2886,25
1215;2886,02
1216;2885,72
1217;2884,38
1218;2880,22
1219;2879,88
1220;2879,35
1221;2879,07
1222;2872,71
1223;2871,29
1224;2871,11
1225;2870,84
1226;2870,43
1227;2868,79
1228;2855,22
1229;2841,24
1230;2839,69
1231;2830,26
1232;2828,33
1233;2828,11
1234;2827,12
1235;2825,69
1236;2824,57
1237;2820,32
1238;2819,07
1239;2818,35
1240;2818,15
1241;2816,51
1242;2815,43
1243;2814,49
1244;2814,44
1245;2813,86
1246;2809,58
1247;2808,83
1248;2807,25
1249;2805,91
1250;2803,61
1251;2803,08
1252;2801,76
1253;2801,76
1254;2801,15
1255;2801,03
1256;2800,56
1257;2800,09
1258;2798,49
1259;2797,91
1260;2796,29
1261;2795,95
1262;2795,18
1263;2794,28
1264;2793,42
1265;2792,28
1266;2791,68
1267;2791,59
1268;2790,60
1269;2790,21
1270;2789,95
1271;2789,77
1272;2788,86
1273;2788,86
1274;2788,78
1275;2788,36
1276;2788,11
1277;2786,29
1278;2786,19
1279;2785,42
1280;2784,59
1281;2783,89
1282;2783,29
1283;2783,12
1284;2782,73
1285;2781,76
1286;2781,68
1287;2781,68
1288;2780,70
1289;2780,44
1290;2780,44
1291;2780,39
1292;2779,77
1293;2778,91
1294;2777,70
1295;2776,69
1296;2776,48
1297;2775,98
1298;2775,77
1299;2775,52
1300;2775,49
1301;2775,18
1302;2774,85
1303;2774,44
1304;2772,12
