Index;Consumption [kWh/h]
1;2322,43
2;2319,62
3;2315,94
4;2307,55
5;2306,81
6;2304,91
7;2302,85
8;2300,96
9;2297,95
10;2295,74
11;2295,40
12;2294,52
13;2294,12
14;2293,77
15;2291,21
16;2287,48
17;2284,36
18;2284,20
19;2283,53
20;2282,69
21;2282,26
22;2282,20
23;2278,88
24;2277,90
25;2277,81
26;2276,82
27;2276,13
28;2274,23
29;2272,26
30;2272,21
31;2271,85
32;2271,24
33;2270,63
34;2270,41
35;2269,71
36;2268,88
37;2268,83
38;2267,64
39;2267,15
40;2266,96
41;2266,17
42;2265,71
43;2265,41
44;2265,18
45;2265,14
46;2263,62
47;2263,19
48;2261,65
49;2260,80
50;2260,60
51;2260,02
52;2258,80
53;2258,64
54;2258,39
55;2257,84
56;2257,72
57;2257,07
58;2256,35
59;2255,80
60;2254,40
61;2252,81
62;2252,79
63;2251,37
64;2250,94
65;2249,08
66;2247,61
67;2247,02
68;2246,66
69;2246,58
70;2245,52
71;2245,15
72;2244,86
73;2244,34
74;2244,27
75;2244,18
76;2244,08
77;2244,08
78;2243,49
79;2242,97
80;2242,26
81;2241,29
82;2240,36
83;2239,79
84;2239,67
85;2239,63
86;2238,88
87;2236,36
88;2235,71
89;2235,36
90;2235,24
91;2235,19
92;2235,16
93;2234,19
94;2233,01
95;2232,97
96;2232,43
97;2230,78
98;2229,64
99;2228,23
100;2226,13
101;2226,02
102;2225,38
103;2223,52
104;2222,92
105;2219,92
106;2219,75
107;2218,81
108;2217,61
109;2217,24
110;2217,07
111;2216,49
112;2214,91
113;2214,66
114;2209,84
115;2209,34
116;2208,77
117;2208,61
118;2208,58
119;2207,93
120;2207,92
121;2207,81
122;2207,26
123;2206,73
124;2204,31
125;2203,66
126;2203,30
127;2201,47
128;2196,91
129;2112,59
130;2102,08
131;2101,99
132;2099,19
133;2096,65
134;2095,58
135;2093,88
136;2093,66
137;2093,65
138;2092,74
139;2092,48
140;2091,80
141;2091,74
142;2090,45
143;2090,02
144;2088,52
145;2088,37
146;2087,50
147;2085,42
148;2085,39
149;2084,68
150;2084,38
151;2084,18
152;2083,90
153;2082,91
154;2081,95
155;2080,95
156;2080,10
157;2080,09
158;2079,50
159;2079,46
160;2079,10
161;2077,24
162;2076,97
163;2076,27
164;2075,78
165;2075,57
166;2075,46
167;2074,39
168;2073,68
169;2073,65
170;2073,60
171;2073,57
172;2072,35
173;2072,09
174;2071,36
175;2071,32
176;2071,21
177;2070,57
178;2069,25
179;2069,20
180;2069,06
181;2068,60
182;2068,49
183;2068,36
184;2068,33
185;2067,78
186;2067,49
187;2067,02
188;2065,68
189;2065,05
190;2065,03
191;2064,81
192;2064,71
193;2064,65
194;2064,31
195;2064,31
196;2064,28
197;2064,16
198;2061,83
199;2061,31
200;2061,07
201;2060,89
202;2060,82
203;2060,27
204;2060,19
205;2059,70
206;2058,48
207;2058,34
208;2057,73
209;2057,66
210;2057,62
211;2055,99
212;2055,40
213;2055,32
214;2054,53
215;2054,51
216;2054,40
217;2054,36
218;2054,21
219;2054,14
220;2053,02
221;2052,56
222;2052,44
223;2052,25
224;2052,01
225;2050,95
226;2050,88
227;2050,72
228;2049,97
229;2049,37
230;2048,70
231;2048,60
232;2048,12
233;2047,09
234;2046,75
235;2046,67
236;2046,31
237;2045,82
238;2045,66
239;2044,89
240;2042,95
241;2042,53
242;2040,29
243;2040,10
244;2039,44
245;2038,72
246;2038,32
247;2035,73
248;2034,88
249;2033,22
250;2031,65
251;2028,69
252;2027,23
253;2026,28
254;2021,18
255;2020,62
256;2017,34
257;2016,75
258;2015,80
259;2014,29
260;2011,35
