Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h]
2005-01-01 00:30:00;0;0;9,3;9,5;4276,0;19723,6
2005-01-01 01:30:00;1;1;8,8;9,5;4588,6;19598,6
2005-01-01 02:30:00;2;2;8,3;9,5;4901,1;19411,1
2005-01-01 03:30:00;3;3;8,1;9,5;5026,2;19223,5
2005-01-01 04:30:00;4;4;7,9;9,5;5151,2;19098,5
2005-01-01 05:30:00;5;5;7,7;9,5;5276,2;18911,0
2005-01-01 06:30:00;6;6;7,6;9,5;5338,7;18911,0
2005-01-01 07:30:00;7;7;7,5;9,5;7846,5;18848,5
2005-01-01 08:30:00;8;8;7,7;9,5;7721,4;18723,5
2005-01-01 09:30:00;9;9;9,1;9,5;6846,3;18598,4
2005-01-01 10:30:00;10;10;10,4;9,5;6033,6;18410,9
2005-01-01 11:30:00;11;11;11,5;9,5;5346,0;18035,8
2005-01-01 12:30:00;12;12;12,2;9,5;4908,4;17973,3
2005-01-01 13:30:00;13;13;12,6;9,5;4658,4;17935,4
2005-01-01 14:30:00;14;14;12,6;9,5;4658,4;17910,8
2005-01-01 15:30:00;15;15;12,1;9,5;4970,9;17848,3
2005-01-01 16:30:00;16;16;11,4;9,5;5408,5;17723,3
2005-01-01 17:30:00;17;17;10,7;9,5;5846,1;17557,2
2005-01-01 18:30:00;18;18;10,1;9,5;6221,2;17535,7
2005-01-01 19:30:00;19;19;9,5;9,5;6596,2;17410,7
2005-01-01 20:30:00;20;20;8,9;9,5;6971,3;17410,7
2005-01-01 21:30:00;21;21;8,3;9,5;7346,4;17368,1
2005-01-01 22:30:00;22;22;7,6;9,5;7784,0;17368,1
2005-01-01 23:30:00;23;23;7,0;9,5;8159,0;17368,1
2005-01-02 00:30:00;24;0;5,8;2,6;6463,9;17348,2
2005-01-02 01:30:00;25;1;4,4;2,6;7339,1;17223,2
2005-01-02 02:30:00;26;2;3,1;2,6;8151,7;17223,2
2005-01-02 03:30:00;27;3;2,3;2,6;8651,8;17179,0
2005-01-02 04:30:00;28;4;1,6;2,6;9089,4;17160,7
2005-01-02 05:30:00;29;5;0,8;2,6;9589,5;17116,0
2005-01-02 06:30:00;30;6;0,3;2,6;9902,1;17098,2
2005-01-02 07:30:00;31;7;-0,3;2,6;12722,4;17098,2
2005-01-02 08:30:00;32;8;-0,3;2,6;12722,4;17098,2
2005-01-02 09:30:00;33;9;1,5;2,6;11597,2;17035,6
2005-01-02 10:30:00;34;10;3,0;2,6;10659,5;17028,4
2005-01-02 11:30:00;35;11;4,4;2,6;9784,3;16975,8
2005-01-02 12:30:00;36;12;5,2;2,6;9284,2;16973,1
2005-01-02 13:30:00;37;13;5,6;2,6;9034,2;16973,1
2005-01-02 14:30:00;38;14;5,6;2,6;9034,2;16973,1
2005-01-02 15:30:00;39;15;4,8;2,6;9534,3;16973,1
2005-01-02 16:30:00;40;16;3,5;2,6;10346,9;16926,9
2005-01-02 17:30:00;41;17;3,0;2,6;10659,5;16910,6
2005-01-02 18:30:00;42;18;2,5;2,6;10972,0;16848,1
2005-01-02 19:30:00;43;19;2,0;2,6;11284,6;16848,1
2005-01-02 20:30:00;44;20;1,6;2,6;11534,6;16840,8
2005-01-02 21:30:00;45;21;1,1;2,6;11847,2;16674,7
2005-01-02 22:30:00;46;22;0,6;2,6;12159,8;16674,7
2005-01-02 23:30:00;47;23;0,1;2,6;12472,3;16660,6
2005-01-03 00:30:00;48;0;0,2;3,3;9964,6;16660,6
2005-01-03 01:30:00;49;1;0,4;3,3;9839,5;16628,9
2005-01-03 02:30:00;50;2;0,6;3,3;9714,5;16628,9
2005-01-03 03:30:00;51;3;0,7;3,3;9652,0;16611,7
2005-01-03 04:30:00;52;4;0,8;3,3;9589,5;16611,7
2005-01-03 05:30:00;53;5;0,9;3,3;9527,0;16598,1
2005-01-03 06:30:00;54;6;1,0;3,3;9464,5;16598,1
2005-01-03 07:30:00;55;7;1,1;3,3;11847,2;16485,6
2005-01-03 08:30:00;56;8;1,3;3,3;11722,2;16485,6
2005-01-03 09:30:00;57;9;2,9;3,3;10722,0;16473,0
2005-01-03 10:30:00;58;10;4,3;3,3;9846,8;16473,0
2005-01-03 11:30:00;59;11;5,2;3,3;9284,2;16422,6
2005-01-03 12:30:00;60;12;5,9;3,3;8846,7;16410,5
2005-01-03 13:30:00;61;13;6,3;3,3;8596,6;16410,5
2005-01-03 14:30:00;62;14;6,3;3,3;8596,6;16359,6
2005-01-03 15:30:00;63;15;5,9;3,3;8846,7;16359,6
2005-01-03 16:30:00;64;16;5,1;3,3;9346,7;16348,0
2005-01-03 17:30:00;65;17;4,8;3,3;9534,3;16348,0
2005-01-03 18:30:00;66;18;4,6;3,3;9659,3;16296,5
2005-01-03 19:30:00;67;19;4,4;3,3;9784,3;16296,5
2005-01-03 20:30:00;68;20;4,2;3,3;9909,3;16282,1
2005-01-03 21:30:00;69;21;3,9;3,3;10096,9;16233,5
2005-01-03 22:30:00;70;22;3,7;3,3;10221,9;16223,0
2005-01-03 23:30:00;71;23;3,5;3,3;10346,9;16223,0
2005-01-04 00:30:00;72;0;3,1;1,4;8151,7;16223,0
2005-01-04 01:30:00;73;1;2,4;1,4;8589,3;16160,5
2005-01-04 02:30:00;74;2;2,0;1,4;8839,4;16153,2
2005-01-04 03:30:00;75;3;1,8;1,4;8964,4;16107,4
2005-01-04 04:30:00;76;4;1,5;1,4;9151,9;16107,4
2005-01-04 05:30:00;77;5;1,3;1,4;9276,9;16090,7
2005-01-04 06:30:00;78;6;1,1;1,4;9402,0;16044,4
2005-01-04 07:30:00;79;7;0,9;1,4;11972,2;16044,4
2005-01-04 08:30:00;80;8;0,9;1,4;11972,2;15993,1
2005-01-04 09:30:00;81;9;1,4;1,4;11659,7;15973,0
2005-01-04 10:30:00;82;10;1,8;1,4;11409,6;15918,3
2005-01-04 11:30:00;83;11;2,0;1,4;11284,6;15910,4
2005-01-04 12:30:00;84;12;2,1;1,4;11222,1;15910,4
2005-01-04 13:30:00;85;13;2,2;1,4;11159,6;15855,3
2005-01-04 14:30:00;86;14;2,1;1,4;11222,1;15840,6
2005-01-04 15:30:00;87;15;1,9;1,4;11347,1;15792,2
2005-01-04 16:30:00;88;16;1,6;1,4;11534,6;15792,2
2005-01-04 17:30:00;89;17;1,3;1,4;11722,2;15792,2
2005-01-04 18:30:00;90;18;1,1;1,4;11847,2;15785,4
2005-01-04 19:30:00;91;19;0,8;1,4;12034,7;15761,8
2005-01-04 20:30:00;92;20;0,6;1,4;12159,8;15729,2
2005-01-04 21:30:00;93;21;0,3;1,4;12347,3;15722,9
2005-01-04 22:30:00;94;22;0,0;1,4;12534,8;15715,6
2005-01-04 23:30:00;95;23;-0,6;1,4;12909,9;15666,2
2005-01-05 00:30:00;96;0;-0,3;0,8;10277,1;15660,4
2005-01-05 01:30:00;97;1;-0,3;0,8;10277,1;15660,4
2005-01-05 02:30:00;98;2;-0,3;0,8;10277,1;15646,2
2005-01-05 03:30:00;99;3;-0,4;0,8;10339,6;15597,9
2005-01-05 04:30:00;100;4;-0,3;0,8;10277,1;15597,9
2005-01-05 05:30:00;101;5;-0,3;0,8;10277,1;15597,9
2005-01-05 06:30:00;102;6;-0,3;0,8;10277,1;15597,9
2005-01-05 07:30:00;103;7;-0,3;0,8;12722,4;15590,6
2005-01-05 08:30:00;104;8;-0,2;0,8;12659,8;15540,1
2005-01-05 09:30:00;105;9;0,6;0,8;12159,8;15540,1
2005-01-05 10:30:00;106;10;1,4;0,8;11659,7;15535,4
2005-01-05 11:30:00;107;11;2,1;0,8;11222,1;15477,1
2005-01-05 12:30:00;108;12;2,5;0,8;10972,0;15477,1
2005-01-05 13:30:00;109;13;2,8;0,8;10784,5;15477,1
2005-01-05 14:30:00;110;14;2,9;0,8;10722,0;15477,1
2005-01-05 15:30:00;111;15;2,6;0,8;10909,5;15472,9
2005-01-05 16:30:00;112;16;2,1;0,8;11222,1;15414,0
2005-01-05 17:30:00;113;17;1,8;0,8;11409,6;15414,0
2005-01-05 18:30:00;114;18;1,5;0,8;11597,2;15414,0
2005-01-05 19:30:00;115;19;1,2;0,8;11784,7;15414,0
2005-01-05 20:30:00;116;20;0,9;0,8;11972,2;15414,0
2005-01-05 21:30:00;117;21;0,5;0,8;12222,3;15414,0
2005-01-05 22:30:00;118;22;0,3;0,8;12347,3;15410,4
2005-01-05 23:30:00;119;23;-0,3;0,8;12722,4;15406,2
2005-01-06 00:30:00;120;0;-0,4;-1,6;10339,6;15403,1
2005-01-06 01:30:00;121;1;-0,9;-1,6;10652,2;15351,0
2005-01-06 02:30:00;122;2;-1,4;-1,6;10964,8;15351,0
2005-01-06 03:30:00;123;3;-1,7;-1,6;11152,3;15343,2
2005-01-06 04:30:00;124;4;-1,9;-1,6;11277,3;15340,6
2005-01-06 05:30:00;125;5;-2,1;-1,6;11402,3;15299,4
2005-01-06 06:30:00;126;6;-2,3;-1,6;11527,4;15288,0
2005-01-06 07:30:00;127;7;-2,5;-1,6;14097,6;15278,0
2005-01-06 08:30:00;128;8;-2,5;-1,6;14097,6;15224,9
2005-01-06 09:30:00;129;9;-1,9;-1,6;13722,5;15224,9
2005-01-06 10:30:00;130;10;-1,3;-1,6;13347,5;15224,9
2005-01-06 11:30:00;131;11;-0,9;-1,6;13097,4;15217,1
2005-01-06 12:30:00;132;12;-0,6;-1,6;12909,9;15215,5
2005-01-06 13:30:00;133;13;-0,5;-1,6;12847,4;15215,5
2005-01-06 14:30:00;134;14;-0,5;-1,6;12847,4;15183,8
2005-01-06 15:30:00;135;15;-0,7;-1,6;12972,4;15161,9
2005-01-06 16:30:00;136;16;-1,2;-1,6;13285,0;15160,3
