Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h]
2005-01-01 00:30:00;0;0;9,3;9,5;6041,6;27779,2
2005-01-01 01:30:00;1;1;8,8;9,5;6480,1;27603,8
2005-01-01 02:30:00;2;2;8,3;9,5;6918,6;27340,7
2005-01-01 03:30:00;3;3;8,1;9,5;7094,1;27077,6
2005-01-01 04:30:00;4;4;7,9;9,5;7269,5;26902,2
2005-01-01 05:30:00;5;5;7,7;9,5;7444,9;26639,1
2005-01-01 06:30:00;6;6;7,6;9,5;7532,6;26639,1
2005-01-01 07:30:00;7;7;7,5;9,5;11115,4;26551,4
2005-01-01 08:30:00;8;8;7,7;9,5;10940,0;26375,9
2005-01-01 09:30:00;9;9;9,1;9,5;9712,2;26200,5
2005-01-01 10:30:00;10;10;10,4;9,5;8572,0;25937,4
2005-01-01 11:30:00;11;11;11,5;9,5;7607,3;25411,2
2005-01-01 12:30:00;12;12;12,2;9,5;6993,4;25323,5
2005-01-01 13:30:00;13;13;12,6;9,5;6642,5;25291,5
2005-01-01 14:30:00;14;14;12,6;9,5;6642,5;25235,8
2005-01-01 15:30:00;15;15;12,1;9,5;7081,1;25148,1
2005-01-01 16:30:00;16;16;11,4;9,5;7695,0;24972,7
2005-01-01 17:30:00;17;17;10,7;9,5;8308,9;24760,4
2005-01-01 18:30:00;18;18;10,1;9,5;8835,1;24709,6
2005-01-01 19:30:00;19;19;9,5;9,5;9361,4;24534,2
2005-01-01 20:30:00;20;20;8,9;9,5;9887,6;24534,2
2005-01-01 21:30:00;21;21;8,3;9,5;10413,8;24494,9
2005-01-01 22:30:00;22;22;7,6;9,5;11027,7;24494,9
2005-01-01 23:30:00;23;23;7,0;9,5;11554,0;24494,9
2005-01-02 00:30:00;24;0;5,8;2,6;9111,2;24446,5
2005-01-02 01:30:00;25;1;4,4;2,6;10339,1;24271,1
2005-01-02 02:30:00;26;2;3,1;2,6;11479,3;24271,1
2005-01-02 03:30:00;27;3;2,3;2,6;12180,9;24229,3
2005-01-02 04:30:00;28;4;1,6;2,6;12794,8;24183,3
2005-01-02 05:30:00;29;5;0,8;2,6;13496,4;24140,8
2005-01-02 06:30:00;30;6;0,3;2,6;13935,0;24095,6
2005-01-02 07:30:00;31;7;-0,3;2,6;17956,4;24095,6
2005-01-02 08:30:00;32;8;-0,3;2,6;17956,4;24095,6
2005-01-02 09:30:00;33;9;1,5;2,6;16377,7;24007,9
2005-01-02 10:30:00;34;10;3,0;2,6;15062,1;23933,2
2005-01-02 11:30:00;35;11;4,4;2,6;13834,3;23920,2
2005-01-02 12:30:00;36;12;5,2;2,6;13132,6;23920,2
2005-01-02 13:30:00;37;13;5,6;2,6;12781,8;23920,2
2005-01-02 14:30:00;38;14;5,6;2,6;12781,8;23920,2
2005-01-02 15:30:00;39;15;4,8;2,6;13483,5;23891,5
2005-01-02 16:30:00;40;16;3,5;2,6;14623,6;23875,2
2005-01-02 17:30:00;41;17;3,0;2,6;15062,1;23832,5
2005-01-02 18:30:00;42;18;2,5;2,6;15500,6;23744,8
2005-01-02 19:30:00;43;19;2,0;2,6;15939,2;23744,8
2005-01-02 20:30:00;44;20;1,6;2,6;16290,0;23670,1
2005-01-02 21:30:00;45;21;1,1;2,6;16728,5;23521,2
2005-01-02 22:30:00;46;22;0,6;2,6;17167,0;23521,2
2005-01-02 23:30:00;47;23;0,1;2,6;17605,5;23481,7
2005-01-03 00:30:00;48;0;0,2;3,3;14022,7;23481,7
2005-01-03 01:30:00;49;1;0,4;3,3;13847,3;23432,7
2005-01-03 02:30:00;50;2;0,6;3,3;13671,9;23432,7
2005-01-03 03:30:00;51;3;0,7;3,3;13584,1;23405,2
2005-01-03 04:30:00;52;4;0,8;3,3;13496,4;23405,2
2005-01-03 05:30:00;53;5;0,9;3,3;13408,7;23394,0
2005-01-03 06:30:00;54;6;1,0;3,3;13321,0;23394,0
2005-01-03 07:30:00;55;7;1,1;3,3;16728,5;23255,6
2005-01-03 08:30:00;56;8;1,3;3,3;16553,1;23255,6
2005-01-03 09:30:00;57;9;2,9;3,3;15149,8;23218,6
2005-01-03 10:30:00;58;10;4,3;3,3;13922,0;23218,6
2005-01-03 11:30:00;59;11;5,2;3,3;13132,6;23167,1
2005-01-03 12:30:00;60;12;5,9;3,3;12518,7;23130,9
2005-01-03 13:30:00;61;13;6,3;3,3;12167,9;23130,9
2005-01-03 14:30:00;62;14;6,3;3,3;12167,9;23078,6
2005-01-03 15:30:00;63;15;5,9;3,3;12518,7;23078,6
2005-01-03 16:30:00;64;16;5,1;3,3;13220,3;23043,2
2005-01-03 17:30:00;65;17;4,8;3,3;13483,5;23043,2
2005-01-03 18:30:00;66;18;4,6;3,3;13658,9;22990,1
2005-01-03 19:30:00;67;19;4,4;3,3;13834,3;22990,1
2005-01-03 20:30:00;68;20;4,2;3,3;14009,7;22918,9
2005-01-03 21:30:00;69;21;3,9;3,3;14272,8;22901,6
2005-01-03 22:30:00;70;22;3,7;3,3;14448,2;22867,8
2005-01-03 23:30:00;71;23;3,5;3,3;14623,6;22867,8
2005-01-04 00:30:00;72;0;3,1;1,4;11479,3;22867,8
2005-01-04 01:30:00;73;1;2,4;1,4;12093,2;22780,1
2005-01-04 02:30:00;74;2;2,0;1,4;12444,0;22724,5
2005-01-04 03:30:00;75;3;1,8;1,4;12619,4;22724,5
2005-01-04 04:30:00;76;4;1,5;1,4;12882,5;22705,4
2005-01-04 05:30:00;77;5;1,3;1,4;13057,9;22636,0
2005-01-04 06:30:00;78;6;1,1;1,4;13233,3;22636,0
2005-01-04 07:30:00;79;7;0,9;1,4;16903,9;22617,7
2005-01-04 08:30:00;80;8;0,9;1,4;16903,9;22517,0
2005-01-04 09:30:00;81;9;1,4;1,4;16465,4;22513,6
2005-01-04 10:30:00;82;10;1,8;1,4;16114,6;22459,0
2005-01-04 11:30:00;83;11;2,0;1,4;15939,2;22429,3
2005-01-04 12:30:00;84;12;2,1;1,4;15851,5;22429,3
2005-01-04 13:30:00;85;13;2,2;1,4;15763,8;22370,5
2005-01-04 14:30:00;86;14;2,1;1,4;15851,5;22281,9
2005-01-04 15:30:00;87;15;1,9;1,4;16026,9;22281,9
2005-01-04 16:30:00;88;16;1,6;1,4;16290,0;22281,9
2005-01-04 17:30:00;89;17;1,3;1,4;16553,1;22266,8
2005-01-04 18:30:00;90;18;1,1;1,4;16728,5;22253,9
2005-01-04 19:30:00;91;19;0,8;1,4;16991,6;22193,4
2005-01-04 20:30:00;92;20;0,6;1,4;17167,0;22189,4
2005-01-04 21:30:00;93;21;0,3;1,4;17430,1;22166,2
2005-01-04 22:30:00;94;22;0,0;1,4;17693,2;22104,9
2005-01-04 23:30:00;95;23;-0,6;1,4;18219,5;22091,4
